chunk_per_worker,chunk_size,chunking_scheme,dataset_size,machine,maxcore_per_node,maxmemory_per_node,num_nodes,operation,runtime,spil,threads_per_worker,worker_per_node
10,1024MB,auto,40.96 GB,hal24,24,128gb,4,anomaly,24.98383140563965,False,1,1
10,1024MB,auto,40.96 GB,hal24,24,128gb,4,climatology,15.315182209014893,False,1,1
10,1024MB,auto,40.96 GB,hal24,24,128gb,4,spatial_mean,10.243511438369751,False,1,1
10,1024MB,auto,40.96 GB,hal24,24,128gb,4,temporal_mean,10.938605308532715,False,1,1
10,1024MB,spatial,40.96 GB,hal24,24,128gb,4,anomaly,52.673489809036255,False,1,1
10,1024MB,spatial,40.96 GB,hal24,24,128gb,4,climatology,14.558329105377197,False,1,1
10,1024MB,spatial,40.96 GB,hal24,24,128gb,4,spatial_mean,10.148652076721191,False,1,1
10,1024MB,spatial,40.96 GB,hal24,24,128gb,4,temporal_mean,10.619761228561401,False,1,1
10,1024MB,temporal,40.96 GB,hal24,24,128gb,4,anomaly,24.55452871322632,False,1,1
10,1024MB,temporal,40.96 GB,hal24,24,128gb,4,climatology,14.835622310638428,False,1,1
10,1024MB,temporal,40.96 GB,hal24,24,128gb,4,spatial_mean,9.859217643737793,False,1,1
10,1024MB,temporal,40.96 GB,hal24,24,128gb,4,temporal_mean,10.940640926361084,False,1,1
