operation,chunk_size,chunk_per_worker,dataset_size,worker_per_node,threads_per_worker,num_nodes,chunking_scheme,machine,maxmemory_per_node,maxcore_per_node,spil,runtime
anomaly,128MB,10,1.28 GB,1,1,1,auto,cheyenne,109gb,36,False,2.3382744789123535
anomaly,128MB,10,1.28 GB,1,1,1,spatial,cheyenne,109gb,36,False,2.6002306938171387
anomaly,128MB,10,1.28 GB,1,1,1,temporal,cheyenne,109gb,36,False,2.9525420665740967
anomaly,256MB,10,2.56 GB,1,1,1,auto,cheyenne,109gb,36,False,4.512519359588623
anomaly,256MB,10,2.56 GB,1,1,1,spatial,cheyenne,109gb,36,False,6.630956172943115
anomaly,256MB,10,2.56 GB,1,1,1,temporal,cheyenne,109gb,36,False,6.671212196350098
anomaly,512MB,10,5.12 GB,1,1,1,auto,cheyenne,109gb,36,False,14.018028020858765
anomaly,512MB,10,5.12 GB,1,1,1,spatial,cheyenne,109gb,36,False,14.37543535232544
anomaly,512MB,10,5.12 GB,1,1,1,temporal,cheyenne,109gb,36,False,14.008971929550171
anomaly,64MB,10,640.95 MB,1,1,1,auto,cheyenne,109gb,36,False,1.2485573291778564
anomaly,64MB,10,640.95 MB,1,1,1,spatial,cheyenne,109gb,36,False,1.2210638523101807
anomaly,64MB,10,640.95 MB,1,1,1,temporal,cheyenne,109gb,36,False,1.4136145114898682
climatology,128MB,10,1.28 GB,1,1,1,auto,cheyenne,109gb,36,False,1.2307569980621338
climatology,128MB,10,1.28 GB,1,1,1,spatial,cheyenne,109gb,36,False,1.0909554958343506
climatology,128MB,10,1.28 GB,1,1,1,temporal,cheyenne,109gb,36,False,1.829730749130249
climatology,256MB,10,2.56 GB,1,1,1,auto,cheyenne,109gb,36,False,2.717421054840088
climatology,256MB,10,2.56 GB,1,1,1,spatial,cheyenne,109gb,36,False,2.4921462535858154
climatology,256MB,10,2.56 GB,1,1,1,temporal,cheyenne,109gb,36,False,4.157092809677124
climatology,512MB,10,5.12 GB,1,1,1,auto,cheyenne,109gb,36,False,8.833151817321777
climatology,512MB,10,5.12 GB,1,1,1,spatial,cheyenne,109gb,36,False,8.200861930847168
climatology,512MB,10,5.12 GB,1,1,1,temporal,cheyenne,109gb,36,False,8.823632955551147
climatology,64MB,10,640.95 MB,1,1,1,auto,cheyenne,109gb,36,False,0.642108678817749
climatology,64MB,10,640.95 MB,1,1,1,spatial,cheyenne,109gb,36,False,0.661412239074707
climatology,64MB,10,640.95 MB,1,1,1,temporal,cheyenne,109gb,36,False,0.735480546951294
spatial_mean,128MB,10,1.28 GB,1,1,1,auto,cheyenne,109gb,36,False,1.0551931858062744
spatial_mean,128MB,10,1.28 GB,1,1,1,spatial,cheyenne,109gb,36,False,2.0356078147888184
spatial_mean,128MB,10,1.28 GB,1,1,1,temporal,cheyenne,109gb,36,False,2.1304256916046143
spatial_mean,256MB,10,2.56 GB,1,1,1,auto,cheyenne,109gb,36,False,4.1515185832977295
spatial_mean,256MB,10,2.56 GB,1,1,1,spatial,cheyenne,109gb,36,False,4.18083643913269
spatial_mean,256MB,10,2.56 GB,1,1,1,temporal,cheyenne,109gb,36,False,4.145530939102173
spatial_mean,512MB,10,5.12 GB,1,1,1,auto,cheyenne,109gb,36,False,8.081223249435425
spatial_mean,512MB,10,5.12 GB,1,1,1,spatial,cheyenne,109gb,36,False,8.226796388626099
spatial_mean,512MB,10,5.12 GB,1,1,1,temporal,cheyenne,109gb,36,False,8.100519895553589
spatial_mean,64MB,10,640.95 MB,1,1,1,auto,cheyenne,109gb,36,False,0.5632381439208984
spatial_mean,64MB,10,640.95 MB,1,1,1,spatial,cheyenne,109gb,36,False,1.084622859954834
spatial_mean,64MB,10,640.95 MB,1,1,1,temporal,cheyenne,109gb,36,False,0.8671374320983887
temporal_mean,128MB,10,1.28 GB,1,1,1,auto,cheyenne,109gb,36,False,0.8174324035644531
temporal_mean,128MB,10,1.28 GB,1,1,1,spatial,cheyenne,109gb,36,False,1.35495924949646
temporal_mean,128MB,10,1.28 GB,1,1,1,temporal,cheyenne,109gb,36,False,1.5010693073272705
temporal_mean,256MB,10,2.56 GB,1,1,1,auto,cheyenne,109gb,36,False,3.0949764251708984
temporal_mean,256MB,10,2.56 GB,1,1,1,spatial,cheyenne,109gb,36,False,2.811814069747925
temporal_mean,256MB,10,2.56 GB,1,1,1,temporal,cheyenne,109gb,36,False,2.9422237873077393
temporal_mean,512MB,10,5.12 GB,1,1,1,auto,cheyenne,109gb,36,False,5.752235651016235
temporal_mean,512MB,10,5.12 GB,1,1,1,spatial,cheyenne,109gb,36,False,5.561697483062744
temporal_mean,512MB,10,5.12 GB,1,1,1,temporal,cheyenne,109gb,36,False,5.74717378616333
temporal_mean,64MB,10,640.95 MB,1,1,1,auto,cheyenne,109gb,36,False,0.40381503105163574
temporal_mean,64MB,10,640.95 MB,1,1,1,spatial,cheyenne,109gb,36,False,0.5917527675628662
temporal_mean,64MB,10,640.95 MB,1,1,1,temporal,cheyenne,109gb,36,False,0.4428520202636719
