chunk_per_worker,chunk_size,chunking_scheme,dataset_size,machine,maxcore_per_node,maxmemory_per_node,num_nodes,operation,runtime,spil,threads_per_worker,worker_per_node
10,64MB,spatial,5.12 GB,hal24,24,128gb,8,spatial_mean,1.3943288326263428,False,1,1
10,64MB,spatial,5.12 GB,hal24,24,128gb,8,temporal_mean,0.7532999515533447,False,1,1
10,64MB,spatial,5.12 GB,hal24,24,128gb,8,climatology,1.1695401668548584,False,1,1
10,64MB,spatial,5.12 GB,hal24,24,128gb,8,anomaly,1.7519707679748535,False,1,1
10,64MB,temporal,5.12 GB,hal24,24,128gb,8,spatial_mean,1.013550043106079,False,1,1
10,64MB,temporal,5.12 GB,hal24,24,128gb,8,temporal_mean,0.7959611415863037,False,1,1
10,64MB,temporal,5.12 GB,hal24,24,128gb,8,climatology,1.1540491580963135,False,1,1
10,64MB,temporal,5.12 GB,hal24,24,128gb,8,anomaly,2.0807244777679443,False,1,1
10,64MB,auto,5.12 GB,hal24,24,128gb,8,spatial_mean,1.0496437549591064,False,1,1
10,64MB,auto,5.12 GB,hal24,24,128gb,8,temporal_mean,0.7841370105743408,False,1,1
10,64MB,auto,5.12 GB,hal24,24,128gb,8,climatology,1.1918139457702637,False,1,1
10,64MB,auto,5.12 GB,hal24,24,128gb,8,anomaly,2.1372129917144775,False,1,1
10,64MB,spatial,5.12 GB,hal24,24,128gb,8,spatial_mean,1.3943288326263428,False,1,1
10,64MB,spatial,5.12 GB,hal24,24,128gb,8,temporal_mean,0.7532999515533447,False,1,1
10,64MB,spatial,5.12 GB,hal24,24,128gb,8,climatology,1.1695401668548584,False,1,1
10,64MB,spatial,5.12 GB,hal24,24,128gb,8,anomaly,1.7519707679748535,False,1,1
10,64MB,temporal,5.12 GB,hal24,24,128gb,8,spatial_mean,1.013550043106079,False,1,1
10,64MB,temporal,5.12 GB,hal24,24,128gb,8,temporal_mean,0.7959611415863037,False,1,1
10,64MB,temporal,5.12 GB,hal24,24,128gb,8,climatology,1.1540491580963135,False,1,1
10,64MB,temporal,5.12 GB,hal24,24,128gb,8,anomaly,2.0807244777679443,False,1,1
10,64MB,auto,5.12 GB,hal24,24,128gb,8,spatial_mean,1.0496437549591064,False,1,1
10,64MB,auto,5.12 GB,hal24,24,128gb,8,temporal_mean,0.7841370105743408,False,1,1
10,64MB,auto,5.12 GB,hal24,24,128gb,8,climatology,1.1918139457702637,False,1,1
10,64MB,auto,5.12 GB,hal24,24,128gb,8,anomaly,2.1372129917144775,False,1,1
10,128MB,spatial,10.24 GB,hal24,24,128gb,8,spatial_mean,3.24403977394104,False,1,1
10,128MB,spatial,10.24 GB,hal24,24,128gb,8,temporal_mean,1.6308860778808594,False,1,1
10,128MB,spatial,10.24 GB,hal24,24,128gb,8,climatology,2.0909407138824463,False,1,1
10,128MB,spatial,10.24 GB,hal24,24,128gb,8,anomaly,4.0812482833862305,False,1,1
10,128MB,temporal,10.24 GB,hal24,24,128gb,8,spatial_mean,2.0410749912261963,False,1,1
10,128MB,temporal,10.24 GB,hal24,24,128gb,8,temporal_mean,1.4283263683319092,False,1,1
10,128MB,temporal,10.24 GB,hal24,24,128gb,8,climatology,2.2259302139282227,False,1,1
10,128MB,temporal,10.24 GB,hal24,24,128gb,8,anomaly,5.783058404922485,False,1,1
10,128MB,auto,10.24 GB,hal24,24,128gb,8,spatial_mean,1.8906540870666504,False,1,1
10,128MB,auto,10.24 GB,hal24,24,128gb,8,temporal_mean,1.5219199657440186,False,1,1
10,128MB,auto,10.24 GB,hal24,24,128gb,8,climatology,2.0906224250793457,False,1,1
10,128MB,auto,10.24 GB,hal24,24,128gb,8,anomaly,4.464937448501587,False,1,1
10,64MB,spatial,5.12 GB,hal24,24,128gb,8,spatial_mean,1.3943288326263428,False,1,1
10,64MB,spatial,5.12 GB,hal24,24,128gb,8,temporal_mean,0.7532999515533447,False,1,1
10,64MB,spatial,5.12 GB,hal24,24,128gb,8,climatology,1.1695401668548584,False,1,1
10,64MB,spatial,5.12 GB,hal24,24,128gb,8,anomaly,1.7519707679748535,False,1,1
10,64MB,temporal,5.12 GB,hal24,24,128gb,8,spatial_mean,1.013550043106079,False,1,1
10,64MB,temporal,5.12 GB,hal24,24,128gb,8,temporal_mean,0.7959611415863037,False,1,1
10,64MB,temporal,5.12 GB,hal24,24,128gb,8,climatology,1.1540491580963135,False,1,1
10,64MB,temporal,5.12 GB,hal24,24,128gb,8,anomaly,2.0807244777679443,False,1,1
10,64MB,auto,5.12 GB,hal24,24,128gb,8,spatial_mean,1.0496437549591064,False,1,1
10,64MB,auto,5.12 GB,hal24,24,128gb,8,temporal_mean,0.7841370105743408,False,1,1
10,64MB,auto,5.12 GB,hal24,24,128gb,8,climatology,1.1918139457702637,False,1,1
10,64MB,auto,5.12 GB,hal24,24,128gb,8,anomaly,2.1372129917144775,False,1,1
10,128MB,spatial,10.24 GB,hal24,24,128gb,8,spatial_mean,3.24403977394104,False,1,1
10,128MB,spatial,10.24 GB,hal24,24,128gb,8,temporal_mean,1.6308860778808594,False,1,1
10,128MB,spatial,10.24 GB,hal24,24,128gb,8,climatology,2.0909407138824463,False,1,1
10,128MB,spatial,10.24 GB,hal24,24,128gb,8,anomaly,4.0812482833862305,False,1,1
10,128MB,temporal,10.24 GB,hal24,24,128gb,8,spatial_mean,2.0410749912261963,False,1,1
10,128MB,temporal,10.24 GB,hal24,24,128gb,8,temporal_mean,1.4283263683319092,False,1,1
10,128MB,temporal,10.24 GB,hal24,24,128gb,8,climatology,2.2259302139282227,False,1,1
10,128MB,temporal,10.24 GB,hal24,24,128gb,8,anomaly,5.783058404922485,False,1,1
10,128MB,auto,10.24 GB,hal24,24,128gb,8,spatial_mean,1.8906540870666504,False,1,1
10,128MB,auto,10.24 GB,hal24,24,128gb,8,temporal_mean,1.5219199657440186,False,1,1
10,128MB,auto,10.24 GB,hal24,24,128gb,8,climatology,2.0906224250793457,False,1,1
10,128MB,auto,10.24 GB,hal24,24,128gb,8,anomaly,4.464937448501587,False,1,1
10,256MB,spatial,20.48 GB,hal24,24,128gb,8,spatial_mean,5.253077030181885,False,1,1
10,256MB,spatial,20.48 GB,hal24,24,128gb,8,temporal_mean,2.8764214515686035,False,1,1
10,256MB,spatial,20.48 GB,hal24,24,128gb,8,climatology,4.6799538135528564,False,1,1
10,256MB,spatial,20.48 GB,hal24,24,128gb,8,anomaly,8.517112493515015,False,1,1
10,256MB,temporal,20.48 GB,hal24,24,128gb,8,spatial_mean,4.58665132522583,False,1,1
10,256MB,temporal,20.48 GB,hal24,24,128gb,8,temporal_mean,2.7275073528289795,False,1,1
10,256MB,temporal,20.48 GB,hal24,24,128gb,8,climatology,4.633221387863159,False,1,1
10,256MB,temporal,20.48 GB,hal24,24,128gb,8,anomaly,13.490939140319824,False,1,1
10,256MB,auto,20.48 GB,hal24,24,128gb,8,spatial_mean,3.7480220794677734,False,1,1
10,256MB,auto,20.48 GB,hal24,24,128gb,8,temporal_mean,2.7689414024353027,False,1,1
10,256MB,auto,20.48 GB,hal24,24,128gb,8,climatology,4.004534959793091,False,1,1
10,256MB,auto,20.48 GB,hal24,24,128gb,8,anomaly,10.589848518371582,False,1,1
10,64MB,spatial,5.12 GB,hal24,24,128gb,8,spatial_mean,1.3943288326263428,False,1,1
10,64MB,spatial,5.12 GB,hal24,24,128gb,8,temporal_mean,0.7532999515533447,False,1,1
10,64MB,spatial,5.12 GB,hal24,24,128gb,8,climatology,1.1695401668548584,False,1,1
10,64MB,spatial,5.12 GB,hal24,24,128gb,8,anomaly,1.7519707679748535,False,1,1
10,64MB,temporal,5.12 GB,hal24,24,128gb,8,spatial_mean,1.013550043106079,False,1,1
10,64MB,temporal,5.12 GB,hal24,24,128gb,8,temporal_mean,0.7959611415863037,False,1,1
10,64MB,temporal,5.12 GB,hal24,24,128gb,8,climatology,1.1540491580963135,False,1,1
10,64MB,temporal,5.12 GB,hal24,24,128gb,8,anomaly,2.0807244777679443,False,1,1
10,64MB,auto,5.12 GB,hal24,24,128gb,8,spatial_mean,1.0496437549591064,False,1,1
10,64MB,auto,5.12 GB,hal24,24,128gb,8,temporal_mean,0.7841370105743408,False,1,1
10,64MB,auto,5.12 GB,hal24,24,128gb,8,climatology,1.1918139457702637,False,1,1
