chunk_size,chunking_scheme,dataset_size,machine,num_nodes,operation,runtime,worker_per_node
128 MB,auto,1.02 GB,cheyenne,4,anomaly,0.45813822746276855,2
128 MB,auto,1.02 GB,cheyenne,4,climatology,0.22282671928405762,2
128 MB,auto,1.02 GB,cheyenne,4,spatial_mean,0.16574764251708984,2
128 MB,auto,1.02 GB,cheyenne,4,temporal_mean,0.17454266548156738,2
128 MB,spatial,1.02 GB,cheyenne,4,anomaly,0.39111757278442383,2
128 MB,spatial,1.02 GB,cheyenne,4,climatology,0.24639368057250977,2
128 MB,spatial,1.02 GB,cheyenne,4,spatial_mean,0.18762540817260742,2
128 MB,spatial,1.02 GB,cheyenne,4,temporal_mean,0.17548918724060059,2
128 MB,temporal,1.02 GB,cheyenne,4,anomaly,0.4409463405609131,2
128 MB,temporal,1.02 GB,cheyenne,4,climatology,0.2782144546508789,2
128 MB,temporal,1.02 GB,cheyenne,4,spatial_mean,0.16367626190185547,2
128 MB,temporal,1.02 GB,cheyenne,4,temporal_mean,0.18383193016052246,2
16 MB,auto,128.78 MB,cheyenne,4,anomaly,0.16879987716674805,2
16 MB,auto,128.78 MB,cheyenne,4,climatology,0.11490154266357422,2
16 MB,auto,128.78 MB,cheyenne,4,spatial_mean,0.06662416458129883,2
16 MB,auto,128.78 MB,cheyenne,4,temporal_mean,0.05443286895751953,2
16 MB,spatial,128.78 MB,cheyenne,4,anomaly,0.10525274276733398,2
16 MB,spatial,128.78 MB,cheyenne,4,climatology,0.07890701293945312,2
16 MB,spatial,128.78 MB,cheyenne,4,spatial_mean,0.048235416412353516,2
16 MB,spatial,128.78 MB,cheyenne,4,temporal_mean,0.0429384708404541,2
16 MB,temporal,128.78 MB,cheyenne,4,anomaly,0.1234126091003418,2
16 MB,temporal,128.78 MB,cheyenne,4,climatology,0.07888960838317871,2
16 MB,temporal,128.78 MB,cheyenne,4,spatial_mean,0.0405583381652832,2
16 MB,temporal,128.78 MB,cheyenne,4,temporal_mean,0.059267282485961914,2
256 MB,auto,2.05 GB,cheyenne,4,anomaly,0.6831917762756348,2
256 MB,auto,2.05 GB,cheyenne,4,climatology,0.4801337718963623,2
256 MB,auto,2.05 GB,cheyenne,4,spatial_mean,0.3074498176574707,2
256 MB,auto,2.05 GB,cheyenne,4,temporal_mean,0.3335394859313965,2
256 MB,spatial,2.05 GB,cheyenne,4,anomaly,0.7910032272338867,2
256 MB,spatial,2.05 GB,cheyenne,4,climatology,0.5002849102020264,2
256 MB,spatial,2.05 GB,cheyenne,4,spatial_mean,0.3375124931335449,2
256 MB,spatial,2.05 GB,cheyenne,4,temporal_mean,0.3260931968688965,2
256 MB,temporal,2.05 GB,cheyenne,4,anomaly,0.8235931396484375,2
256 MB,temporal,2.05 GB,cheyenne,4,climatology,0.5009515285491943,2
256 MB,temporal,2.05 GB,cheyenne,4,spatial_mean,0.2851109504699707,2
256 MB,temporal,2.05 GB,cheyenne,4,temporal_mean,0.34169721603393555,2
32 MB,auto,256.58 MB,cheyenne,4,anomaly,0.2481396198272705,2
32 MB,auto,256.58 MB,cheyenne,4,climatology,0.15802645683288574,2
32 MB,auto,256.58 MB,cheyenne,4,spatial_mean,0.07691121101379395,2
32 MB,auto,256.58 MB,cheyenne,4,temporal_mean,0.06560206413269043,2
32 MB,spatial,256.58 MB,cheyenne,4,anomaly,0.1738905906677246,2
32 MB,spatial,256.58 MB,cheyenne,4,climatology,0.12662768363952637,2
32 MB,spatial,256.58 MB,cheyenne,4,spatial_mean,0.06282639503479004,2
32 MB,spatial,256.58 MB,cheyenne,4,temporal_mean,0.060398101806640625,2
32 MB,temporal,256.58 MB,cheyenne,4,anomaly,0.16661787033081055,2
32 MB,temporal,256.58 MB,cheyenne,4,climatology,0.10872387886047363,2
32 MB,temporal,256.58 MB,cheyenne,4,spatial_mean,0.049248695373535156,2
32 MB,temporal,256.58 MB,cheyenne,4,temporal_mean,0.06787395477294922,2
64 MB,auto,512.17 MB,cheyenne,4,anomaly,0.23353052139282227,2
64 MB,auto,512.17 MB,cheyenne,4,climatology,0.13060688972473145,2
64 MB,auto,512.17 MB,cheyenne,4,spatial_mean,0.09824156761169434,2
64 MB,auto,512.17 MB,cheyenne,4,temporal_mean,0.09694075584411621,2
64 MB,spatial,512.17 MB,cheyenne,4,anomaly,0.24415874481201172,2
64 MB,spatial,512.17 MB,cheyenne,4,climatology,0.15575075149536133,2
64 MB,spatial,512.17 MB,cheyenne,4,spatial_mean,0.1386122703552246,2
64 MB,spatial,512.17 MB,cheyenne,4,temporal_mean,0.12387323379516602,2
64 MB,temporal,512.17 MB,cheyenne,4,anomaly,0.2792956829071045,2
64 MB,temporal,512.17 MB,cheyenne,4,climatology,0.1717686653137207,2
64 MB,temporal,512.17 MB,cheyenne,4,spatial_mean,0.09827089309692383,2
64 MB,temporal,512.17 MB,cheyenne,4,temporal_mean,0.11715197563171387,2
8 MB,auto,64.89 MB,cheyenne,4,anomaly,0.10778594017028809,2
8 MB,auto,64.89 MB,cheyenne,4,climatology,0.08397746086120605,2
8 MB,auto,64.89 MB,cheyenne,4,spatial_mean,0.054877281188964844,2
8 MB,auto,64.89 MB,cheyenne,4,temporal_mean,0.04193830490112305,2
8 MB,spatial,64.89 MB,cheyenne,4,anomaly,0.09287285804748535,2
8 MB,spatial,64.89 MB,cheyenne,4,climatology,0.08148479461669922,2
