chunk_size,chunking_scheme,dataset_size,machine,num_nodes,operation,runtime,worker_per_node
128MB,auto,4.10 GB,cheyenne,8,anomaly,9.748623371124268,4
128MB,auto,4.10 GB,cheyenne,8,climatology,0.43815135955810547,4
128MB,auto,4.10 GB,cheyenne,8,global_mean,0.26204752922058105,4
128MB,auto,4.10 GB,cheyenne,8,spatial_mean,0.5886220932006836,4
128MB,spatial,4.10 GB,cheyenne,8,anomaly,11.821613788604736,4
128MB,spatial,4.10 GB,cheyenne,8,climatology,0.46648526191711426,4
128MB,spatial,4.10 GB,cheyenne,8,global_mean,0.25553250312805176,4
128MB,spatial,4.10 GB,cheyenne,8,spatial_mean,0.22913360595703125,4
128MB,temporal,4.10 GB,cheyenne,8,anomaly,13.201487302780151,4
128MB,temporal,4.10 GB,cheyenne,8,climatology,0.39832019805908203,4
128MB,temporal,4.10 GB,cheyenne,8,global_mean,0.2406766414642334,4
128MB,temporal,4.10 GB,cheyenne,8,spatial_mean,0.23399591445922852,4
16MB,auto,512.17 MB,cheyenne,8,anomaly,2.091264009475708,4
16MB,auto,512.17 MB,cheyenne,8,climatology,0.3863663673400879,4
16MB,auto,512.17 MB,cheyenne,8,global_mean,0.15752911567687988,4
16MB,auto,512.17 MB,cheyenne,8,spatial_mean,0.14584970474243164,4
16MB,spatial,512.17 MB,cheyenne,8,anomaly,2.1534974575042725,4
16MB,spatial,512.17 MB,cheyenne,8,climatology,0.4009373188018799,4
16MB,spatial,512.17 MB,cheyenne,8,global_mean,0.13245201110839844,4
16MB,spatial,512.17 MB,cheyenne,8,spatial_mean,0.10417509078979492,4
16MB,temporal,512.17 MB,cheyenne,8,anomaly,1.5324912071228027,4
16MB,temporal,512.17 MB,cheyenne,8,climatology,0.20485973358154297,4
16MB,temporal,512.17 MB,cheyenne,8,global_mean,0.13922476768493652,4
16MB,temporal,512.17 MB,cheyenne,8,spatial_mean,0.1365363597869873,4
256MB,auto,8.19 GB,cheyenne,8,anomaly,17.596556186676025,4
256MB,auto,8.19 GB,cheyenne,8,climatology,0.7856044769287109,4
256MB,auto,8.19 GB,cheyenne,8,global_mean,0.46171998977661133,4
256MB,auto,8.19 GB,cheyenne,8,spatial_mean,0.5725393295288086,4
256MB,spatial,8.19 GB,cheyenne,8,anomaly,27.027331829071045,4
256MB,spatial,8.19 GB,cheyenne,8,climatology,0.787029504776001,4
256MB,spatial,8.19 GB,cheyenne,8,global_mean,0.4078352451324463,4
256MB,spatial,8.19 GB,cheyenne,8,spatial_mean,0.38189172744750977,4
256MB,temporal,8.19 GB,cheyenne,8,anomaly,29.25879955291748,4
256MB,temporal,8.19 GB,cheyenne,8,climatology,0.6237130165100098,4
256MB,temporal,8.19 GB,cheyenne,8,global_mean,0.39243316650390625,4
256MB,temporal,8.19 GB,cheyenne,8,spatial_mean,0.3666346073150635,4
32MB,auto,1.02 GB,cheyenne,8,anomaly,3.5904645919799805,4
32MB,auto,1.02 GB,cheyenne,8,climatology,0.4484233856201172,4
32MB,auto,1.02 GB,cheyenne,8,global_mean,0.22081708908081055,4
32MB,auto,1.02 GB,cheyenne,8,spatial_mean,0.21367645263671875,4
32MB,spatial,1.02 GB,cheyenne,8,anomaly,3.3481650352478027,4
32MB,spatial,1.02 GB,cheyenne,8,climatology,0.486569881439209,4
32MB,spatial,1.02 GB,cheyenne,8,global_mean,0.15558242797851562,4
32MB,spatial,1.02 GB,cheyenne,8,spatial_mean,0.16527485847473145,4
32MB,temporal,1.02 GB,cheyenne,8,anomaly,3.089529037475586,4
32MB,temporal,1.02 GB,cheyenne,8,climatology,0.2405076026916504,4
32MB,temporal,1.02 GB,cheyenne,8,global_mean,0.1573190689086914,4
32MB,temporal,1.02 GB,cheyenne,8,spatial_mean,0.18313813209533691,4
64MB,auto,2.05 GB,cheyenne,8,anomaly,5.4911048412323,4
64MB,auto,2.05 GB,cheyenne,8,climatology,0.3256824016571045,4
64MB,auto,2.05 GB,cheyenne,8,global_mean,0.17483139038085938,4
64MB,auto,2.05 GB,cheyenne,8,spatial_mean,0.15705013275146484,4
64MB,spatial,2.05 GB,cheyenne,8,anomaly,6.20861029624939,4
64MB,spatial,2.05 GB,cheyenne,8,climatology,0.5986266136169434,4
64MB,spatial,2.05 GB,cheyenne,8,global_mean,0.21950840950012207,4
64MB,spatial,2.05 GB,cheyenne,8,spatial_mean,0.20770573616027832,4
64MB,temporal,2.05 GB,cheyenne,8,anomaly,5.025188207626343,4
64MB,temporal,2.05 GB,cheyenne,8,climatology,0.318835973739624,4
64MB,temporal,2.05 GB,cheyenne,8,global_mean,0.25355076789855957,4
64MB,temporal,2.05 GB,cheyenne,8,spatial_mean,0.20270633697509766,4
8MB,auto,256.58 MB,cheyenne,8,anomaly,1.2153894901275635,4
8MB,auto,256.58 MB,cheyenne,8,climatology,0.2936432361602783,4
8MB,auto,256.58 MB,cheyenne,8,global_mean,0.13967609405517578,4
8MB,auto,256.58 MB,cheyenne,8,spatial_mean,0.10069894790649414,4
8MB,spatial,256.58 MB,cheyenne,8,anomaly,1.4378674030303955,4
8MB,spatial,256.58 MB,cheyenne,8,climatology,0.41031336784362793,4
8MB,spatial,256.58 MB,cheyenne,8,global_mean,0.2771146297454834,4
8MB,spatial,256.58 MB,cheyenne,8,spatial_mean,0.09822940826416016,4
8MB,temporal,256.58 MB,cheyenne,8,anomaly,0.9254665374755859,4
8MB,temporal,256.58 MB,cheyenne,8,climatology,0.19414210319519043,4
8MB,temporal,256.58 MB,cheyenne,8,global_mean,0.12410736083984375,4
8MB,temporal,256.58 MB,cheyenne,8,spatial_mean,0.14192533493041992,4
