chunk_size,chunking_scheme,dataset_size,machine,num_nodes,operation,runtime,worker_per_node
128MB,auto,256.58 MB,cheyenne,1,anomaly,0.28295040130615234,2
128MB,auto,256.58 MB,cheyenne,1,climatology,0.20502400398254395,2
128MB,auto,256.58 MB,cheyenne,1,spatial_mean,0.16579890251159668,2
128MB,auto,256.58 MB,cheyenne,1,temporal_mean,0.1683504581451416,2
128MB,spatial,256.58 MB,cheyenne,1,anomaly,0.2978932857513428,2
128MB,spatial,256.58 MB,cheyenne,1,climatology,0.2192237377166748,2
128MB,spatial,256.58 MB,cheyenne,1,spatial_mean,0.15585565567016602,2
128MB,spatial,256.58 MB,cheyenne,1,temporal_mean,0.15282225608825684,2
128MB,temporal,256.58 MB,cheyenne,1,anomaly,0.4177584648132324,2
128MB,temporal,256.58 MB,cheyenne,1,climatology,0.23329401016235352,2
128MB,temporal,256.58 MB,cheyenne,1,spatial_mean,0.15554070472717285,2
128MB,temporal,256.58 MB,cheyenne,1,temporal_mean,0.16473603248596191,2
16MB,auto,32.45 MB,cheyenne,1,anomaly,0.05893063545227051,2
16MB,auto,32.45 MB,cheyenne,1,climatology,0.05106544494628906,2
16MB,auto,32.45 MB,cheyenne,1,spatial_mean,0.03320431709289551,2
16MB,auto,32.45 MB,cheyenne,1,temporal_mean,0.02784895896911621,2
16MB,spatial,32.45 MB,cheyenne,1,anomaly,0.06618976593017578,2
16MB,spatial,32.45 MB,cheyenne,1,climatology,0.05009031295776367,2
16MB,spatial,32.45 MB,cheyenne,1,spatial_mean,0.03913235664367676,2
16MB,spatial,32.45 MB,cheyenne,1,temporal_mean,0.03368401527404785,2
16MB,temporal,32.45 MB,cheyenne,1,anomaly,0.08327078819274902,2
16MB,temporal,32.45 MB,cheyenne,1,climatology,0.15749311447143555,2
16MB,temporal,32.45 MB,cheyenne,1,spatial_mean,0.03065776824951172,2
16MB,temporal,32.45 MB,cheyenne,1,temporal_mean,0.03624677658081055,2
256MB,auto,512.17 MB,cheyenne,1,anomaly,0.5025973320007324,2
256MB,auto,512.17 MB,cheyenne,1,climatology,0.3102457523345947,2
256MB,auto,512.17 MB,cheyenne,1,spatial_mean,0.2865333557128906,2
256MB,auto,512.17 MB,cheyenne,1,temporal_mean,0.2915937900543213,2
256MB,spatial,512.17 MB,cheyenne,1,anomaly,0.6889421939849854,2
256MB,spatial,512.17 MB,cheyenne,1,climatology,0.4330267906188965,2
256MB,spatial,512.17 MB,cheyenne,1,spatial_mean,0.29147958755493164,2
256MB,spatial,512.17 MB,cheyenne,1,temporal_mean,0.2952613830566406,2
