chunk_size,chunking_scheme,dataset_size,machine,num_nodes,operation,runtime,worker_per_node
128MB,auto,2.05 GB,cheyenne,2,anomaly,0.5665788650512695,8
128MB,auto,2.05 GB,cheyenne,2,climatology,0.3113064765930176,8
128MB,auto,2.05 GB,cheyenne,2,spatial_mean,0.19371914863586426,8
128MB,auto,2.05 GB,cheyenne,2,temporal_mean,0.20875215530395508,8
128MB,spatial,2.05 GB,cheyenne,2,anomaly,0.672976016998291,8
128MB,spatial,2.05 GB,cheyenne,2,climatology,0.28493762016296387,8
128MB,spatial,2.05 GB,cheyenne,2,spatial_mean,0.20122742652893066,8
128MB,spatial,2.05 GB,cheyenne,2,temporal_mean,0.19177865982055664,8
128MB,temporal,2.05 GB,cheyenne,2,anomaly,0.5148189067840576,8
128MB,temporal,2.05 GB,cheyenne,2,climatology,0.3210303783416748,8
128MB,temporal,2.05 GB,cheyenne,2,spatial_mean,0.18310856819152832,8
128MB,temporal,2.05 GB,cheyenne,2,temporal_mean,0.21256208419799805,8
16MB,auto,256.58 MB,cheyenne,2,anomaly,0.4345862865447998,8
16MB,auto,256.58 MB,cheyenne,2,climatology,0.40523815155029297,8
16MB,auto,256.58 MB,cheyenne,2,spatial_mean,0.12009835243225098,8
16MB,auto,256.58 MB,cheyenne,2,temporal_mean,0.09638023376464844,8
16MB,spatial,256.58 MB,cheyenne,2,anomaly,0.4037759304046631,8
16MB,spatial,256.58 MB,cheyenne,2,climatology,0.2776169776916504,8
16MB,spatial,256.58 MB,cheyenne,2,spatial_mean,0.19254064559936523,8
16MB,spatial,256.58 MB,cheyenne,2,temporal_mean,0.11685013771057129,8
16MB,temporal,256.58 MB,cheyenne,2,anomaly,0.22283720970153809,8
16MB,temporal,256.58 MB,cheyenne,2,climatology,0.11686229705810547,8
16MB,temporal,256.58 MB,cheyenne,2,spatial_mean,0.06305623054504395,8
16MB,temporal,256.58 MB,cheyenne,2,temporal_mean,0.09656786918640137,8
256MB,auto,4.10 GB,cheyenne,2,anomaly,0.9556350708007812,8
256MB,auto,4.10 GB,cheyenne,2,climatology,0.630530595779419,8
256MB,auto,4.10 GB,cheyenne,2,spatial_mean,0.3904256820678711,8
256MB,auto,4.10 GB,cheyenne,2,temporal_mean,0.42480945587158203,8
256MB,spatial,4.10 GB,cheyenne,2,anomaly,1.2947795391082764,8
256MB,spatial,4.10 GB,cheyenne,2,climatology,0.5462539196014404,8
256MB,spatial,4.10 GB,cheyenne,2,spatial_mean,0.3541572093963623,8
256MB,spatial,4.10 GB,cheyenne,2,temporal_mean,0.3344852924346924,8
256MB,temporal,4.10 GB,cheyenne,2,anomaly,0.9714617729187012,8
256MB,temporal,4.10 GB,cheyenne,2,climatology,0.5634117126464844,8
256MB,temporal,4.10 GB,cheyenne,2,spatial_mean,0.32711243629455566,8
256MB,temporal,4.10 GB,cheyenne,2,temporal_mean,0.36949586868286133,8
32MB,auto,512.17 MB,cheyenne,2,anomaly,0.4002692699432373,8
32MB,auto,512.17 MB,cheyenne,2,climatology,0.2539815902709961,8
32MB,auto,512.17 MB,cheyenne,2,spatial_mean,0.10349130630493164,8
32MB,auto,512.17 MB,cheyenne,2,temporal_mean,0.09442543983459473,8
32MB,spatial,512.17 MB,cheyenne,2,anomaly,0.4223499298095703,8
32MB,spatial,512.17 MB,cheyenne,2,climatology,0.29004430770874023,8
32MB,spatial,512.17 MB,cheyenne,2,spatial_mean,0.14081072807312012,8
32MB,spatial,512.17 MB,cheyenne,2,temporal_mean,0.11639952659606934,8
32MB,temporal,512.17 MB,cheyenne,2,anomaly,0.26621079444885254,8
32MB,temporal,512.17 MB,cheyenne,2,climatology,0.16920089721679688,8
32MB,temporal,512.17 MB,cheyenne,2,spatial_mean,0.08249831199645996,8
32MB,temporal,512.17 MB,cheyenne,2,temporal_mean,0.12624526023864746,8
64MB,auto,1.02 GB,cheyenne,2,anomaly,0.4261174201965332,8
64MB,auto,1.02 GB,cheyenne,2,climatology,0.42459583282470703,8
64MB,auto,1.02 GB,cheyenne,2,spatial_mean,0.1157388687133789,8
64MB,auto,1.02 GB,cheyenne,2,temporal_mean,0.14183545112609863,8
64MB,spatial,1.02 GB,cheyenne,2,anomaly,0.4154188632965088,8
64MB,spatial,1.02 GB,cheyenne,2,climatology,0.2365250587463379,8
64MB,spatial,1.02 GB,cheyenne,2,spatial_mean,0.15695476531982422,8
64MB,spatial,1.02 GB,cheyenne,2,temporal_mean,0.13053035736083984,8
64MB,temporal,1.02 GB,cheyenne,2,anomaly,0.3453691005706787,8
64MB,temporal,1.02 GB,cheyenne,2,climatology,0.22188687324523926,8
64MB,temporal,1.02 GB,cheyenne,2,spatial_mean,0.14628267288208008,8
64MB,temporal,1.02 GB,cheyenne,2,temporal_mean,0.15393877029418945,8
8MB,auto,128.78 MB,cheyenne,2,anomaly,0.47318315505981445,8
8MB,auto,128.78 MB,cheyenne,2,climatology,0.15113592147827148,8
8MB,auto,128.78 MB,cheyenne,2,spatial_mean,0.09617233276367188,8
8MB,auto,128.78 MB,cheyenne,2,temporal_mean,0.05743408203125,8
8MB,spatial,128.78 MB,cheyenne,2,anomaly,0.15964555740356445,8
8MB,spatial,128.78 MB,cheyenne,2,climatology,0.11657404899597168,8
8MB,spatial,128.78 MB,cheyenne,2,spatial_mean,0.07016277313232422,8
8MB,spatial,128.78 MB,cheyenne,2,temporal_mean,0.08349800109863281,8
8MB,temporal,128.78 MB,cheyenne,2,anomaly,0.17859745025634766,8
8MB,temporal,128.78 MB,cheyenne,2,climatology,0.11198687553405762,8
8MB,temporal,128.78 MB,cheyenne,2,spatial_mean,0.06219172477722168,8
8MB,temporal,128.78 MB,cheyenne,2,temporal_mean,0.0931088924407959,8
