chunk_size,chunking_scheme,dataset_size,machine,num_nodes,operation,runtime,worker_per_node
128MB,auto,512.17 MB,cheyenne,2,anomaly,0.34497570991516113,2
128MB,auto,512.17 MB,cheyenne,2,climatology,0.20340752601623535,2
128MB,auto,512.17 MB,cheyenne,2,spatial_mean,0.16682767868041992,2
128MB,auto,512.17 MB,cheyenne,2,temporal_mean,0.16416025161743164,2
128MB,spatial,512.17 MB,cheyenne,2,anomaly,0.37607812881469727,2
128MB,spatial,512.17 MB,cheyenne,2,climatology,0.23511481285095215,2
128MB,spatial,512.17 MB,cheyenne,2,spatial_mean,0.18102502822875977,2
128MB,spatial,512.17 MB,cheyenne,2,temporal_mean,0.16747593879699707,2
128MB,temporal,512.17 MB,cheyenne,2,anomaly,0.4486508369445801,2
128MB,temporal,512.17 MB,cheyenne,2,climatology,0.24497294425964355,2
128MB,temporal,512.17 MB,cheyenne,2,spatial_mean,0.15755534172058105,2
128MB,temporal,512.17 MB,cheyenne,2,temporal_mean,0.17300820350646973,2
16MB,auto,64.89 MB,cheyenne,2,anomaly,0.0878758430480957,2
16MB,auto,64.89 MB,cheyenne,2,climatology,0.06407284736633301,2
16MB,auto,64.89 MB,cheyenne,2,spatial_mean,0.04822897911071777,2
16MB,auto,64.89 MB,cheyenne,2,temporal_mean,0.03142738342285156,2
16MB,spatial,64.89 MB,cheyenne,2,anomaly,0.0834953784942627,2
16MB,spatial,64.89 MB,cheyenne,2,climatology,0.061440467834472656,2
16MB,spatial,64.89 MB,cheyenne,2,spatial_mean,0.048037052154541016,2
16MB,spatial,64.89 MB,cheyenne,2,temporal_mean,0.0341494083404541,2
16MB,temporal,64.89 MB,cheyenne,2,anomaly,0.10599899291992188,2
16MB,temporal,64.89 MB,cheyenne,2,climatology,0.06670236587524414,2
16MB,temporal,64.89 MB,cheyenne,2,spatial_mean,0.03223991394042969,2
16MB,temporal,64.89 MB,cheyenne,2,temporal_mean,0.0411989688873291,2
256MB,auto,1.02 GB,cheyenne,2,anomaly,0.6937878131866455,2
256MB,auto,1.02 GB,cheyenne,2,climatology,0.3117787837982178,2
256MB,auto,1.02 GB,cheyenne,2,spatial_mean,0.29384779930114746,2
