chunk_size,chunking_scheme,dataset_size,machine,num_nodes,operation,runtime,worker_per_node
128MB,auto,1.02 GB,cheyenne,4,anomaly,0.43359827995300293,2
128MB,auto,1.02 GB,cheyenne,4,climatology,0.2441730499267578,2
128MB,auto,1.02 GB,cheyenne,4,spatial_mean,0.17038941383361816,2
128MB,auto,1.02 GB,cheyenne,4,temporal_mean,0.1843702793121338,2
128MB,spatial,1.02 GB,cheyenne,4,anomaly,0.5051748752593994,2
128MB,spatial,1.02 GB,cheyenne,4,climatology,0.237410306930542,2
128MB,spatial,1.02 GB,cheyenne,4,spatial_mean,0.2054767608642578,2
128MB,spatial,1.02 GB,cheyenne,4,temporal_mean,0.18246793746948242,2
128MB,temporal,1.02 GB,cheyenne,4,anomaly,0.4429745674133301,2
128MB,temporal,1.02 GB,cheyenne,4,climatology,0.27519726753234863,2
128MB,temporal,1.02 GB,cheyenne,4,spatial_mean,0.16820096969604492,2
128MB,temporal,1.02 GB,cheyenne,4,temporal_mean,0.1897592544555664,2
16MB,auto,128.78 MB,cheyenne,4,anomaly,0.20537137985229492,2
16MB,auto,128.78 MB,cheyenne,4,climatology,0.12284421920776367,2
16MB,auto,128.78 MB,cheyenne,4,spatial_mean,0.0737755298614502,2
16MB,auto,128.78 MB,cheyenne,4,temporal_mean,0.06089973449707031,2
16MB,spatial,128.78 MB,cheyenne,4,anomaly,0.2360670566558838,2
16MB,spatial,128.78 MB,cheyenne,4,climatology,0.0944664478302002,2
16MB,spatial,128.78 MB,cheyenne,4,spatial_mean,0.05175280570983887,2
16MB,spatial,128.78 MB,cheyenne,4,temporal_mean,0.054474592208862305,2
16MB,temporal,128.78 MB,cheyenne,4,anomaly,0.16871142387390137,2
16MB,temporal,128.78 MB,cheyenne,4,climatology,0.09727191925048828,2
16MB,temporal,128.78 MB,cheyenne,4,spatial_mean,0.04087519645690918,2
16MB,temporal,128.78 MB,cheyenne,4,temporal_mean,0.0717158317565918,2
256MB,auto,2.05 GB,cheyenne,4,anomaly,0.6825838088989258,2
256MB,auto,2.05 GB,cheyenne,4,climatology,0.43446993827819824,2
256MB,auto,2.05 GB,cheyenne,4,spatial_mean,0.31309938430786133,2
256MB,auto,2.05 GB,cheyenne,4,temporal_mean,0.3379039764404297,2
256MB,spatial,2.05 GB,cheyenne,4,anomaly,1.0029675960540771,2
256MB,spatial,2.05 GB,cheyenne,4,climatology,0.5496068000793457,2
256MB,spatial,2.05 GB,cheyenne,4,spatial_mean,0.34539151191711426,2
256MB,spatial,2.05 GB,cheyenne,4,temporal_mean,0.3423454761505127,2
256MB,temporal,2.05 GB,cheyenne,4,anomaly,0.824021577835083,2
256MB,temporal,2.05 GB,cheyenne,4,climatology,0.5232548713684082,2
256MB,temporal,2.05 GB,cheyenne,4,spatial_mean,0.30799221992492676,2
256MB,temporal,2.05 GB,cheyenne,4,temporal_mean,0.3407719135284424,2
32MB,auto,256.58 MB,cheyenne,4,anomaly,0.45267319679260254,2
32MB,auto,256.58 MB,cheyenne,4,climatology,0.2678530216217041,2
32MB,auto,256.58 MB,cheyenne,4,spatial_mean,0.10028386116027832,2
32MB,auto,256.58 MB,cheyenne,4,temporal_mean,0.08479642868041992,2
32MB,spatial,256.58 MB,cheyenne,4,anomaly,0.20032238960266113,2
32MB,spatial,256.58 MB,cheyenne,4,climatology,0.14058279991149902,2
32MB,spatial,256.58 MB,cheyenne,4,spatial_mean,0.07180380821228027,2
32MB,spatial,256.58 MB,cheyenne,4,temporal_mean,0.06501388549804688,2
32MB,temporal,256.58 MB,cheyenne,4,anomaly,0.1790027618408203,2
32MB,temporal,256.58 MB,cheyenne,4,climatology,0.11727309226989746,2
32MB,temporal,256.58 MB,cheyenne,4,spatial_mean,0.05128741264343262,2
32MB,temporal,256.58 MB,cheyenne,4,temporal_mean,0.08700871467590332,2
64MB,auto,512.17 MB,cheyenne,4,anomaly,0.32000255584716797,2
64MB,auto,512.17 MB,cheyenne,4,climatology,0.17940378189086914,2
64MB,auto,512.17 MB,cheyenne,4,spatial_mean,0.07820343971252441,2
64MB,auto,512.17 MB,cheyenne,4,temporal_mean,0.08298897743225098,2
64MB,spatial,512.17 MB,cheyenne,4,anomaly,0.33160996437072754,2
64MB,spatial,512.17 MB,cheyenne,4,climatology,0.2101147174835205,2
64MB,spatial,512.17 MB,cheyenne,4,spatial_mean,0.11360812187194824,2
64MB,spatial,512.17 MB,cheyenne,4,temporal_mean,0.10947155952453613,2
64MB,temporal,512.17 MB,cheyenne,4,anomaly,0.28637075424194336,2
64MB,temporal,512.17 MB,cheyenne,4,climatology,0.1801457405090332,2
64MB,temporal,512.17 MB,cheyenne,4,spatial_mean,0.10562396049499512,2
64MB,temporal,512.17 MB,cheyenne,4,temporal_mean,0.12485027313232422,2
8MB,auto,64.89 MB,cheyenne,4,anomaly,0.11890029907226562,2
8MB,auto,64.89 MB,cheyenne,4,climatology,0.08622336387634277,2
8MB,auto,64.89 MB,cheyenne,4,spatial_mean,0.056412696838378906,2
8MB,auto,64.89 MB,cheyenne,4,temporal_mean,0.043219804763793945,2
8MB,spatial,64.89 MB,cheyenne,4,anomaly,0.12567138671875,2
8MB,spatial,64.89 MB,cheyenne,4,climatology,0.11670112609863281,2
8MB,spatial,64.89 MB,cheyenne,4,spatial_mean,0.0673673152923584,2
8MB,spatial,64.89 MB,cheyenne,4,temporal_mean,0.05387425422668457,2
8MB,temporal,64.89 MB,cheyenne,4,anomaly,0.1333022117614746,2
8MB,temporal,64.89 MB,cheyenne,4,climatology,0.0840766429901123,2
8MB,temporal,64.89 MB,cheyenne,4,spatial_mean,0.03956103324890137,2
8MB,temporal,64.89 MB,cheyenne,4,temporal_mean,0.06389999389648438,2
