chunk_size,chunking_scheme,dataset_size,machine,num_nodes,operation,runtime,worker_per_node
8 MB,spatial,32.45 MB,cheyenne,2,global_mean,0.02825164794921875,2
8 MB,spatial,32.45 MB,cheyenne,2,temporal_mean,0.04813718795776367,2
8 MB,spatial,32.45 MB,cheyenne,2,climatology,0.05427813529968262,2
8 MB,spatial,32.45 MB,cheyenne,2,anomaly,0.05650639533996582,2
8 MB,temporal,32.45 MB,cheyenne,2,global_mean,0.042833805084228516,2
8 MB,temporal,32.45 MB,cheyenne,2,temporal_mean,0.028116703033447266,2
8 MB,temporal,32.45 MB,cheyenne,2,climatology,0.05449318885803223,2
8 MB,temporal,32.45 MB,cheyenne,2,anomaly,0.07713484764099121,2
8 MB,auto,32.45 MB,cheyenne,2,global_mean,0.024134397506713867,2
8 MB,auto,32.45 MB,cheyenne,2,temporal_mean,0.04412341117858887,2
8 MB,auto,32.45 MB,cheyenne,2,climatology,0.043061017990112305,2
8 MB,auto,32.45 MB,cheyenne,2,anomaly,0.055884361267089844,2
8 MB,spatial,32.45 MB,cheyenne,2,global_mean,0.02825164794921875,2
8 MB,spatial,32.45 MB,cheyenne,2,temporal_mean,0.04813718795776367,2
8 MB,spatial,32.45 MB,cheyenne,2,climatology,0.05427813529968262,2
8 MB,spatial,32.45 MB,cheyenne,2,anomaly,0.05650639533996582,2
8 MB,temporal,32.45 MB,cheyenne,2,global_mean,0.042833805084228516,2
8 MB,temporal,32.45 MB,cheyenne,2,temporal_mean,0.028116703033447266,2
8 MB,temporal,32.45 MB,cheyenne,2,climatology,0.05449318885803223,2
8 MB,temporal,32.45 MB,cheyenne,2,anomaly,0.07713484764099121,2
8 MB,auto,32.45 MB,cheyenne,2,global_mean,0.024134397506713867,2
8 MB,auto,32.45 MB,cheyenne,2,temporal_mean,0.04412341117858887,2
8 MB,auto,32.45 MB,cheyenne,2,climatology,0.043061017990112305,2
8 MB,auto,32.45 MB,cheyenne,2,anomaly,0.055884361267089844,2
16 MB,spatial,64.89 MB,cheyenne,2,global_mean,0.0368499755859375,2
16 MB,spatial,64.89 MB,cheyenne,2,temporal_mean,0.04847240447998047,2
16 MB,spatial,64.89 MB,cheyenne,2,climatology,0.059033870697021484,2
16 MB,spatial,64.89 MB,cheyenne,2,anomaly,0.08481287956237793,2
16 MB,temporal,64.89 MB,cheyenne,2,global_mean,0.04589581489562988,2
16 MB,temporal,64.89 MB,cheyenne,2,temporal_mean,0.03421640396118164,2
16 MB,temporal,64.89 MB,cheyenne,2,climatology,0.06150627136230469,2
16 MB,temporal,64.89 MB,cheyenne,2,anomaly,0.10393404960632324,2
16 MB,auto,64.89 MB,cheyenne,2,global_mean,0.03164935111999512,2
16 MB,auto,64.89 MB,cheyenne,2,temporal_mean,0.04524087905883789,2
16 MB,auto,64.89 MB,cheyenne,2,climatology,0.062248945236206055,2
16 MB,auto,64.89 MB,cheyenne,2,anomaly,0.08457541465759277,2
8 MB,spatial,32.45 MB,cheyenne,2,global_mean,0.02825164794921875,2
8 MB,spatial,32.45 MB,cheyenne,2,temporal_mean,0.04813718795776367,2
8 MB,spatial,32.45 MB,cheyenne,2,climatology,0.05427813529968262,2
8 MB,spatial,32.45 MB,cheyenne,2,anomaly,0.05650639533996582,2
8 MB,temporal,32.45 MB,cheyenne,2,global_mean,0.042833805084228516,2
8 MB,temporal,32.45 MB,cheyenne,2,temporal_mean,0.028116703033447266,2
8 MB,temporal,32.45 MB,cheyenne,2,climatology,0.05449318885803223,2
8 MB,temporal,32.45 MB,cheyenne,2,anomaly,0.07713484764099121,2
8 MB,auto,32.45 MB,cheyenne,2,global_mean,0.024134397506713867,2
8 MB,auto,32.45 MB,cheyenne,2,temporal_mean,0.04412341117858887,2
8 MB,auto,32.45 MB,cheyenne,2,climatology,0.043061017990112305,2
8 MB,auto,32.45 MB,cheyenne,2,anomaly,0.055884361267089844,2
16 MB,spatial,64.89 MB,cheyenne,2,global_mean,0.0368499755859375,2
16 MB,spatial,64.89 MB,cheyenne,2,temporal_mean,0.04847240447998047,2
16 MB,spatial,64.89 MB,cheyenne,2,climatology,0.059033870697021484,2
16 MB,spatial,64.89 MB,cheyenne,2,anomaly,0.08481287956237793,2
16 MB,temporal,64.89 MB,cheyenne,2,global_mean,0.04589581489562988,2
16 MB,temporal,64.89 MB,cheyenne,2,temporal_mean,0.03421640396118164,2
16 MB,temporal,64.89 MB,cheyenne,2,climatology,0.06150627136230469,2
16 MB,temporal,64.89 MB,cheyenne,2,anomaly,0.10393404960632324,2
