chunk_size,chunking_scheme,dataset_size,machine,num_nodes,operation,runtime,worker_per_node
8MB,spatial,64.89 MB,cheyenne,2,global_mean,0.04772782325744629,4
8MB,spatial,64.89 MB,cheyenne,2,temporal_mean,0.05873918533325195,4
8MB,spatial,64.89 MB,cheyenne,2,climatology,0.07900738716125488,4
8MB,spatial,64.89 MB,cheyenne,2,anomaly,0.10883116722106934,4
8MB,temporal,64.89 MB,cheyenne,2,global_mean,0.06174969673156738,4
8MB,temporal,64.89 MB,cheyenne,2,temporal_mean,0.03715825080871582,4
8MB,temporal,64.89 MB,cheyenne,2,climatology,0.08508086204528809,4
8MB,temporal,64.89 MB,cheyenne,2,anomaly,0.1321396827697754,4
8MB,auto,64.89 MB,cheyenne,2,global_mean,0.041518449783325195,4
8MB,auto,64.89 MB,cheyenne,2,temporal_mean,0.061530351638793945,4
8MB,auto,64.89 MB,cheyenne,2,climatology,0.08610224723815918,4
8MB,auto,64.89 MB,cheyenne,2,anomaly,0.11478829383850098,4
8MB,spatial,64.89 MB,cheyenne,2,global_mean,0.04772782325744629,4
8MB,spatial,64.89 MB,cheyenne,2,temporal_mean,0.05873918533325195,4
8MB,spatial,64.89 MB,cheyenne,2,climatology,0.07900738716125488,4
8MB,spatial,64.89 MB,cheyenne,2,anomaly,0.10883116722106934,4
8MB,temporal,64.89 MB,cheyenne,2,global_mean,0.06174969673156738,4
8MB,temporal,64.89 MB,cheyenne,2,temporal_mean,0.03715825080871582,4
8MB,temporal,64.89 MB,cheyenne,2,climatology,0.08508086204528809,4
8MB,temporal,64.89 MB,cheyenne,2,anomaly,0.1321396827697754,4
8MB,auto,64.89 MB,cheyenne,2,global_mean,0.041518449783325195,4
8MB,auto,64.89 MB,cheyenne,2,temporal_mean,0.061530351638793945,4
8MB,auto,64.89 MB,cheyenne,2,climatology,0.08610224723815918,4
8MB,auto,64.89 MB,cheyenne,2,anomaly,0.11478829383850098,4
16MB,spatial,128.78 MB,cheyenne,2,global_mean,0.05254554748535156,4
16MB,spatial,128.78 MB,cheyenne,2,temporal_mean,0.05395960807800293,4
16MB,spatial,128.78 MB,cheyenne,2,climatology,0.09788227081298828,4
16MB,spatial,128.78 MB,cheyenne,2,anomaly,0.11766886711120605,4
16MB,temporal,128.78 MB,cheyenne,2,global_mean,0.06910204887390137,4
16MB,temporal,128.78 MB,cheyenne,2,temporal_mean,0.03666996955871582,4
16MB,temporal,128.78 MB,cheyenne,2,climatology,0.11346149444580078,4
16MB,temporal,128.78 MB,cheyenne,2,anomaly,0.14340901374816895,4
16MB,auto,128.78 MB,cheyenne,2,global_mean,0.05288839340209961,4
16MB,auto,128.78 MB,cheyenne,2,temporal_mean,0.07046294212341309,4
16MB,auto,128.78 MB,cheyenne,2,climatology,0.12516307830810547,4
16MB,auto,128.78 MB,cheyenne,2,anomaly,0.2304706573486328,4
8MB,spatial,64.89 MB,cheyenne,2,global_mean,0.04772782325744629,4
8MB,spatial,64.89 MB,cheyenne,2,temporal_mean,0.05873918533325195,4
8MB,spatial,64.89 MB,cheyenne,2,climatology,0.07900738716125488,4
8MB,spatial,64.89 MB,cheyenne,2,anomaly,0.10883116722106934,4
8MB,temporal,64.89 MB,cheyenne,2,global_mean,0.06174969673156738,4
8MB,temporal,64.89 MB,cheyenne,2,temporal_mean,0.03715825080871582,4
8MB,temporal,64.89 MB,cheyenne,2,climatology,0.08508086204528809,4
8MB,temporal,64.89 MB,cheyenne,2,anomaly,0.1321396827697754,4
8MB,auto,64.89 MB,cheyenne,2,global_mean,0.041518449783325195,4
8MB,auto,64.89 MB,cheyenne,2,temporal_mean,0.061530351638793945,4
8MB,auto,64.89 MB,cheyenne,2,climatology,0.08610224723815918,4
8MB,auto,64.89 MB,cheyenne,2,anomaly,0.11478829383850098,4
16MB,spatial,128.78 MB,cheyenne,2,global_mean,0.05254554748535156,4
16MB,spatial,128.78 MB,cheyenne,2,temporal_mean,0.05395960807800293,4
16MB,spatial,128.78 MB,cheyenne,2,climatology,0.09788227081298828,4
16MB,spatial,128.78 MB,cheyenne,2,anomaly,0.11766886711120605,4
16MB,temporal,128.78 MB,cheyenne,2,global_mean,0.06910204887390137,4
16MB,temporal,128.78 MB,cheyenne,2,temporal_mean,0.03666996955871582,4
16MB,temporal,128.78 MB,cheyenne,2,climatology,0.11346149444580078,4
16MB,temporal,128.78 MB,cheyenne,2,anomaly,0.14340901374816895,4
16MB,auto,128.78 MB,cheyenne,2,global_mean,0.05288839340209961,4
16MB,auto,128.78 MB,cheyenne,2,temporal_mean,0.07046294212341309,4
16MB,auto,128.78 MB,cheyenne,2,climatology,0.12516307830810547,4
16MB,auto,128.78 MB,cheyenne,2,anomaly,0.2304706573486328,4
32MB,spatial,256.58 MB,cheyenne,2,global_mean,0.0632638931274414,4
32MB,spatial,256.58 MB,cheyenne,2,temporal_mean,0.06545138359069824,4
32MB,spatial,256.58 MB,cheyenne,2,climatology,0.13602638244628906,4
32MB,spatial,256.58 MB,cheyenne,2,anomaly,0.20177483558654785,4
32MB,temporal,256.58 MB,cheyenne,2,global_mean,0.08562564849853516,4
32MB,temporal,256.58 MB,cheyenne,2,temporal_mean,0.07276606559753418,4
32MB,temporal,256.58 MB,cheyenne,2,climatology,0.10402846336364746,4
32MB,temporal,256.58 MB,cheyenne,2,anomaly,0.15687322616577148,4
32MB,auto,256.58 MB,cheyenne,2,global_mean,0.06326651573181152,4
32MB,auto,256.58 MB,cheyenne,2,temporal_mean,0.07150697708129883,4
32MB,auto,256.58 MB,cheyenne,2,climatology,0.15094375610351562,4
32MB,auto,256.58 MB,cheyenne,2,anomaly,0.2304990291595459,4
8MB,spatial,64.89 MB,cheyenne,2,global_mean,0.04772782325744629,4
8MB,spatial,64.89 MB,cheyenne,2,temporal_mean,0.05873918533325195,4
8MB,spatial,64.89 MB,cheyenne,2,climatology,0.07900738716125488,4
8MB,spatial,64.89 MB,cheyenne,2,anomaly,0.10883116722106934,4
8MB,temporal,64.89 MB,cheyenne,2,global_mean,0.06174969673156738,4
8MB,temporal,64.89 MB,cheyenne,2,temporal_mean,0.03715825080871582,4
8MB,temporal,64.89 MB,cheyenne,2,climatology,0.08508086204528809,4
8MB,temporal,64.89 MB,cheyenne,2,anomaly,0.1321396827697754,4
8MB,auto,64.89 MB,cheyenne,2,global_mean,0.041518449783325195,4
8MB,auto,64.89 MB,cheyenne,2,temporal_mean,0.061530351638793945,4
8MB,auto,64.89 MB,cheyenne,2,climatology,0.08610224723815918,4
8MB,auto,64.89 MB,cheyenne,2,anomaly,0.11478829383850098,4
16MB,spatial,128.78 MB,cheyenne,2,global_mean,0.05254554748535156,4
16MB,spatial,128.78 MB,cheyenne,2,temporal_mean,0.05395960807800293,4
16MB,spatial,128.78 MB,cheyenne,2,climatology,0.09788227081298828,4
16MB,spatial,128.78 MB,cheyenne,2,anomaly,0.11766886711120605,4
16MB,temporal,128.78 MB,cheyenne,2,global_mean,0.06910204887390137,4
16MB,temporal,128.78 MB,cheyenne,2,temporal_mean,0.03666996955871582,4
16MB,temporal,128.78 MB,cheyenne,2,climatology,0.11346149444580078,4
16MB,temporal,128.78 MB,cheyenne,2,anomaly,0.14340901374816895,4
