chunk_size,chunking_scheme,dataset_size,machine,num_nodes,operation,runtime,worker_per_node
8MB,spatial,64.89 MB,cheyenne,8,global_mean,0.06484675407409668,1
8MB,spatial,64.89 MB,cheyenne,8,temporal_mean,0.06383156776428223,1
8MB,spatial,64.89 MB,cheyenne,8,climatology,0.07715559005737305,1
8MB,spatial,64.89 MB,cheyenne,8,anomaly,0.11123275756835938,1
8MB,temporal,64.89 MB,cheyenne,8,global_mean,0.06493067741394043,1
8MB,temporal,64.89 MB,cheyenne,8,temporal_mean,0.03754734992980957,1
8MB,temporal,64.89 MB,cheyenne,8,climatology,0.11740803718566895,1
8MB,temporal,64.89 MB,cheyenne,8,anomaly,0.15376710891723633,1
8MB,auto,64.89 MB,cheyenne,8,global_mean,0.04485177993774414,1
8MB,auto,64.89 MB,cheyenne,8,temporal_mean,0.055011749267578125,1
8MB,auto,64.89 MB,cheyenne,8,climatology,0.08940649032592773,1
8MB,auto,64.89 MB,cheyenne,8,anomaly,0.11843466758728027,1
8MB,spatial,64.89 MB,cheyenne,8,global_mean,0.06484675407409668,1
8MB,spatial,64.89 MB,cheyenne,8,temporal_mean,0.06383156776428223,1
8MB,spatial,64.89 MB,cheyenne,8,climatology,0.07715559005737305,1
8MB,spatial,64.89 MB,cheyenne,8,anomaly,0.11123275756835938,1
8MB,temporal,64.89 MB,cheyenne,8,global_mean,0.06493067741394043,1
8MB,temporal,64.89 MB,cheyenne,8,temporal_mean,0.03754734992980957,1
8MB,temporal,64.89 MB,cheyenne,8,climatology,0.11740803718566895,1
8MB,temporal,64.89 MB,cheyenne,8,anomaly,0.15376710891723633,1
8MB,auto,64.89 MB,cheyenne,8,global_mean,0.04485177993774414,1
8MB,auto,64.89 MB,cheyenne,8,temporal_mean,0.055011749267578125,1
8MB,auto,64.89 MB,cheyenne,8,climatology,0.08940649032592773,1
8MB,auto,64.89 MB,cheyenne,8,anomaly,0.11843466758728027,1
16MB,spatial,128.78 MB,cheyenne,8,global_mean,0.04917311668395996,1
16MB,spatial,128.78 MB,cheyenne,8,temporal_mean,0.052496910095214844,1
16MB,spatial,128.78 MB,cheyenne,8,climatology,0.08617305755615234,1
16MB,spatial,128.78 MB,cheyenne,8,anomaly,0.12084150314331055,1
16MB,temporal,128.78 MB,cheyenne,8,global_mean,0.06248807907104492,1
16MB,temporal,128.78 MB,cheyenne,8,temporal_mean,0.04482722282409668,1
16MB,temporal,128.78 MB,cheyenne,8,climatology,0.11441874504089355,1
16MB,temporal,128.78 MB,cheyenne,8,anomaly,0.1399543285369873,1
16MB,auto,128.78 MB,cheyenne,8,global_mean,0.16372990608215332,1
16MB,auto,128.78 MB,cheyenne,8,temporal_mean,0.06971430778503418,1
16MB,auto,128.78 MB,cheyenne,8,climatology,0.11971688270568848,1
16MB,auto,128.78 MB,cheyenne,8,anomaly,0.1776273250579834,1
8MB,spatial,64.89 MB,cheyenne,8,global_mean,0.06484675407409668,1
8MB,spatial,64.89 MB,cheyenne,8,temporal_mean,0.06383156776428223,1
8MB,spatial,64.89 MB,cheyenne,8,climatology,0.07715559005737305,1
8MB,spatial,64.89 MB,cheyenne,8,anomaly,0.11123275756835938,1
8MB,temporal,64.89 MB,cheyenne,8,global_mean,0.06493067741394043,1
8MB,temporal,64.89 MB,cheyenne,8,temporal_mean,0.03754734992980957,1
8MB,temporal,64.89 MB,cheyenne,8,climatology,0.11740803718566895,1
8MB,temporal,64.89 MB,cheyenne,8,anomaly,0.15376710891723633,1
8MB,auto,64.89 MB,cheyenne,8,global_mean,0.04485177993774414,1
8MB,auto,64.89 MB,cheyenne,8,temporal_mean,0.055011749267578125,1
8MB,auto,64.89 MB,cheyenne,8,climatology,0.08940649032592773,1
8MB,auto,64.89 MB,cheyenne,8,anomaly,0.11843466758728027,1
16MB,spatial,128.78 MB,cheyenne,8,global_mean,0.04917311668395996,1
16MB,spatial,128.78 MB,cheyenne,8,temporal_mean,0.052496910095214844,1
16MB,spatial,128.78 MB,cheyenne,8,climatology,0.08617305755615234,1
16MB,spatial,128.78 MB,cheyenne,8,anomaly,0.12084150314331055,1
16MB,temporal,128.78 MB,cheyenne,8,global_mean,0.06248807907104492,1
16MB,temporal,128.78 MB,cheyenne,8,temporal_mean,0.04482722282409668,1
16MB,temporal,128.78 MB,cheyenne,8,climatology,0.11441874504089355,1
16MB,temporal,128.78 MB,cheyenne,8,anomaly,0.1399543285369873,1
16MB,auto,128.78 MB,cheyenne,8,global_mean,0.16372990608215332,1
16MB,auto,128.78 MB,cheyenne,8,temporal_mean,0.06971430778503418,1
16MB,auto,128.78 MB,cheyenne,8,climatology,0.11971688270568848,1
16MB,auto,128.78 MB,cheyenne,8,anomaly,0.1776273250579834,1
32MB,spatial,256.58 MB,cheyenne,8,global_mean,0.06151318550109863,1
32MB,spatial,256.58 MB,cheyenne,8,temporal_mean,0.06522202491760254,1
32MB,spatial,256.58 MB,cheyenne,8,climatology,0.1337113380432129,1
32MB,spatial,256.58 MB,cheyenne,8,anomaly,0.19892644882202148,1
32MB,temporal,256.58 MB,cheyenne,8,global_mean,0.08112263679504395,1
32MB,temporal,256.58 MB,cheyenne,8,temporal_mean,0.049208879470825195,1
32MB,temporal,256.58 MB,cheyenne,8,climatology,0.10367512702941895,1
32MB,temporal,256.58 MB,cheyenne,8,anomaly,0.15533161163330078,1
32MB,auto,256.58 MB,cheyenne,8,global_mean,0.06385040283203125,1
32MB,auto,256.58 MB,cheyenne,8,temporal_mean,0.07721734046936035,1
32MB,auto,256.58 MB,cheyenne,8,climatology,0.1656026840209961,1
32MB,auto,256.58 MB,cheyenne,8,anomaly,0.24514055252075195,1
8MB,spatial,64.89 MB,cheyenne,8,global_mean,0.06484675407409668,1
8MB,spatial,64.89 MB,cheyenne,8,temporal_mean,0.06383156776428223,1
8MB,spatial,64.89 MB,cheyenne,8,climatology,0.07715559005737305,1
8MB,spatial,64.89 MB,cheyenne,8,anomaly,0.11123275756835938,1
8MB,temporal,64.89 MB,cheyenne,8,global_mean,0.06493067741394043,1
8MB,temporal,64.89 MB,cheyenne,8,temporal_mean,0.03754734992980957,1
8MB,temporal,64.89 MB,cheyenne,8,climatology,0.11740803718566895,1
8MB,temporal,64.89 MB,cheyenne,8,anomaly,0.15376710891723633,1
8MB,auto,64.89 MB,cheyenne,8,global_mean,0.04485177993774414,1
8MB,auto,64.89 MB,cheyenne,8,temporal_mean,0.055011749267578125,1
8MB,auto,64.89 MB,cheyenne,8,climatology,0.08940649032592773,1
8MB,auto,64.89 MB,cheyenne,8,anomaly,0.11843466758728027,1
16MB,spatial,128.78 MB,cheyenne,8,global_mean,0.04917311668395996,1
16MB,spatial,128.78 MB,cheyenne,8,temporal_mean,0.052496910095214844,1
16MB,spatial,128.78 MB,cheyenne,8,climatology,0.08617305755615234,1
16MB,spatial,128.78 MB,cheyenne,8,anomaly,0.12084150314331055,1
16MB,temporal,128.78 MB,cheyenne,8,global_mean,0.06248807907104492,1
16MB,temporal,128.78 MB,cheyenne,8,temporal_mean,0.04482722282409668,1
16MB,temporal,128.78 MB,cheyenne,8,climatology,0.11441874504089355,1
16MB,temporal,128.78 MB,cheyenne,8,anomaly,0.1399543285369873,1
16MB,auto,128.78 MB,cheyenne,8,global_mean,0.16372990608215332,1
16MB,auto,128.78 MB,cheyenne,8,temporal_mean,0.06971430778503418,1
16MB,auto,128.78 MB,cheyenne,8,climatology,0.11971688270568848,1
16MB,auto,128.78 MB,cheyenne,8,anomaly,0.1776273250579834,1
32MB,spatial,256.58 MB,cheyenne,8,global_mean,0.06151318550109863,1
32MB,spatial,256.58 MB,cheyenne,8,temporal_mean,0.06522202491760254,1
32MB,spatial,256.58 MB,cheyenne,8,climatology,0.1337113380432129,1
32MB,spatial,256.58 MB,cheyenne,8,anomaly,0.19892644882202148,1
32MB,temporal,256.58 MB,cheyenne,8,global_mean,0.08112263679504395,1
32MB,temporal,256.58 MB,cheyenne,8,temporal_mean,0.049208879470825195,1
32MB,temporal,256.58 MB,cheyenne,8,climatology,0.10367512702941895,1
32MB,temporal,256.58 MB,cheyenne,8,anomaly,0.15533161163330078,1
