chunk_size,chunking_scheme,dataset_size,machine,num_nodes,operation,runtime,worker_per_node
8MB,spatial,32.45 MB,cheyenne,4,global_mean,0.06647443771362305,1
8MB,spatial,32.45 MB,cheyenne,4,temporal_mean,0.03821253776550293,1
8MB,spatial,32.45 MB,cheyenne,4,climatology,0.040894508361816406,1
8MB,spatial,32.45 MB,cheyenne,4,anomaly,0.0499570369720459,1
8MB,temporal,32.45 MB,cheyenne,4,global_mean,0.04059338569641113,1
8MB,temporal,32.45 MB,cheyenne,4,temporal_mean,0.02592778205871582,1
8MB,temporal,32.45 MB,cheyenne,4,climatology,0.0559847354888916,1
8MB,temporal,32.45 MB,cheyenne,4,anomaly,0.0817115306854248,1
8MB,auto,32.45 MB,cheyenne,4,global_mean,0.025023698806762695,1
8MB,auto,32.45 MB,cheyenne,4,temporal_mean,0.04023313522338867,1
8MB,auto,32.45 MB,cheyenne,4,climatology,0.04246854782104492,1
8MB,auto,32.45 MB,cheyenne,4,anomaly,0.058066368103027344,1
8MB,spatial,32.45 MB,cheyenne,4,global_mean,0.06647443771362305,1
8MB,spatial,32.45 MB,cheyenne,4,temporal_mean,0.03821253776550293,1
8MB,spatial,32.45 MB,cheyenne,4,climatology,0.040894508361816406,1
8MB,spatial,32.45 MB,cheyenne,4,anomaly,0.0499570369720459,1
8MB,temporal,32.45 MB,cheyenne,4,global_mean,0.04059338569641113,1
8MB,temporal,32.45 MB,cheyenne,4,temporal_mean,0.02592778205871582,1
8MB,temporal,32.45 MB,cheyenne,4,climatology,0.0559847354888916,1
8MB,temporal,32.45 MB,cheyenne,4,anomaly,0.0817115306854248,1
8MB,auto,32.45 MB,cheyenne,4,global_mean,0.025023698806762695,1
8MB,auto,32.45 MB,cheyenne,4,temporal_mean,0.04023313522338867,1
8MB,auto,32.45 MB,cheyenne,4,climatology,0.04246854782104492,1
8MB,auto,32.45 MB,cheyenne,4,anomaly,0.058066368103027344,1
16MB,spatial,64.89 MB,cheyenne,4,global_mean,0.035048723220825195,1
16MB,spatial,64.89 MB,cheyenne,4,temporal_mean,0.04095745086669922,1
16MB,spatial,64.89 MB,cheyenne,4,climatology,0.06115889549255371,1
16MB,spatial,64.89 MB,cheyenne,4,anomaly,0.08411359786987305,1
16MB,temporal,64.89 MB,cheyenne,4,global_mean,0.04455304145812988,1
16MB,temporal,64.89 MB,cheyenne,4,temporal_mean,0.0316922664642334,1
16MB,temporal,64.89 MB,cheyenne,4,climatology,0.07066631317138672,1
16MB,temporal,64.89 MB,cheyenne,4,anomaly,0.14793992042541504,1
