chunk_per_worker,chunk_size,chunking_scheme,dataset_size,machine,maxcore_per_node,maxmemory_per_node,num_nodes,operation,runtime,spil,threads_per_worker,worker_per_node
10,64MB,spatial,640.95 MB,hal1D,24,128gb,1,spatial_mean,0.9385178089141846,False,1,1
10,64MB,spatial,640.95 MB,hal1D,24,128gb,1,temporal_mean,0.5934505462646484,False,1,1
10,64MB,spatial,640.95 MB,hal1D,24,128gb,1,climatology,0.8340210914611816,False,1,1
10,64MB,spatial,640.95 MB,hal1D,24,128gb,1,anomaly,1.980515480041504,False,1,1
10,64MB,temporal,640.95 MB,hal1D,24,128gb,1,spatial_mean,0.6894352436065674,False,1,1
10,64MB,temporal,640.95 MB,hal1D,24,128gb,1,temporal_mean,0.5678443908691406,False,1,1
10,64MB,temporal,640.95 MB,hal1D,24,128gb,1,climatology,0.7515759468078613,False,1,1
10,64MB,temporal,640.95 MB,hal1D,24,128gb,1,anomaly,1.2331185340881348,False,1,1
10,64MB,auto,640.95 MB,hal1D,24,128gb,1,spatial_mean,0.7032663822174072,False,1,1
10,64MB,auto,640.95 MB,hal1D,24,128gb,1,temporal_mean,0.5580053329467773,False,1,1
10,64MB,auto,640.95 MB,hal1D,24,128gb,1,climatology,0.8552548885345459,False,1,1
10,64MB,auto,640.95 MB,hal1D,24,128gb,1,anomaly,1.3133952617645264,False,1,1
10,64MB,spatial,640.95 MB,hal1D,24,128gb,1,spatial_mean,0.9385178089141846,False,1,1
10,64MB,spatial,640.95 MB,hal1D,24,128gb,1,temporal_mean,0.5934505462646484,False,1,1
10,64MB,spatial,640.95 MB,hal1D,24,128gb,1,climatology,0.8340210914611816,False,1,1
10,64MB,spatial,640.95 MB,hal1D,24,128gb,1,anomaly,1.980515480041504,False,1,1
10,64MB,temporal,640.95 MB,hal1D,24,128gb,1,spatial_mean,0.6894352436065674,False,1,1
10,64MB,temporal,640.95 MB,hal1D,24,128gb,1,temporal_mean,0.5678443908691406,False,1,1
10,64MB,temporal,640.95 MB,hal1D,24,128gb,1,climatology,0.7515759468078613,False,1,1
10,64MB,temporal,640.95 MB,hal1D,24,128gb,1,anomaly,1.2331185340881348,False,1,1
