operation,chunk_size,chunk_per_worker,dataset_size,worker_per_node,threads_per_worker,num_nodes,chunking_scheme,machine,maxmemory_per_node,maxcore_per_node,spil,runtime
spatial_mean,64MB,10,1.28 GB,1,1,2,spatial,cheyenne,109gb,36,False,1.3633532524108887
temporal_mean,64MB,10,1.28 GB,1,1,2,spatial,cheyenne,109gb,36,False,0.7432301044464111
climatology,64MB,10,1.28 GB,1,1,2,spatial,cheyenne,109gb,36,False,1.1243059635162354
anomaly,64MB,10,1.28 GB,1,1,2,spatial,cheyenne,109gb,36,False,1.854111909866333
spatial_mean,64MB,10,1.28 GB,1,1,2,temporal,cheyenne,109gb,36,False,1.114368200302124
temporal_mean,64MB,10,1.28 GB,1,1,2,temporal,cheyenne,109gb,36,False,0.7884953022003174
climatology,64MB,10,1.28 GB,1,1,2,temporal,cheyenne,109gb,36,False,1.1774060726165771
anomaly,64MB,10,1.28 GB,1,1,2,temporal,cheyenne,109gb,36,False,1.8961756229400635
spatial_mean,64MB,10,1.28 GB,1,1,2,auto,cheyenne,109gb,36,False,1.0562186241149902
temporal_mean,64MB,10,1.28 GB,1,1,2,auto,cheyenne,109gb,36,False,0.7118501663208008
climatology,64MB,10,1.28 GB,1,1,2,auto,cheyenne,109gb,36,False,1.0722386837005615
anomaly,64MB,10,1.28 GB,1,1,2,auto,cheyenne,109gb,36,False,1.926973819732666
spatial_mean,64MB,10,1.28 GB,1,1,2,spatial,cheyenne,109gb,36,False,1.3633532524108887
temporal_mean,64MB,10,1.28 GB,1,1,2,spatial,cheyenne,109gb,36,False,0.7432301044464111
climatology,64MB,10,1.28 GB,1,1,2,spatial,cheyenne,109gb,36,False,1.1243059635162354
anomaly,64MB,10,1.28 GB,1,1,2,spatial,cheyenne,109gb,36,False,1.854111909866333
spatial_mean,64MB,10,1.28 GB,1,1,2,temporal,cheyenne,109gb,36,False,1.114368200302124
temporal_mean,64MB,10,1.28 GB,1,1,2,temporal,cheyenne,109gb,36,False,0.7884953022003174
climatology,64MB,10,1.28 GB,1,1,2,temporal,cheyenne,109gb,36,False,1.1774060726165771
anomaly,64MB,10,1.28 GB,1,1,2,temporal,cheyenne,109gb,36,False,1.8961756229400635
spatial_mean,64MB,10,1.28 GB,1,1,2,auto,cheyenne,109gb,36,False,1.0562186241149902
temporal_mean,64MB,10,1.28 GB,1,1,2,auto,cheyenne,109gb,36,False,0.7118501663208008
climatology,64MB,10,1.28 GB,1,1,2,auto,cheyenne,109gb,36,False,1.0722386837005615
anomaly,64MB,10,1.28 GB,1,1,2,auto,cheyenne,109gb,36,False,1.926973819732666
spatial_mean,128MB,10,2.56 GB,1,1,2,spatial,cheyenne,109gb,36,False,2.308532953262329
temporal_mean,128MB,10,2.56 GB,1,1,2,spatial,cheyenne,109gb,36,False,1.4393868446350098
climatology,128MB,10,2.56 GB,1,1,2,spatial,cheyenne,109gb,36,False,2.259068489074707
