operation,chunk_size,chunk_per_worker,dataset_size,worker_per_node,threads_per_worker,num_nodes,chunking_scheme,machine,maxmemory_per_node,maxcore_per_node,spil,runtime
spatial_mean,64MB,10,640.95 MB,1,1,1,spatial,cheyenne,109gb,36,False,1.065375804901123
temporal_mean,64MB,10,640.95 MB,1,1,1,spatial,cheyenne,109gb,36,False,0.5789320468902588
climatology,64MB,10,640.95 MB,1,1,1,spatial,cheyenne,109gb,36,False,1.0616443157196045
anomaly,64MB,10,640.95 MB,1,1,1,spatial,cheyenne,109gb,36,False,1.6166973114013672
spatial_mean,64MB,10,640.95 MB,1,1,1,temporal,cheyenne,109gb,36,False,1.081514835357666
temporal_mean,64MB,10,640.95 MB,1,1,1,temporal,cheyenne,109gb,36,False,0.7675285339355469
climatology,64MB,10,640.95 MB,1,1,1,temporal,cheyenne,109gb,36,False,1.1214721202850342
anomaly,64MB,10,640.95 MB,1,1,1,temporal,cheyenne,109gb,36,False,1.832512378692627
spatial_mean,64MB,10,640.95 MB,1,1,1,auto,cheyenne,109gb,36,False,1.0796582698822021
temporal_mean,64MB,10,640.95 MB,1,1,1,auto,cheyenne,109gb,36,False,0.7195699214935303
climatology,64MB,10,640.95 MB,1,1,1,auto,cheyenne,109gb,36,False,1.1104588508605957
anomaly,64MB,10,640.95 MB,1,1,1,auto,cheyenne,109gb,36,False,1.8382794857025146
spatial_mean,64MB,10,640.95 MB,1,1,1,spatial,cheyenne,109gb,36,False,1.065375804901123
temporal_mean,64MB,10,640.95 MB,1,1,1,spatial,cheyenne,109gb,36,False,0.5789320468902588
climatology,64MB,10,640.95 MB,1,1,1,spatial,cheyenne,109gb,36,False,1.0616443157196045
anomaly,64MB,10,640.95 MB,1,1,1,spatial,cheyenne,109gb,36,False,1.6166973114013672
spatial_mean,64MB,10,640.95 MB,1,1,1,temporal,cheyenne,109gb,36,False,1.081514835357666
temporal_mean,64MB,10,640.95 MB,1,1,1,temporal,cheyenne,109gb,36,False,0.7675285339355469
climatology,64MB,10,640.95 MB,1,1,1,temporal,cheyenne,109gb,36,False,1.1214721202850342
anomaly,64MB,10,640.95 MB,1,1,1,temporal,cheyenne,109gb,36,False,1.832512378692627
spatial_mean,64MB,10,640.95 MB,1,1,1,auto,cheyenne,109gb,36,False,1.0796582698822021
temporal_mean,64MB,10,640.95 MB,1,1,1,auto,cheyenne,109gb,36,False,0.7195699214935303
climatology,64MB,10,640.95 MB,1,1,1,auto,cheyenne,109gb,36,False,1.1104588508605957
anomaly,64MB,10,640.95 MB,1,1,1,auto,cheyenne,109gb,36,False,1.8382794857025146
spatial_mean,128MB,10,1.28 GB,1,1,1,spatial,cheyenne,109gb,36,False,2.1325438022613525
temporal_mean,128MB,10,1.28 GB,1,1,1,spatial,cheyenne,109gb,36,False,1.4138238430023193
climatology,128MB,10,1.28 GB,1,1,1,spatial,cheyenne,109gb,36,False,2.1099560260772705
anomaly,128MB,10,1.28 GB,1,1,1,spatial,cheyenne,109gb,36,False,3.4696390628814697
spatial_mean,128MB,10,1.28 GB,1,1,1,temporal,cheyenne,109gb,36,False,2.094358444213867
temporal_mean,128MB,10,1.28 GB,1,1,1,temporal,cheyenne,109gb,36,False,1.4841043949127197
climatology,128MB,10,1.28 GB,1,1,1,temporal,cheyenne,109gb,36,False,2.2128376960754395
anomaly,128MB,10,1.28 GB,1,1,1,temporal,cheyenne,109gb,36,False,3.5811192989349365
spatial_mean,128MB,10,1.28 GB,1,1,1,auto,cheyenne,109gb,36,False,2.074333667755127
temporal_mean,128MB,10,1.28 GB,1,1,1,auto,cheyenne,109gb,36,False,1.4517314434051514
climatology,128MB,10,1.28 GB,1,1,1,auto,cheyenne,109gb,36,False,2.182638168334961
anomaly,128MB,10,1.28 GB,1,1,1,auto,cheyenne,109gb,36,False,3.538975954055786
spatial_mean,64MB,10,640.95 MB,1,1,1,spatial,cheyenne,109gb,36,False,1.065375804901123
temporal_mean,64MB,10,640.95 MB,1,1,1,spatial,cheyenne,109gb,36,False,0.5789320468902588
climatology,64MB,10,640.95 MB,1,1,1,spatial,cheyenne,109gb,36,False,1.0616443157196045
anomaly,64MB,10,640.95 MB,1,1,1,spatial,cheyenne,109gb,36,False,1.6166973114013672
spatial_mean,64MB,10,640.95 MB,1,1,1,temporal,cheyenne,109gb,36,False,1.081514835357666
temporal_mean,64MB,10,640.95 MB,1,1,1,temporal,cheyenne,109gb,36,False,0.7675285339355469
climatology,64MB,10,640.95 MB,1,1,1,temporal,cheyenne,109gb,36,False,1.1214721202850342
anomaly,64MB,10,640.95 MB,1,1,1,temporal,cheyenne,109gb,36,False,1.832512378692627
spatial_mean,64MB,10,640.95 MB,1,1,1,auto,cheyenne,109gb,36,False,1.0796582698822021
temporal_mean,64MB,10,640.95 MB,1,1,1,auto,cheyenne,109gb,36,False,0.7195699214935303
climatology,64MB,10,640.95 MB,1,1,1,auto,cheyenne,109gb,36,False,1.1104588508605957
anomaly,64MB,10,640.95 MB,1,1,1,auto,cheyenne,109gb,36,False,1.8382794857025146
spatial_mean,128MB,10,1.28 GB,1,1,1,spatial,cheyenne,109gb,36,False,2.1325438022613525
temporal_mean,128MB,10,1.28 GB,1,1,1,spatial,cheyenne,109gb,36,False,1.4138238430023193
climatology,128MB,10,1.28 GB,1,1,1,spatial,cheyenne,109gb,36,False,2.1099560260772705
anomaly,128MB,10,1.28 GB,1,1,1,spatial,cheyenne,109gb,36,False,3.4696390628814697
spatial_mean,128MB,10,1.28 GB,1,1,1,temporal,cheyenne,109gb,36,False,2.094358444213867
temporal_mean,128MB,10,1.28 GB,1,1,1,temporal,cheyenne,109gb,36,False,1.4841043949127197
