chunk_size,chunking_scheme,dataset_size,machine,maxcore_per_node,maxmemory_per_node,num_nodes,operation,runtime,spil,worker_per_node
64MB,spatial,6.14 GB,hal24,24,128gb,6,global_mean,0.7647931575775146,False,16
64MB,spatial,6.14 GB,hal24,24,128gb,6,temporal_mean,0.30943942070007324,False,16
64MB,spatial,6.14 GB,hal24,24,128gb,6,climatology,1.0619256496429443,False,16
64MB,spatial,6.14 GB,hal24,24,128gb,6,anomaly,6.015622615814209,False,16
64MB,temporal,6.14 GB,hal24,24,128gb,6,global_mean,0.33039045333862305,False,16
64MB,temporal,6.14 GB,hal24,24,128gb,6,temporal_mean,0.3467695713043213,False,16
64MB,temporal,6.14 GB,hal24,24,128gb,6,climatology,0.6729342937469482,False,16
64MB,temporal,6.14 GB,hal24,24,128gb,6,anomaly,1.2402057647705078,False,16
64MB,auto,6.14 GB,hal24,24,128gb,6,global_mean,0.4063868522644043,False,16
64MB,auto,6.14 GB,hal24,24,128gb,6,temporal_mean,0.36894989013671875,False,16
64MB,auto,6.14 GB,hal24,24,128gb,6,climatology,1.5021088123321533,False,16
64MB,auto,6.14 GB,hal24,24,128gb,6,anomaly,2.0351815223693848,False,16
64MB,spatial,6.14 GB,hal24,24,128gb,6,global_mean,0.7647931575775146,False,16
64MB,spatial,6.14 GB,hal24,24,128gb,6,temporal_mean,0.30943942070007324,False,16
64MB,spatial,6.14 GB,hal24,24,128gb,6,climatology,1.0619256496429443,False,16
64MB,spatial,6.14 GB,hal24,24,128gb,6,anomaly,6.015622615814209,False,16
64MB,temporal,6.14 GB,hal24,24,128gb,6,global_mean,0.33039045333862305,False,16
64MB,temporal,6.14 GB,hal24,24,128gb,6,temporal_mean,0.3467695713043213,False,16
64MB,temporal,6.14 GB,hal24,24,128gb,6,climatology,0.6729342937469482,False,16
64MB,temporal,6.14 GB,hal24,24,128gb,6,anomaly,1.2402057647705078,False,16
64MB,auto,6.14 GB,hal24,24,128gb,6,global_mean,0.4063868522644043,False,16
64MB,auto,6.14 GB,hal24,24,128gb,6,temporal_mean,0.36894989013671875,False,16
64MB,auto,6.14 GB,hal24,24,128gb,6,climatology,1.5021088123321533,False,16
64MB,auto,6.14 GB,hal24,24,128gb,6,anomaly,2.0351815223693848,False,16
128MB,spatial,12.29 GB,hal24,24,128gb,6,global_mean,0.4290461540222168,False,16
128MB,spatial,12.29 GB,hal24,24,128gb,6,temporal_mean,0.39574623107910156,False,16
128MB,spatial,12.29 GB,hal24,24,128gb,6,climatology,1.1601498126983643,False,16
128MB,spatial,12.29 GB,hal24,24,128gb,6,anomaly,11.848020076751709,False,16
128MB,temporal,12.29 GB,hal24,24,128gb,6,global_mean,0.4522571563720703,False,16
128MB,temporal,12.29 GB,hal24,24,128gb,6,temporal_mean,0.4061014652252197,False,16
128MB,temporal,12.29 GB,hal24,24,128gb,6,climatology,0.87837815284729,False,16
128MB,temporal,12.29 GB,hal24,24,128gb,6,anomaly,2.080491542816162,False,16
128MB,auto,12.29 GB,hal24,24,128gb,6,global_mean,0.4847226142883301,False,16
128MB,auto,12.29 GB,hal24,24,128gb,6,temporal_mean,0.42272305488586426,False,16
128MB,auto,12.29 GB,hal24,24,128gb,6,climatology,2.0136494636535645,False,16
128MB,auto,12.29 GB,hal24,24,128gb,6,anomaly,3.3448002338409424,False,16
64MB,spatial,6.14 GB,hal24,24,128gb,6,global_mean,0.7647931575775146,False,16
64MB,spatial,6.14 GB,hal24,24,128gb,6,temporal_mean,0.30943942070007324,False,16
64MB,spatial,6.14 GB,hal24,24,128gb,6,climatology,1.0619256496429443,False,16
64MB,spatial,6.14 GB,hal24,24,128gb,6,anomaly,6.015622615814209,False,16
64MB,temporal,6.14 GB,hal24,24,128gb,6,global_mean,0.33039045333862305,False,16
64MB,temporal,6.14 GB,hal24,24,128gb,6,temporal_mean,0.3467695713043213,False,16
64MB,temporal,6.14 GB,hal24,24,128gb,6,climatology,0.6729342937469482,False,16
64MB,temporal,6.14 GB,hal24,24,128gb,6,anomaly,1.2402057647705078,False,16
64MB,auto,6.14 GB,hal24,24,128gb,6,global_mean,0.4063868522644043,False,16
64MB,auto,6.14 GB,hal24,24,128gb,6,temporal_mean,0.36894989013671875,False,16
64MB,auto,6.14 GB,hal24,24,128gb,6,climatology,1.5021088123321533,False,16
64MB,auto,6.14 GB,hal24,24,128gb,6,anomaly,2.0351815223693848,False,16
128MB,spatial,12.29 GB,hal24,24,128gb,6,global_mean,0.4290461540222168,False,16
128MB,spatial,12.29 GB,hal24,24,128gb,6,temporal_mean,0.39574623107910156,False,16
128MB,spatial,12.29 GB,hal24,24,128gb,6,climatology,1.1601498126983643,False,16
128MB,spatial,12.29 GB,hal24,24,128gb,6,anomaly,11.848020076751709,False,16
128MB,temporal,12.29 GB,hal24,24,128gb,6,global_mean,0.4522571563720703,False,16
128MB,temporal,12.29 GB,hal24,24,128gb,6,temporal_mean,0.4061014652252197,False,16
128MB,temporal,12.29 GB,hal24,24,128gb,6,climatology,0.87837815284729,False,16
128MB,temporal,12.29 GB,hal24,24,128gb,6,anomaly,2.080491542816162,False,16
128MB,auto,12.29 GB,hal24,24,128gb,6,global_mean,0.4847226142883301,False,16
128MB,auto,12.29 GB,hal24,24,128gb,6,temporal_mean,0.42272305488586426,False,16
128MB,auto,12.29 GB,hal24,24,128gb,6,climatology,2.0136494636535645,False,16
128MB,auto,12.29 GB,hal24,24,128gb,6,anomaly,3.3448002338409424,False,16
256MB,spatial,24.58 GB,hal24,24,128gb,6,global_mean,0.7125368118286133,False,16
256MB,spatial,24.58 GB,hal24,24,128gb,6,temporal_mean,0.6980798244476318,False,16
256MB,spatial,24.58 GB,hal24,24,128gb,6,climatology,1.2938284873962402,False,16
256MB,spatial,24.58 GB,hal24,24,128gb,6,anomaly,20.18570303916931,False,16
256MB,temporal,24.58 GB,hal24,24,128gb,6,global_mean,0.6403605937957764,False,16
256MB,temporal,24.58 GB,hal24,24,128gb,6,temporal_mean,0.5629832744598389,False,16
256MB,temporal,24.58 GB,hal24,24,128gb,6,climatology,1.6471669673919678,False,16
256MB,temporal,24.58 GB,hal24,24,128gb,6,anomaly,2.794386386871338,False,16
256MB,auto,24.58 GB,hal24,24,128gb,6,global_mean,1.2533669471740723,False,16
