chunk_size,chunking_scheme,dataset_size,machine,maxcore_per_node,maxmemory_per_node,num_nodes,operation,runtime,spil,worker_per_node
64MB,spatial,4.10 GB,hal24,24,128gb,4,global_mean,0.2625422477722168,False,16
64MB,spatial,4.10 GB,hal24,24,128gb,4,temporal_mean,0.25328516960144043,False,16
64MB,spatial,4.10 GB,hal24,24,128gb,4,climatology,0.7914266586303711,False,16
64MB,spatial,4.10 GB,hal24,24,128gb,4,anomaly,3.3936362266540527,False,16
64MB,temporal,4.10 GB,hal24,24,128gb,4,global_mean,0.254427433013916,False,16
64MB,temporal,4.10 GB,hal24,24,128gb,4,temporal_mean,0.2365095615386963,False,16
64MB,temporal,4.10 GB,hal24,24,128gb,4,climatology,0.9133090972900391,False,16
64MB,temporal,4.10 GB,hal24,24,128gb,4,anomaly,0.8578143119812012,False,16
64MB,auto,4.10 GB,hal24,24,128gb,4,global_mean,0.25980401039123535,False,16
64MB,auto,4.10 GB,hal24,24,128gb,4,temporal_mean,0.22843050956726074,False,16
64MB,auto,4.10 GB,hal24,24,128gb,4,climatology,0.6915731430053711,False,16
64MB,auto,4.10 GB,hal24,24,128gb,4,anomaly,1.6383249759674072,False,16
64MB,spatial,4.10 GB,hal24,24,128gb,4,global_mean,0.2625422477722168,False,16
64MB,spatial,4.10 GB,hal24,24,128gb,4,temporal_mean,0.25328516960144043,False,16
64MB,spatial,4.10 GB,hal24,24,128gb,4,climatology,0.7914266586303711,False,16
64MB,spatial,4.10 GB,hal24,24,128gb,4,anomaly,3.3936362266540527,False,16
64MB,temporal,4.10 GB,hal24,24,128gb,4,global_mean,0.254427433013916,False,16
64MB,temporal,4.10 GB,hal24,24,128gb,4,temporal_mean,0.2365095615386963,False,16
64MB,temporal,4.10 GB,hal24,24,128gb,4,climatology,0.9133090972900391,False,16
64MB,temporal,4.10 GB,hal24,24,128gb,4,anomaly,0.8578143119812012,False,16
64MB,auto,4.10 GB,hal24,24,128gb,4,global_mean,0.25980401039123535,False,16
64MB,auto,4.10 GB,hal24,24,128gb,4,temporal_mean,0.22843050956726074,False,16
64MB,auto,4.10 GB,hal24,24,128gb,4,climatology,0.6915731430053711,False,16
64MB,auto,4.10 GB,hal24,24,128gb,4,anomaly,1.6383249759674072,False,16
128MB,spatial,8.19 GB,hal24,24,128gb,4,global_mean,0.3561694622039795,False,16
128MB,spatial,8.19 GB,hal24,24,128gb,4,temporal_mean,0.42367100715637207,False,16
128MB,spatial,8.19 GB,hal24,24,128gb,4,climatology,0.8406901359558105,False,16
128MB,spatial,8.19 GB,hal24,24,128gb,4,anomaly,5.418975591659546,False,16
128MB,temporal,8.19 GB,hal24,24,128gb,4,global_mean,0.4071965217590332,False,16
128MB,temporal,8.19 GB,hal24,24,128gb,4,temporal_mean,0.31302952766418457,False,16
128MB,temporal,8.19 GB,hal24,24,128gb,4,climatology,0.6439740657806396,False,16
128MB,temporal,8.19 GB,hal24,24,128gb,4,anomaly,1.5219111442565918,False,16
128MB,auto,8.19 GB,hal24,24,128gb,4,global_mean,0.40445828437805176,False,16
128MB,auto,8.19 GB,hal24,24,128gb,4,temporal_mean,0.3256034851074219,False,16
128MB,auto,8.19 GB,hal24,24,128gb,4,climatology,1.1341068744659424,False,16
128MB,auto,8.19 GB,hal24,24,128gb,4,anomaly,2.4861233234405518,False,16
64MB,spatial,4.10 GB,hal24,24,128gb,4,global_mean,0.2625422477722168,False,16
64MB,spatial,4.10 GB,hal24,24,128gb,4,temporal_mean,0.25328516960144043,False,16
64MB,spatial,4.10 GB,hal24,24,128gb,4,climatology,0.7914266586303711,False,16
64MB,spatial,4.10 GB,hal24,24,128gb,4,anomaly,3.3936362266540527,False,16
64MB,temporal,4.10 GB,hal24,24,128gb,4,global_mean,0.254427433013916,False,16
64MB,temporal,4.10 GB,hal24,24,128gb,4,temporal_mean,0.2365095615386963,False,16
64MB,temporal,4.10 GB,hal24,24,128gb,4,climatology,0.9133090972900391,False,16
64MB,temporal,4.10 GB,hal24,24,128gb,4,anomaly,0.8578143119812012,False,16
64MB,auto,4.10 GB,hal24,24,128gb,4,global_mean,0.25980401039123535,False,16
64MB,auto,4.10 GB,hal24,24,128gb,4,temporal_mean,0.22843050956726074,False,16
64MB,auto,4.10 GB,hal24,24,128gb,4,climatology,0.6915731430053711,False,16
64MB,auto,4.10 GB,hal24,24,128gb,4,anomaly,1.6383249759674072,False,16
128MB,spatial,8.19 GB,hal24,24,128gb,4,global_mean,0.3561694622039795,False,16
128MB,spatial,8.19 GB,hal24,24,128gb,4,temporal_mean,0.42367100715637207,False,16
128MB,spatial,8.19 GB,hal24,24,128gb,4,climatology,0.8406901359558105,False,16
128MB,spatial,8.19 GB,hal24,24,128gb,4,anomaly,5.418975591659546,False,16
128MB,temporal,8.19 GB,hal24,24,128gb,4,global_mean,0.4071965217590332,False,16
128MB,temporal,8.19 GB,hal24,24,128gb,4,temporal_mean,0.31302952766418457,False,16
128MB,temporal,8.19 GB,hal24,24,128gb,4,climatology,0.6439740657806396,False,16
128MB,temporal,8.19 GB,hal24,24,128gb,4,anomaly,1.5219111442565918,False,16
128MB,auto,8.19 GB,hal24,24,128gb,4,global_mean,0.40445828437805176,False,16
128MB,auto,8.19 GB,hal24,24,128gb,4,temporal_mean,0.3256034851074219,False,16
128MB,auto,8.19 GB,hal24,24,128gb,4,climatology,1.1341068744659424,False,16
128MB,auto,8.19 GB,hal24,24,128gb,4,anomaly,2.4861233234405518,False,16
256MB,spatial,16.38 GB,hal24,24,128gb,4,global_mean,0.9319601058959961,False,16
256MB,spatial,16.38 GB,hal24,24,128gb,4,temporal_mean,0.5720529556274414,False,16
256MB,spatial,16.38 GB,hal24,24,128gb,4,climatology,1.2079875469207764,False,16
256MB,spatial,16.38 GB,hal24,24,128gb,4,anomaly,10.164559841156006,False,16
256MB,temporal,16.38 GB,hal24,24,128gb,4,global_mean,0.613776445388794,False,16
256MB,temporal,16.38 GB,hal24,24,128gb,4,temporal_mean,0.5070483684539795,False,16
256MB,temporal,16.38 GB,hal24,24,128gb,4,climatology,1.0241169929504395,False,16
256MB,temporal,16.38 GB,hal24,24,128gb,4,anomaly,2.64338755607605,False,16
256MB,auto,16.38 GB,hal24,24,128gb,4,global_mean,0.6709296703338623,False,16
256MB,auto,16.38 GB,hal24,24,128gb,4,temporal_mean,0.5689802169799805,False,16
256MB,auto,16.38 GB,hal24,24,128gb,4,climatology,2.081639051437378,False,16
256MB,auto,16.38 GB,hal24,24,128gb,4,anomaly,3.610430955886841,False,16
64MB,spatial,4.10 GB,hal24,24,128gb,4,global_mean,0.2625422477722168,False,16
64MB,spatial,4.10 GB,hal24,24,128gb,4,temporal_mean,0.25328516960144043,False,16
64MB,spatial,4.10 GB,hal24,24,128gb,4,climatology,0.7914266586303711,False,16
64MB,spatial,4.10 GB,hal24,24,128gb,4,anomaly,3.3936362266540527,False,16
64MB,temporal,4.10 GB,hal24,24,128gb,4,global_mean,0.254427433013916,False,16
64MB,temporal,4.10 GB,hal24,24,128gb,4,temporal_mean,0.2365095615386963,False,16
64MB,temporal,4.10 GB,hal24,24,128gb,4,climatology,0.9133090972900391,False,16
64MB,temporal,4.10 GB,hal24,24,128gb,4,anomaly,0.8578143119812012,False,16
64MB,auto,4.10 GB,hal24,24,128gb,4,global_mean,0.25980401039123535,False,16
64MB,auto,4.10 GB,hal24,24,128gb,4,temporal_mean,0.22843050956726074,False,16
64MB,auto,4.10 GB,hal24,24,128gb,4,climatology,0.6915731430053711,False,16
64MB,auto,4.10 GB,hal24,24,128gb,4,anomaly,1.6383249759674072,False,16
128MB,spatial,8.19 GB,hal24,24,128gb,4,global_mean,0.3561694622039795,False,16
128MB,spatial,8.19 GB,hal24,24,128gb,4,temporal_mean,0.42367100715637207,False,16
128MB,spatial,8.19 GB,hal24,24,128gb,4,climatology,0.8406901359558105,False,16
128MB,spatial,8.19 GB,hal24,24,128gb,4,anomaly,5.418975591659546,False,16
128MB,temporal,8.19 GB,hal24,24,128gb,4,global_mean,0.4071965217590332,False,16
128MB,temporal,8.19 GB,hal24,24,128gb,4,temporal_mean,0.31302952766418457,False,16
128MB,temporal,8.19 GB,hal24,24,128gb,4,climatology,0.6439740657806396,False,16
128MB,temporal,8.19 GB,hal24,24,128gb,4,anomaly,1.5219111442565918,False,16
128MB,auto,8.19 GB,hal24,24,128gb,4,global_mean,0.40445828437805176,False,16
128MB,auto,8.19 GB,hal24,24,128gb,4,temporal_mean,0.3256034851074219,False,16
128MB,auto,8.19 GB,hal24,24,128gb,4,climatology,1.1341068744659424,False,16
128MB,auto,8.19 GB,hal24,24,128gb,4,anomaly,2.4861233234405518,False,16
256MB,spatial,16.38 GB,hal24,24,128gb,4,global_mean,0.9319601058959961,False,16
