chunk_size,chunking_scheme,dataset_size,machine,maxcore_per_node,maxmemory_per_node,num_nodes,operation,runtime,spil,worker_per_node
64MB,spatial,512.17 MB,hal24,24,128gb,2,global_mean,0.13746190071105957,False,4
64MB,spatial,512.17 MB,hal24,24,128gb,2,temporal_mean,0.14246058464050293,False,4
64MB,spatial,512.17 MB,hal24,24,128gb,2,climatology,0.18880867958068848,False,4
64MB,spatial,512.17 MB,hal24,24,128gb,2,anomaly,0.26999664306640625,False,4
64MB,temporal,512.17 MB,hal24,24,128gb,2,global_mean,0.1503918170928955,False,4
64MB,temporal,512.17 MB,hal24,24,128gb,2,temporal_mean,0.1223292350769043,False,4
64MB,temporal,512.17 MB,hal24,24,128gb,2,climatology,0.24507379531860352,False,4
64MB,temporal,512.17 MB,hal24,24,128gb,2,anomaly,0.39899373054504395,False,4
64MB,auto,512.17 MB,hal24,24,128gb,2,global_mean,0.11003375053405762,False,4
64MB,auto,512.17 MB,hal24,24,128gb,2,temporal_mean,0.11179614067077637,False,4
64MB,auto,512.17 MB,hal24,24,128gb,2,climatology,0.23484182357788086,False,4
64MB,auto,512.17 MB,hal24,24,128gb,2,anomaly,0.45319652557373047,False,4
64MB,spatial,512.17 MB,hal24,24,128gb,2,global_mean,0.13746190071105957,False,4
64MB,spatial,512.17 MB,hal24,24,128gb,2,temporal_mean,0.14246058464050293,False,4
64MB,spatial,512.17 MB,hal24,24,128gb,2,climatology,0.18880867958068848,False,4
64MB,spatial,512.17 MB,hal24,24,128gb,2,anomaly,0.26999664306640625,False,4
64MB,temporal,512.17 MB,hal24,24,128gb,2,global_mean,0.1503918170928955,False,4
64MB,temporal,512.17 MB,hal24,24,128gb,2,temporal_mean,0.1223292350769043,False,4
64MB,temporal,512.17 MB,hal24,24,128gb,2,climatology,0.24507379531860352,False,4
64MB,temporal,512.17 MB,hal24,24,128gb,2,anomaly,0.39899373054504395,False,4
64MB,auto,512.17 MB,hal24,24,128gb,2,global_mean,0.11003375053405762,False,4
64MB,auto,512.17 MB,hal24,24,128gb,2,temporal_mean,0.11179614067077637,False,4
64MB,auto,512.17 MB,hal24,24,128gb,2,climatology,0.23484182357788086,False,4
64MB,auto,512.17 MB,hal24,24,128gb,2,anomaly,0.45319652557373047,False,4
128MB,spatial,1.02 GB,hal24,24,128gb,2,global_mean,0.22201800346374512,False,4
128MB,spatial,1.02 GB,hal24,24,128gb,2,temporal_mean,0.257293701171875,False,4
128MB,spatial,1.02 GB,hal24,24,128gb,2,climatology,0.21577954292297363,False,4
128MB,spatial,1.02 GB,hal24,24,128gb,2,anomaly,0.34261631965637207,False,4
128MB,temporal,1.02 GB,hal24,24,128gb,2,global_mean,0.2398366928100586,False,4
128MB,temporal,1.02 GB,hal24,24,128gb,2,temporal_mean,0.213714599609375,False,4
128MB,temporal,1.02 GB,hal24,24,128gb,2,climatology,0.3233788013458252,False,4
128MB,temporal,1.02 GB,hal24,24,128gb,2,anomaly,0.5148270130157471,False,4
128MB,auto,1.02 GB,hal24,24,128gb,2,global_mean,0.1606001853942871,False,4
128MB,auto,1.02 GB,hal24,24,128gb,2,temporal_mean,0.14969992637634277,False,4
