chunk_size,chunking_scheme,dataset_size,machine,maxcore_per_node,maxmemory_per_node,num_nodes,operation,runtime,spil,worker_per_node
64MB,spatial,2.05 GB,hal24,24,128gb,8,global_mean,0.18060851097106934,False,4
64MB,spatial,2.05 GB,hal24,24,128gb,8,temporal_mean,0.21389007568359375,False,4
64MB,spatial,2.05 GB,hal24,24,128gb,8,climatology,0.4319186210632324,False,4
64MB,spatial,2.05 GB,hal24,24,128gb,8,anomaly,1.135784387588501,False,4
64MB,temporal,2.05 GB,hal24,24,128gb,8,global_mean,0.20783162117004395,False,4
64MB,temporal,2.05 GB,hal24,24,128gb,8,temporal_mean,0.15756607055664062,False,4
64MB,temporal,2.05 GB,hal24,24,128gb,8,climatology,0.4755122661590576,False,4
64MB,temporal,2.05 GB,hal24,24,128gb,8,anomaly,0.5837655067443848,False,4
64MB,auto,2.05 GB,hal24,24,128gb,8,global_mean,0.15883159637451172,False,4
64MB,auto,2.05 GB,hal24,24,128gb,8,temporal_mean,0.13909149169921875,False,4
64MB,auto,2.05 GB,hal24,24,128gb,8,climatology,0.371898889541626,False,4
64MB,auto,2.05 GB,hal24,24,128gb,8,anomaly,0.6635973453521729,False,4
64MB,spatial,2.05 GB,hal24,24,128gb,8,global_mean,0.18060851097106934,False,4
64MB,spatial,2.05 GB,hal24,24,128gb,8,temporal_mean,0.21389007568359375,False,4
64MB,spatial,2.05 GB,hal24,24,128gb,8,climatology,0.4319186210632324,False,4
64MB,spatial,2.05 GB,hal24,24,128gb,8,anomaly,1.135784387588501,False,4
64MB,temporal,2.05 GB,hal24,24,128gb,8,global_mean,0.20783162117004395,False,4
64MB,temporal,2.05 GB,hal24,24,128gb,8,temporal_mean,0.15756607055664062,False,4
64MB,temporal,2.05 GB,hal24,24,128gb,8,climatology,0.4755122661590576,False,4
64MB,temporal,2.05 GB,hal24,24,128gb,8,anomaly,0.5837655067443848,False,4
64MB,auto,2.05 GB,hal24,24,128gb,8,global_mean,0.15883159637451172,False,4
64MB,auto,2.05 GB,hal24,24,128gb,8,temporal_mean,0.13909149169921875,False,4
64MB,auto,2.05 GB,hal24,24,128gb,8,climatology,0.371898889541626,False,4
