chunk_size,chunking_scheme,dataset_size,machine,maxcore_per_node,maxmemory_per_node,num_nodes,operation,runtime,spil,worker_per_node
64MB,spatial,2.05 GB,hal24,24,128gb,4,global_mean,0.18593454360961914,False,8
64MB,spatial,2.05 GB,hal24,24,128gb,4,temporal_mean,0.19858837127685547,False,8
64MB,spatial,2.05 GB,hal24,24,128gb,4,climatology,0.43886542320251465,False,8
64MB,spatial,2.05 GB,hal24,24,128gb,4,anomaly,1.1237711906433105,False,8
64MB,temporal,2.05 GB,hal24,24,128gb,4,global_mean,0.27057433128356934,False,8
64MB,temporal,2.05 GB,hal24,24,128gb,4,temporal_mean,0.18107175827026367,False,8
64MB,temporal,2.05 GB,hal24,24,128gb,4,climatology,0.33665990829467773,False,8
64MB,temporal,2.05 GB,hal24,24,128gb,4,anomaly,0.793764591217041,False,8
64MB,auto,2.05 GB,hal24,24,128gb,4,global_mean,0.18073344230651855,False,8
64MB,auto,2.05 GB,hal24,24,128gb,4,temporal_mean,0.29793357849121094,False,8
64MB,auto,2.05 GB,hal24,24,128gb,4,climatology,0.4038424491882324,False,8
64MB,auto,2.05 GB,hal24,24,128gb,4,anomaly,0.7524235248565674,False,8
64MB,spatial,2.05 GB,hal24,24,128gb,4,global_mean,0.18593454360961914,False,8
64MB,spatial,2.05 GB,hal24,24,128gb,4,temporal_mean,0.19858837127685547,False,8
64MB,spatial,2.05 GB,hal24,24,128gb,4,climatology,0.43886542320251465,False,8
64MB,spatial,2.05 GB,hal24,24,128gb,4,anomaly,1.1237711906433105,False,8
64MB,temporal,2.05 GB,hal24,24,128gb,4,global_mean,0.27057433128356934,False,8
64MB,temporal,2.05 GB,hal24,24,128gb,4,temporal_mean,0.18107175827026367,False,8
64MB,temporal,2.05 GB,hal24,24,128gb,4,climatology,0.33665990829467773,False,8
64MB,temporal,2.05 GB,hal24,24,128gb,4,anomaly,0.793764591217041,False,8
64MB,auto,2.05 GB,hal24,24,128gb,4,global_mean,0.18073344230651855,False,8
64MB,auto,2.05 GB,hal24,24,128gb,4,temporal_mean,0.29793357849121094,False,8
64MB,auto,2.05 GB,hal24,24,128gb,4,climatology,0.4038424491882324,False,8
64MB,auto,2.05 GB,hal24,24,128gb,4,anomaly,0.7524235248565674,False,8
128MB,spatial,4.10 GB,hal24,24,128gb,4,global_mean,0.2827644348144531,False,8
