chunk_size,chunking_scheme,dataset_size,machine,maxcore_per_node,maxmemory_per_node,num_nodes,operation,runtime,spil,worker_per_node
64MB,spatial,2.05 GB,hal24,24,128gb,2,global_mean,0.5443367958068848,False,16
64MB,spatial,2.05 GB,hal24,24,128gb,2,temporal_mean,0.22537541389465332,False,16
64MB,spatial,2.05 GB,hal24,24,128gb,2,climatology,0.5225257873535156,False,16
64MB,spatial,2.05 GB,hal24,24,128gb,2,anomaly,1.1153626441955566,False,16
64MB,temporal,2.05 GB,hal24,24,128gb,2,global_mean,0.2284231185913086,False,16
64MB,temporal,2.05 GB,hal24,24,128gb,2,temporal_mean,0.17844653129577637,False,16
64MB,temporal,2.05 GB,hal24,24,128gb,2,climatology,0.34337687492370605,False,16
64MB,temporal,2.05 GB,hal24,24,128gb,2,anomaly,0.5873491764068604,False,16
64MB,auto,2.05 GB,hal24,24,128gb,2,global_mean,0.2536187171936035,False,16
64MB,auto,2.05 GB,hal24,24,128gb,2,temporal_mean,0.2180335521697998,False,16
64MB,auto,2.05 GB,hal24,24,128gb,2,climatology,0.4319643974304199,False,16
64MB,auto,2.05 GB,hal24,24,128gb,2,anomaly,0.8023526668548584,False,16
64MB,spatial,2.05 GB,hal24,24,128gb,2,global_mean,0.5443367958068848,False,16
64MB,spatial,2.05 GB,hal24,24,128gb,2,temporal_mean,0.22537541389465332,False,16
64MB,spatial,2.05 GB,hal24,24,128gb,2,climatology,0.5225257873535156,False,16
64MB,spatial,2.05 GB,hal24,24,128gb,2,anomaly,1.1153626441955566,False,16
64MB,temporal,2.05 GB,hal24,24,128gb,2,global_mean,0.2284231185913086,False,16
64MB,temporal,2.05 GB,hal24,24,128gb,2,temporal_mean,0.17844653129577637,False,16
64MB,temporal,2.05 GB,hal24,24,128gb,2,climatology,0.34337687492370605,False,16
64MB,temporal,2.05 GB,hal24,24,128gb,2,anomaly,0.5873491764068604,False,16
64MB,auto,2.05 GB,hal24,24,128gb,2,global_mean,0.2536187171936035,False,16
64MB,auto,2.05 GB,hal24,24,128gb,2,temporal_mean,0.2180335521697998,False,16
64MB,auto,2.05 GB,hal24,24,128gb,2,climatology,0.4319643974304199,False,16
64MB,auto,2.05 GB,hal24,24,128gb,2,anomaly,0.8023526668548584,False,16
128MB,spatial,4.10 GB,hal24,24,128gb,2,global_mean,0.3183262348175049,False,16
128MB,spatial,4.10 GB,hal24,24,128gb,2,temporal_mean,0.32242512702941895,False,16
128MB,spatial,4.10 GB,hal24,24,128gb,2,climatology,0.9658701419830322,False,16
128MB,spatial,4.10 GB,hal24,24,128gb,2,anomaly,2.031907081604004,False,16
128MB,temporal,4.10 GB,hal24,24,128gb,2,global_mean,0.3438997268676758,False,16
128MB,temporal,4.10 GB,hal24,24,128gb,2,temporal_mean,0.2719857692718506,False,16
128MB,temporal,4.10 GB,hal24,24,128gb,2,climatology,0.5039279460906982,False,16
128MB,temporal,4.10 GB,hal24,24,128gb,2,anomaly,1.0734143257141113,False,16
128MB,auto,4.10 GB,hal24,24,128gb,2,global_mean,0.32057762145996094,False,16
128MB,auto,4.10 GB,hal24,24,128gb,2,temporal_mean,0.2862508296966553,False,16
128MB,auto,4.10 GB,hal24,24,128gb,2,climatology,0.6308896541595459,False,16
128MB,auto,4.10 GB,hal24,24,128gb,2,anomaly,1.4864623546600342,False,16
64MB,spatial,2.05 GB,hal24,24,128gb,2,global_mean,0.5443367958068848,False,16
64MB,spatial,2.05 GB,hal24,24,128gb,2,temporal_mean,0.22537541389465332,False,16
64MB,spatial,2.05 GB,hal24,24,128gb,2,climatology,0.5225257873535156,False,16
64MB,spatial,2.05 GB,hal24,24,128gb,2,anomaly,1.1153626441955566,False,16
64MB,temporal,2.05 GB,hal24,24,128gb,2,global_mean,0.2284231185913086,False,16
64MB,temporal,2.05 GB,hal24,24,128gb,2,temporal_mean,0.17844653129577637,False,16
64MB,temporal,2.05 GB,hal24,24,128gb,2,climatology,0.34337687492370605,False,16
64MB,temporal,2.05 GB,hal24,24,128gb,2,anomaly,0.5873491764068604,False,16
64MB,auto,2.05 GB,hal24,24,128gb,2,global_mean,0.2536187171936035,False,16
64MB,auto,2.05 GB,hal24,24,128gb,2,temporal_mean,0.2180335521697998,False,16
64MB,auto,2.05 GB,hal24,24,128gb,2,climatology,0.4319643974304199,False,16
64MB,auto,2.05 GB,hal24,24,128gb,2,anomaly,0.8023526668548584,False,16
128MB,spatial,4.10 GB,hal24,24,128gb,2,global_mean,0.3183262348175049,False,16
128MB,spatial,4.10 GB,hal24,24,128gb,2,temporal_mean,0.32242512702941895,False,16
128MB,spatial,4.10 GB,hal24,24,128gb,2,climatology,0.9658701419830322,False,16
