chunk_size,chunking_scheme,dataset_size,machine,maxcore_per_node,maxmemory_per_node,num_nodes,operation,runtime,spil,worker_per_node
64MB,spatial,1.54 GB,hal24,24,128gb,2,global_mean,0.18349671363830566,False,12
64MB,spatial,1.54 GB,hal24,24,128gb,2,temporal_mean,0.1824202537536621,False,12
64MB,spatial,1.54 GB,hal24,24,128gb,2,climatology,0.36908578872680664,False,12
64MB,spatial,1.54 GB,hal24,24,128gb,2,anomaly,1.0026051998138428,False,12
64MB,temporal,1.54 GB,hal24,24,128gb,2,global_mean,0.24314546585083008,False,12
64MB,temporal,1.54 GB,hal24,24,128gb,2,temporal_mean,0.17826032638549805,False,12
64MB,temporal,1.54 GB,hal24,24,128gb,2,climatology,0.3172476291656494,False,12
64MB,temporal,1.54 GB,hal24,24,128gb,2,anomaly,0.5364620685577393,False,12
64MB,auto,1.54 GB,hal24,24,128gb,2,global_mean,0.16013503074645996,False,12
64MB,auto,1.54 GB,hal24,24,128gb,2,temporal_mean,0.14716005325317383,False,12
64MB,auto,1.54 GB,hal24,24,128gb,2,climatology,0.35851430892944336,False,12
64MB,auto,1.54 GB,hal24,24,128gb,2,anomaly,0.6162378787994385,False,12
64MB,spatial,1.54 GB,hal24,24,128gb,2,global_mean,0.18349671363830566,False,12
64MB,spatial,1.54 GB,hal24,24,128gb,2,temporal_mean,0.1824202537536621,False,12
64MB,spatial,1.54 GB,hal24,24,128gb,2,climatology,0.36908578872680664,False,12
64MB,spatial,1.54 GB,hal24,24,128gb,2,anomaly,1.0026051998138428,False,12
64MB,temporal,1.54 GB,hal24,24,128gb,2,global_mean,0.24314546585083008,False,12
64MB,temporal,1.54 GB,hal24,24,128gb,2,temporal_mean,0.17826032638549805,False,12
64MB,temporal,1.54 GB,hal24,24,128gb,2,climatology,0.3172476291656494,False,12
64MB,temporal,1.54 GB,hal24,24,128gb,2,anomaly,0.5364620685577393,False,12
64MB,auto,1.54 GB,hal24,24,128gb,2,global_mean,0.16013503074645996,False,12
