chunk_size,chunking_scheme,dataset_size,machine,maxcore_per_node,maxmemory_per_node,num_nodes,operation,runtime,spil,worker_per_node
64MB,spatial,3.07 GB,hal24,24,128gb,6,global_mean,0.21461772918701172,False,8
64MB,spatial,3.07 GB,hal24,24,128gb,6,temporal_mean,0.22106194496154785,False,8
64MB,spatial,3.07 GB,hal24,24,128gb,6,climatology,0.7546110153198242,False,8
64MB,spatial,3.07 GB,hal24,24,128gb,6,anomaly,1.8574738502502441,False,8
64MB,temporal,3.07 GB,hal24,24,128gb,6,global_mean,0.255385160446167,False,8
64MB,temporal,3.07 GB,hal24,24,128gb,6,temporal_mean,0.20691657066345215,False,8
64MB,temporal,3.07 GB,hal24,24,128gb,6,climatology,0.40088748931884766,False,8
64MB,temporal,3.07 GB,hal24,24,128gb,6,anomaly,0.842479944229126,False,8
64MB,auto,3.07 GB,hal24,24,128gb,6,global_mean,0.24116110801696777,False,8
64MB,auto,3.07 GB,hal24,24,128gb,6,temporal_mean,0.1940476894378662,False,8
64MB,auto,3.07 GB,hal24,24,128gb,6,climatology,0.7644433975219727,False,8
64MB,auto,3.07 GB,hal24,24,128gb,6,anomaly,1.1589877605438232,False,8
64MB,spatial,3.07 GB,hal24,24,128gb,6,global_mean,0.21461772918701172,False,8
64MB,spatial,3.07 GB,hal24,24,128gb,6,temporal_mean,0.22106194496154785,False,8
64MB,spatial,3.07 GB,hal24,24,128gb,6,climatology,0.7546110153198242,False,8
64MB,spatial,3.07 GB,hal24,24,128gb,6,anomaly,1.8574738502502441,False,8
64MB,temporal,3.07 GB,hal24,24,128gb,6,global_mean,0.255385160446167,False,8
64MB,temporal,3.07 GB,hal24,24,128gb,6,temporal_mean,0.20691657066345215,False,8
64MB,temporal,3.07 GB,hal24,24,128gb,6,climatology,0.40088748931884766,False,8
64MB,temporal,3.07 GB,hal24,24,128gb,6,anomaly,0.842479944229126,False,8
64MB,auto,3.07 GB,hal24,24,128gb,6,global_mean,0.24116110801696777,False,8
64MB,auto,3.07 GB,hal24,24,128gb,6,temporal_mean,0.1940476894378662,False,8
64MB,auto,3.07 GB,hal24,24,128gb,6,climatology,0.7644433975219727,False,8
64MB,auto,3.07 GB,hal24,24,128gb,6,anomaly,1.1589877605438232,False,8
128MB,spatial,6.14 GB,hal24,24,128gb,6,global_mean,0.6217243671417236,False,8
