chunk_per_worker,chunk_size,chunking_scheme,dataset_size,machine,maxcore_per_node,maxmemory_per_node,num_nodes,operation,runtime,spil,threads_per_worker,worker_per_node
10,64MB,spatial,2.56 GB,hal24,24,128gb,4,temporal_mean,0.6575820446014404,False,1,1
10,64MB,spatial,2.56 GB,hal24,24,128gb,4,spatial_mean,0.6260194778442383,False,1,1
10,64MB,spatial,2.56 GB,hal24,24,128gb,4,climatology,1.0089480876922607,False,1,1
10,64MB,spatial,2.56 GB,hal24,24,128gb,4,anomaly,2.263854503631592,False,1,1
10,64MB,temporal,2.56 GB,hal24,24,128gb,4,temporal_mean,0.6453735828399658,False,1,1
10,64MB,temporal,2.56 GB,hal24,24,128gb,4,spatial_mean,0.5469760894775391,False,1,1
10,64MB,temporal,2.56 GB,hal24,24,128gb,4,climatology,0.8838639259338379,False,1,1
10,64MB,temporal,2.56 GB,hal24,24,128gb,4,anomaly,1.5166800022125244,False,1,1
10,64MB,auto,2.56 GB,hal24,24,128gb,4,temporal_mean,0.7474617958068848,False,1,1
10,64MB,auto,2.56 GB,hal24,24,128gb,4,spatial_mean,0.684584379196167,False,1,1
10,64MB,auto,2.56 GB,hal24,24,128gb,4,climatology,1.283480167388916,False,1,1
10,64MB,auto,2.56 GB,hal24,24,128gb,4,anomaly,1.6173608303070068,False,1,1
10,64MB,spatial,2.56 GB,hal24,24,128gb,4,temporal_mean,0.6575820446014404,False,1,1
10,64MB,spatial,2.56 GB,hal24,24,128gb,4,spatial_mean,0.6260194778442383,False,1,1
10,64MB,spatial,2.56 GB,hal24,24,128gb,4,climatology,1.0089480876922607,False,1,1
10,64MB,spatial,2.56 GB,hal24,24,128gb,4,anomaly,2.263854503631592,False,1,1
10,64MB,temporal,2.56 GB,hal24,24,128gb,4,temporal_mean,0.6453735828399658,False,1,1
10,64MB,temporal,2.56 GB,hal24,24,128gb,4,spatial_mean,0.5469760894775391,False,1,1
10,64MB,temporal,2.56 GB,hal24,24,128gb,4,climatology,0.8838639259338379,False,1,1
10,64MB,temporal,2.56 GB,hal24,24,128gb,4,anomaly,1.5166800022125244,False,1,1
10,64MB,auto,2.56 GB,hal24,24,128gb,4,temporal_mean,0.7474617958068848,False,1,1
10,64MB,auto,2.56 GB,hal24,24,128gb,4,spatial_mean,0.684584379196167,False,1,1
10,64MB,auto,2.56 GB,hal24,24,128gb,4,climatology,1.283480167388916,False,1,1
10,64MB,auto,2.56 GB,hal24,24,128gb,4,anomaly,1.6173608303070068,False,1,1
10,128MB,spatial,5.12 GB,hal24,24,128gb,4,temporal_mean,1.2270665168762207,False,1,1
10,128MB,spatial,5.12 GB,hal24,24,128gb,4,spatial_mean,1.179062843322754,False,1,1
10,128MB,spatial,5.12 GB,hal24,24,128gb,4,climatology,1.6340155601501465,False,1,1
10,128MB,spatial,5.12 GB,hal24,24,128gb,4,anomaly,4.166958332061768,False,1,1
10,128MB,temporal,5.12 GB,hal24,24,128gb,4,temporal_mean,1.286285638809204,False,1,1
10,128MB,temporal,5.12 GB,hal24,24,128gb,4,spatial_mean,1.1499130725860596,False,1,1
10,128MB,temporal,5.12 GB,hal24,24,128gb,4,climatology,1.785656213760376,False,1,1
10,128MB,temporal,5.12 GB,hal24,24,128gb,4,anomaly,4.122150182723999,False,1,1
10,128MB,auto,5.12 GB,hal24,24,128gb,4,temporal_mean,1.2965888977050781,False,1,1
10,128MB,auto,5.12 GB,hal24,24,128gb,4,spatial_mean,1.1796181201934814,False,1,1
10,128MB,auto,5.12 GB,hal24,24,128gb,4,climatology,1.7709190845489502,False,1,1
10,128MB,auto,5.12 GB,hal24,24,128gb,4,anomaly,3.3469245433807373,False,1,1
10,64MB,spatial,2.56 GB,hal24,24,128gb,4,temporal_mean,0.6575820446014404,False,1,1
10,64MB,spatial,2.56 GB,hal24,24,128gb,4,spatial_mean,0.6260194778442383,False,1,1
10,64MB,spatial,2.56 GB,hal24,24,128gb,4,climatology,1.0089480876922607,False,1,1
10,64MB,spatial,2.56 GB,hal24,24,128gb,4,anomaly,2.263854503631592,False,1,1
10,64MB,temporal,2.56 GB,hal24,24,128gb,4,temporal_mean,0.6453735828399658,False,1,1
10,64MB,temporal,2.56 GB,hal24,24,128gb,4,spatial_mean,0.5469760894775391,False,1,1
10,64MB,temporal,2.56 GB,hal24,24,128gb,4,climatology,0.8838639259338379,False,1,1
10,64MB,temporal,2.56 GB,hal24,24,128gb,4,anomaly,1.5166800022125244,False,1,1
10,64MB,auto,2.56 GB,hal24,24,128gb,4,temporal_mean,0.7474617958068848,False,1,1
10,64MB,auto,2.56 GB,hal24,24,128gb,4,spatial_mean,0.684584379196167,False,1,1
10,64MB,auto,2.56 GB,hal24,24,128gb,4,climatology,1.283480167388916,False,1,1
10,64MB,auto,2.56 GB,hal24,24,128gb,4,anomaly,1.6173608303070068,False,1,1
10,128MB,spatial,5.12 GB,hal24,24,128gb,4,temporal_mean,1.2270665168762207,False,1,1
10,128MB,spatial,5.12 GB,hal24,24,128gb,4,spatial_mean,1.179062843322754,False,1,1
10,128MB,spatial,5.12 GB,hal24,24,128gb,4,climatology,1.6340155601501465,False,1,1
10,128MB,spatial,5.12 GB,hal24,24,128gb,4,anomaly,4.166958332061768,False,1,1
10,128MB,temporal,5.12 GB,hal24,24,128gb,4,temporal_mean,1.286285638809204,False,1,1
10,128MB,temporal,5.12 GB,hal24,24,128gb,4,spatial_mean,1.1499130725860596,False,1,1
10,128MB,temporal,5.12 GB,hal24,24,128gb,4,climatology,1.785656213760376,False,1,1
10,128MB,temporal,5.12 GB,hal24,24,128gb,4,anomaly,4.122150182723999,False,1,1
10,128MB,auto,5.12 GB,hal24,24,128gb,4,temporal_mean,1.2965888977050781,False,1,1
10,128MB,auto,5.12 GB,hal24,24,128gb,4,spatial_mean,1.1796181201934814,False,1,1
10,128MB,auto,5.12 GB,hal24,24,128gb,4,climatology,1.7709190845489502,False,1,1
10,128MB,auto,5.12 GB,hal24,24,128gb,4,anomaly,3.3469245433807373,False,1,1
10,256MB,spatial,10.24 GB,hal24,24,128gb,4,temporal_mean,2.380507469177246,False,1,1
10,256MB,spatial,10.24 GB,hal24,24,128gb,4,spatial_mean,2.2400567531585693,False,1,1
10,256MB,spatial,10.24 GB,hal24,24,128gb,4,climatology,3.7414865493774414,False,1,1
10,256MB,spatial,10.24 GB,hal24,24,128gb,4,anomaly,9.278958559036255,False,1,1
10,256MB,temporal,10.24 GB,hal24,24,128gb,4,temporal_mean,2.7206082344055176,False,1,1
10,256MB,temporal,10.24 GB,hal24,24,128gb,4,spatial_mean,2.445701837539673,False,1,1
10,256MB,temporal,10.24 GB,hal24,24,128gb,4,climatology,3.616091728210449,False,1,1
10,256MB,temporal,10.24 GB,hal24,24,128gb,4,anomaly,9.423660039901733,False,1,1
10,256MB,auto,10.24 GB,hal24,24,128gb,4,temporal_mean,2.5576136112213135,False,1,1
10,256MB,auto,10.24 GB,hal24,24,128gb,4,spatial_mean,2.339106321334839,False,1,1
10,256MB,auto,10.24 GB,hal24,24,128gb,4,climatology,3.2653565406799316,False,1,1
10,256MB,auto,10.24 GB,hal24,24,128gb,4,anomaly,6.787075042724609,False,1,1
10,64MB,spatial,2.56 GB,hal24,24,128gb,4,temporal_mean,0.6575820446014404,False,1,1
10,64MB,spatial,2.56 GB,hal24,24,128gb,4,spatial_mean,0.6260194778442383,False,1,1
10,64MB,spatial,2.56 GB,hal24,24,128gb,4,climatology,1.0089480876922607,False,1,1
10,64MB,spatial,2.56 GB,hal24,24,128gb,4,anomaly,2.263854503631592,False,1,1
10,64MB,temporal,2.56 GB,hal24,24,128gb,4,temporal_mean,0.6453735828399658,False,1,1
10,64MB,temporal,2.56 GB,hal24,24,128gb,4,spatial_mean,0.5469760894775391,False,1,1
10,64MB,temporal,2.56 GB,hal24,24,128gb,4,climatology,0.8838639259338379,False,1,1
10,64MB,temporal,2.56 GB,hal24,24,128gb,4,anomaly,1.5166800022125244,False,1,1
10,64MB,auto,2.56 GB,hal24,24,128gb,4,temporal_mean,0.7474617958068848,False,1,1
10,64MB,auto,2.56 GB,hal24,24,128gb,4,spatial_mean,0.684584379196167,False,1,1
10,64MB,auto,2.56 GB,hal24,24,128gb,4,climatology,1.283480167388916,False,1,1
10,64MB,auto,2.56 GB,hal24,24,128gb,4,anomaly,1.6173608303070068,False,1,1
10,128MB,spatial,5.12 GB,hal24,24,128gb,4,temporal_mean,1.2270665168762207,False,1,1
10,128MB,spatial,5.12 GB,hal24,24,128gb,4,spatial_mean,1.179062843322754,False,1,1
10,128MB,spatial,5.12 GB,hal24,24,128gb,4,climatology,1.6340155601501465,False,1,1
10,128MB,spatial,5.12 GB,hal24,24,128gb,4,anomaly,4.166958332061768,False,1,1
10,128MB,temporal,5.12 GB,hal24,24,128gb,4,temporal_mean,1.286285638809204,False,1,1
10,128MB,temporal,5.12 GB,hal24,24,128gb,4,spatial_mean,1.1499130725860596,False,1,1
10,128MB,temporal,5.12 GB,hal24,24,128gb,4,climatology,1.785656213760376,False,1,1
10,128MB,temporal,5.12 GB,hal24,24,128gb,4,anomaly,4.122150182723999,False,1,1
10,128MB,auto,5.12 GB,hal24,24,128gb,4,temporal_mean,1.2965888977050781,False,1,1
10,128MB,auto,5.12 GB,hal24,24,128gb,4,spatial_mean,1.1796181201934814,False,1,1
10,128MB,auto,5.12 GB,hal24,24,128gb,4,climatology,1.7709190845489502,False,1,1
10,128MB,auto,5.12 GB,hal24,24,128gb,4,anomaly,3.3469245433807373,False,1,1
10,256MB,spatial,10.24 GB,hal24,24,128gb,4,temporal_mean,2.380507469177246,False,1,1
10,256MB,spatial,10.24 GB,hal24,24,128gb,4,spatial_mean,2.2400567531585693,False,1,1
10,256MB,spatial,10.24 GB,hal24,24,128gb,4,climatology,3.7414865493774414,False,1,1
10,256MB,spatial,10.24 GB,hal24,24,128gb,4,anomaly,9.278958559036255,False,1,1
10,256MB,temporal,10.24 GB,hal24,24,128gb,4,temporal_mean,2.7206082344055176,False,1,1
10,256MB,temporal,10.24 GB,hal24,24,128gb,4,spatial_mean,2.445701837539673,False,1,1
10,256MB,temporal,10.24 GB,hal24,24,128gb,4,climatology,3.616091728210449,False,1,1
10,256MB,temporal,10.24 GB,hal24,24,128gb,4,anomaly,9.423660039901733,False,1,1
10,256MB,auto,10.24 GB,hal24,24,128gb,4,temporal_mean,2.5576136112213135,False,1,1
10,256MB,auto,10.24 GB,hal24,24,128gb,4,spatial_mean,2.339106321334839,False,1,1
10,256MB,auto,10.24 GB,hal24,24,128gb,4,climatology,3.2653565406799316,False,1,1
10,256MB,auto,10.24 GB,hal24,24,128gb,4,anomaly,6.787075042724609,False,1,1
10,512MB,spatial,20.48 GB,hal24,24,128gb,4,temporal_mean,5.5060875415802,False,1,1
