chunk_size,chunking_scheme,dataset_size,machine,num_nodes,operation,runtime,worker_per_node
8MB,spatial,128.78 MB,hal,4,global_mean,0.0838010311126709,4
8MB,spatial,128.78 MB,hal,4,temporal_mean,0.08427095413208008,4
8MB,spatial,128.78 MB,hal,4,climatology,0.14946937561035156,4
8MB,spatial,128.78 MB,hal,4,anomaly,0.19951963424682617,4
8MB,temporal,128.78 MB,hal,4,global_mean,0.1306314468383789,4
8MB,temporal,128.78 MB,hal,4,temporal_mean,0.06498003005981445,4
8MB,temporal,128.78 MB,hal,4,climatology,0.1582024097442627,4
8MB,temporal,128.78 MB,hal,4,anomaly,0.26720762252807617,4
8MB,auto,128.78 MB,hal,4,global_mean,0.07323932647705078,4
8MB,auto,128.78 MB,hal,4,temporal_mean,0.08545732498168945,4
8MB,auto,128.78 MB,hal,4,climatology,0.15870976448059082,4
8MB,auto,128.78 MB,hal,4,anomaly,0.2295684814453125,4
8MB,spatial,128.78 MB,hal,4,global_mean,0.0838010311126709,4
8MB,spatial,128.78 MB,hal,4,temporal_mean,0.08427095413208008,4
8MB,spatial,128.78 MB,hal,4,climatology,0.14946937561035156,4
8MB,spatial,128.78 MB,hal,4,anomaly,0.19951963424682617,4
8MB,temporal,128.78 MB,hal,4,global_mean,0.1306314468383789,4
8MB,temporal,128.78 MB,hal,4,temporal_mean,0.06498003005981445,4
8MB,temporal,128.78 MB,hal,4,climatology,0.1582024097442627,4
8MB,temporal,128.78 MB,hal,4,anomaly,0.26720762252807617,4
8MB,auto,128.78 MB,hal,4,global_mean,0.07323932647705078,4
8MB,auto,128.78 MB,hal,4,temporal_mean,0.08545732498168945,4
8MB,auto,128.78 MB,hal,4,climatology,0.15870976448059082,4
8MB,auto,128.78 MB,hal,4,anomaly,0.2295684814453125,4
16MB,spatial,256.58 MB,hal,4,global_mean,0.0820307731628418,4
16MB,spatial,256.58 MB,hal,4,temporal_mean,0.08569931983947754,4
16MB,spatial,256.58 MB,hal,4,climatology,0.23798608779907227,4
16MB,spatial,256.58 MB,hal,4,anomaly,0.3239328861236572,4
16MB,temporal,256.58 MB,hal,4,global_mean,0.13491082191467285,4
16MB,temporal,256.58 MB,hal,4,temporal_mean,0.2868645191192627,4
16MB,temporal,256.58 MB,hal,4,climatology,0.1660165786743164,4
16MB,temporal,256.58 MB,hal,4,anomaly,0.262115478515625,4
16MB,auto,256.58 MB,hal,4,global_mean,0.08344721794128418,4
16MB,auto,256.58 MB,hal,4,temporal_mean,0.10701203346252441,4
16MB,auto,256.58 MB,hal,4,climatology,0.2532634735107422,4
16MB,auto,256.58 MB,hal,4,anomaly,0.4207041263580322,4
8MB,spatial,128.78 MB,hal,4,global_mean,0.0838010311126709,4
8MB,spatial,128.78 MB,hal,4,temporal_mean,0.08427095413208008,4
8MB,spatial,128.78 MB,hal,4,climatology,0.14946937561035156,4
8MB,spatial,128.78 MB,hal,4,anomaly,0.19951963424682617,4
8MB,temporal,128.78 MB,hal,4,global_mean,0.1306314468383789,4
8MB,temporal,128.78 MB,hal,4,temporal_mean,0.06498003005981445,4
8MB,temporal,128.78 MB,hal,4,climatology,0.1582024097442627,4
8MB,temporal,128.78 MB,hal,4,anomaly,0.26720762252807617,4
8MB,auto,128.78 MB,hal,4,global_mean,0.07323932647705078,4
8MB,auto,128.78 MB,hal,4,temporal_mean,0.08545732498168945,4
8MB,auto,128.78 MB,hal,4,climatology,0.15870976448059082,4
8MB,auto,128.78 MB,hal,4,anomaly,0.2295684814453125,4
16MB,spatial,256.58 MB,hal,4,global_mean,0.0820307731628418,4
16MB,spatial,256.58 MB,hal,4,temporal_mean,0.08569931983947754,4
16MB,spatial,256.58 MB,hal,4,climatology,0.23798608779907227,4
16MB,spatial,256.58 MB,hal,4,anomaly,0.3239328861236572,4
16MB,temporal,256.58 MB,hal,4,global_mean,0.13491082191467285,4
16MB,temporal,256.58 MB,hal,4,temporal_mean,0.2868645191192627,4
