chunk_per_worker,chunk_size,chunking_scheme,dataset_size,machine,maxcore_per_node,maxmemory_per_node,num_nodes,operation,runtime,spil,threads_per_worker,worker_per_node
10,128MB,auto,20.48 GB,hal24,24,128gb,16,anomaly,5.3759541511535645,False,1,1
10,128MB,auto,20.48 GB,hal24,24,128gb,16,climatology,3.040745735168457,False,1,1
10,128MB,auto,20.48 GB,hal24,24,128gb,16,spatial_mean,1.4127883911132812,False,1,1
10,128MB,auto,20.48 GB,hal24,24,128gb,16,temporal_mean,1.5236823558807373,False,1,1
10,128MB,spatial,20.48 GB,hal24,24,128gb,16,anomaly,25.260770320892334,False,1,1
10,128MB,spatial,20.48 GB,hal24,24,128gb,16,climatology,2.790813684463501,False,1,1
10,128MB,spatial,20.48 GB,hal24,24,128gb,16,spatial_mean,1.7967140674591064,False,1,1
10,128MB,spatial,20.48 GB,hal24,24,128gb,16,temporal_mean,1.9499328136444092,False,1,1
10,128MB,temporal,20.48 GB,hal24,24,128gb,16,anomaly,4.668812036514282,False,1,1
10,128MB,temporal,20.48 GB,hal24,24,128gb,16,climatology,2.4336957931518555,False,1,1
10,128MB,temporal,20.48 GB,hal24,24,128gb,16,spatial_mean,1.643589735031128,False,1,1
10,128MB,temporal,20.48 GB,hal24,24,128gb,16,temporal_mean,1.7213573455810547,False,1,1
10,256MB,auto,40.96 GB,hal24,24,128gb,16,anomaly,9.872445106506348,False,1,1
10,256MB,auto,40.96 GB,hal24,24,128gb,16,climatology,5.464607000350952,False,1,1
10,256MB,auto,40.96 GB,hal24,24,128gb,16,spatial_mean,2.9320783615112305,False,1,1
10,256MB,auto,40.96 GB,hal24,24,128gb,16,temporal_mean,3.282280206680298,False,1,1
10,256MB,spatial,40.96 GB,hal24,24,128gb,16,anomaly,49.98933720588684,False,1,1
10,256MB,spatial,40.96 GB,hal24,24,128gb,16,climatology,4.89957332611084,False,1,1
10,256MB,spatial,40.96 GB,hal24,24,128gb,16,spatial_mean,3.0313878059387207,False,1,1
10,256MB,spatial,40.96 GB,hal24,24,128gb,16,temporal_mean,3.1657042503356934,False,1,1
10,256MB,temporal,40.96 GB,hal24,24,128gb,16,anomaly,11.303488731384277,False,1,1
10,256MB,temporal,40.96 GB,hal24,24,128gb,16,climatology,5.539281368255615,False,1,1
10,256MB,temporal,40.96 GB,hal24,24,128gb,16,spatial_mean,3.2540721893310547,False,1,1
10,256MB,temporal,40.96 GB,hal24,24,128gb,16,temporal_mean,3.069993257522583,False,1,1
10,32MB,auto,5.12 GB,hal24,24,128gb,16,anomaly,3.5595107078552246,False,1,1
10,32MB,auto,5.12 GB,hal24,24,128gb,16,climatology,1.897174596786499,False,1,1
10,32MB,auto,5.12 GB,hal24,24,128gb,16,spatial_mean,0.5512418746948242,False,1,1
10,32MB,auto,5.12 GB,hal24,24,128gb,16,temporal_mean,0.5759623050689697,False,1,1
10,32MB,spatial,5.12 GB,hal24,24,128gb,16,anomaly,7.786427974700928,False,1,1
10,32MB,spatial,5.12 GB,hal24,24,128gb,16,climatology,1.6816596984863281,False,1,1
10,32MB,spatial,5.12 GB,hal24,24,128gb,16,spatial_mean,0.4682953357696533,False,1,1
10,32MB,spatial,5.12 GB,hal24,24,128gb,16,temporal_mean,0.5437073707580566,False,1,1
10,32MB,temporal,5.12 GB,hal24,24,128gb,16,anomaly,1.5603609085083008,False,1,1
10,32MB,temporal,5.12 GB,hal24,24,128gb,16,climatology,0.7970590591430664,False,1,1
10,32MB,temporal,5.12 GB,hal24,24,128gb,16,spatial_mean,0.5524835586547852,False,1,1
10,32MB,temporal,5.12 GB,hal24,24,128gb,16,temporal_mean,0.5457198619842529,False,1,1
10,512MB,auto,81.92 GB,hal24,24,128gb,16,anomaly,22.71670126914978,False,1,1
10,512MB,auto,81.92 GB,hal24,24,128gb,16,climatology,10.148431777954102,False,1,1
10,512MB,auto,81.92 GB,hal24,24,128gb,16,spatial_mean,6.525973796844482,False,1,1
10,512MB,auto,81.92 GB,hal24,24,128gb,16,temporal_mean,6.881214141845703,False,1,1
10,512MB,spatial,81.92 GB,hal24,24,128gb,16,anomaly,104.2202935218811,False,1,1
10,512MB,spatial,81.92 GB,hal24,24,128gb,16,climatology,11.09537959098816,False,1,1
10,512MB,spatial,81.92 GB,hal24,24,128gb,16,spatial_mean,6.39202880859375,False,1,1
10,512MB,spatial,81.92 GB,hal24,24,128gb,16,temporal_mean,6.672622203826904,False,1,1
10,512MB,temporal,81.92 GB,hal24,24,128gb,16,anomaly,28.87501049041748,False,1,1
10,512MB,temporal,81.92 GB,hal24,24,128gb,16,climatology,10.441973686218262,False,1,1
10,512MB,temporal,81.92 GB,hal24,24,128gb,16,spatial_mean,6.105743885040283,False,1,1
10,512MB,temporal,81.92 GB,hal24,24,128gb,16,temporal_mean,6.468868970870972,False,1,1
10,64MB,auto,10.24 GB,hal24,24,128gb,16,anomaly,3.0033507347106934,False,1,1
10,64MB,auto,10.24 GB,hal24,24,128gb,16,climatology,1.4018573760986328,False,1,1
10,64MB,auto,10.24 GB,hal24,24,128gb,16,spatial_mean,0.7409772872924805,False,1,1
10,64MB,auto,10.24 GB,hal24,24,128gb,16,temporal_mean,0.8130311965942383,False,1,1
10,64MB,spatial,10.24 GB,hal24,24,128gb,16,anomaly,13.722675323486328,False,1,1
10,64MB,spatial,10.24 GB,hal24,24,128gb,16,climatology,1.984642744064331,False,1,1
10,64MB,spatial,10.24 GB,hal24,24,128gb,16,spatial_mean,0.8118734359741211,False,1,1
10,64MB,spatial,10.24 GB,hal24,24,128gb,16,temporal_mean,0.8557665348052979,False,1,1
10,64MB,temporal,10.24 GB,hal24,24,128gb,16,anomaly,3.0695669651031494,False,1,1
10,64MB,temporal,10.24 GB,hal24,24,128gb,16,climatology,1.1991171836853027,False,1,1
10,64MB,temporal,10.24 GB,hal24,24,128gb,16,spatial_mean,0.7331690788269043,False,1,1
10,64MB,temporal,10.24 GB,hal24,24,128gb,16,temporal_mean,0.8017370700836182,False,1,1
