operation,chunk_size,chunk_per_worker,dataset_size,worker_per_node,threads_per_worker,num_nodes,chunking_scheme,machine,maxmemory_per_node,maxcore_per_node,spil,runtime
spatial_mean,32MB,10,320.48 MB,1,1,1,spatial,wrangler,128gb,24,False,0.48537588119506836
temporal_mean,32MB,10,320.48 MB,1,1,1,spatial,wrangler,128gb,24,False,0.21262741088867188
climatology,32MB,10,320.48 MB,1,1,1,spatial,wrangler,128gb,24,False,0.4065077304840088
anomaly,32MB,10,320.48 MB,1,1,1,spatial,wrangler,128gb,24,False,0.5065524578094482
spatial_mean,32MB,10,320.48 MB,1,1,1,temporal,wrangler,128gb,24,False,0.4177095890045166
temporal_mean,32MB,10,320.48 MB,1,1,1,temporal,wrangler,128gb,24,False,0.23059630393981934
climatology,32MB,10,320.48 MB,1,1,1,temporal,wrangler,128gb,24,False,0.38637256622314453
anomaly,32MB,10,320.48 MB,1,1,1,temporal,wrangler,128gb,24,False,0.5256948471069336
spatial_mean,32MB,10,320.48 MB,1,1,1,auto,wrangler,128gb,24,False,0.3929331302642822
temporal_mean,32MB,10,320.48 MB,1,1,1,auto,wrangler,128gb,24,False,0.3269691467285156
climatology,32MB,10,320.48 MB,1,1,1,auto,wrangler,128gb,24,False,0.40810680389404297
anomaly,32MB,10,320.48 MB,1,1,1,auto,wrangler,128gb,24,False,0.6379494667053223
spatial_mean,32MB,10,320.48 MB,1,1,1,spatial,wrangler,128gb,24,False,0.48537588119506836
temporal_mean,32MB,10,320.48 MB,1,1,1,spatial,wrangler,128gb,24,False,0.21262741088867188
climatology,32MB,10,320.48 MB,1,1,1,spatial,wrangler,128gb,24,False,0.4065077304840088
anomaly,32MB,10,320.48 MB,1,1,1,spatial,wrangler,128gb,24,False,0.5065524578094482
spatial_mean,32MB,10,320.48 MB,1,1,1,temporal,wrangler,128gb,24,False,0.4177095890045166
temporal_mean,32MB,10,320.48 MB,1,1,1,temporal,wrangler,128gb,24,False,0.23059630393981934
climatology,32MB,10,320.48 MB,1,1,1,temporal,wrangler,128gb,24,False,0.38637256622314453
anomaly,32MB,10,320.48 MB,1,1,1,temporal,wrangler,128gb,24,False,0.5256948471069336
spatial_mean,32MB,10,320.48 MB,1,1,1,auto,wrangler,128gb,24,False,0.3929331302642822
temporal_mean,32MB,10,320.48 MB,1,1,1,auto,wrangler,128gb,24,False,0.3269691467285156
climatology,32MB,10,320.48 MB,1,1,1,auto,wrangler,128gb,24,False,0.40810680389404297
anomaly,32MB,10,320.48 MB,1,1,1,auto,wrangler,128gb,24,False,0.6379494667053223
spatial_mean,64MB,10,640.95 MB,1,1,1,spatial,wrangler,128gb,24,False,0.8290915489196777
temporal_mean,64MB,10,640.95 MB,1,1,1,spatial,wrangler,128gb,24,False,0.5292494297027588
climatology,64MB,10,640.95 MB,1,1,1,spatial,wrangler,128gb,24,False,0.7458090782165527
anomaly,64MB,10,640.95 MB,1,1,1,spatial,wrangler,128gb,24,False,1.185300588607788
spatial_mean,64MB,10,640.95 MB,1,1,1,temporal,wrangler,128gb,24,False,0.7662453651428223
temporal_mean,64MB,10,640.95 MB,1,1,1,temporal,wrangler,128gb,24,False,0.5535244941711426
climatology,64MB,10,640.95 MB,1,1,1,temporal,wrangler,128gb,24,False,0.7852017879486084
anomaly,64MB,10,640.95 MB,1,1,1,temporal,wrangler,128gb,24,False,1.2482171058654785
spatial_mean,64MB,10,640.95 MB,1,1,1,auto,wrangler,128gb,24,False,0.5597946643829346
temporal_mean,64MB,10,640.95 MB,1,1,1,auto,wrangler,128gb,24,False,0.4076387882232666
climatology,64MB,10,640.95 MB,1,1,1,auto,wrangler,128gb,24,False,0.6416845321655273
anomaly,64MB,10,640.95 MB,1,1,1,auto,wrangler,128gb,24,False,1.2873494625091553
spatial_mean,32MB,10,320.48 MB,1,1,1,spatial,wrangler,128gb,24,False,0.48537588119506836
temporal_mean,32MB,10,320.48 MB,1,1,1,spatial,wrangler,128gb,24,False,0.21262741088867188
climatology,32MB,10,320.48 MB,1,1,1,spatial,wrangler,128gb,24,False,0.4065077304840088
anomaly,32MB,10,320.48 MB,1,1,1,spatial,wrangler,128gb,24,False,0.5065524578094482
spatial_mean,32MB,10,320.48 MB,1,1,1,temporal,wrangler,128gb,24,False,0.4177095890045166
temporal_mean,32MB,10,320.48 MB,1,1,1,temporal,wrangler,128gb,24,False,0.23059630393981934
climatology,32MB,10,320.48 MB,1,1,1,temporal,wrangler,128gb,24,False,0.38637256622314453
anomaly,32MB,10,320.48 MB,1,1,1,temporal,wrangler,128gb,24,False,0.5256948471069336
