operation,chunk_size,chunk_per_worker,dataset_size,worker_per_node,threads_per_worker,num_nodes,chunking_scheme,machine,maxmemory_per_node,maxcore_per_node,spil,runtime
spatial_mean,32MB,10,5.12 GB,1,1,16,spatial,wrangler,128gb,24,False,1.2319490909576416
temporal_mean,32MB,10,5.12 GB,1,1,16,spatial,wrangler,128gb,24,False,0.43615078926086426
climatology,32MB,10,5.12 GB,1,1,16,spatial,wrangler,128gb,24,False,1.1450583934783936
anomaly,32MB,10,5.12 GB,1,1,16,spatial,wrangler,128gb,24,False,1.7602672576904297
spatial_mean,32MB,10,5.12 GB,1,1,16,temporal,wrangler,128gb,24,False,0.6834204196929932
temporal_mean,32MB,10,5.12 GB,1,1,16,temporal,wrangler,128gb,24,False,0.3749692440032959
climatology,32MB,10,5.12 GB,1,1,16,temporal,wrangler,128gb,24,False,0.5392677783966064
anomaly,32MB,10,5.12 GB,1,1,16,temporal,wrangler,128gb,24,False,1.112696886062622
spatial_mean,32MB,10,5.12 GB,1,1,16,auto,wrangler,128gb,24,False,0.6369826793670654
temporal_mean,32MB,10,5.12 GB,1,1,16,auto,wrangler,128gb,24,False,0.5551774501800537
climatology,32MB,10,5.12 GB,1,1,16,auto,wrangler,128gb,24,False,0.9367537498474121
anomaly,32MB,10,5.12 GB,1,1,16,auto,wrangler,128gb,24,False,1.4985160827636719
spatial_mean,32MB,10,5.12 GB,1,1,16,spatial,wrangler,128gb,24,False,1.2319490909576416
temporal_mean,32MB,10,5.12 GB,1,1,16,spatial,wrangler,128gb,24,False,0.43615078926086426
climatology,32MB,10,5.12 GB,1,1,16,spatial,wrangler,128gb,24,False,1.1450583934783936
anomaly,32MB,10,5.12 GB,1,1,16,spatial,wrangler,128gb,24,False,1.7602672576904297
spatial_mean,32MB,10,5.12 GB,1,1,16,temporal,wrangler,128gb,24,False,0.6834204196929932
temporal_mean,32MB,10,5.12 GB,1,1,16,temporal,wrangler,128gb,24,False,0.3749692440032959
climatology,32MB,10,5.12 GB,1,1,16,temporal,wrangler,128gb,24,False,0.5392677783966064
anomaly,32MB,10,5.12 GB,1,1,16,temporal,wrangler,128gb,24,False,1.112696886062622
spatial_mean,32MB,10,5.12 GB,1,1,16,auto,wrangler,128gb,24,False,0.6369826793670654
temporal_mean,32MB,10,5.12 GB,1,1,16,auto,wrangler,128gb,24,False,0.5551774501800537
climatology,32MB,10,5.12 GB,1,1,16,auto,wrangler,128gb,24,False,0.9367537498474121
anomaly,32MB,10,5.12 GB,1,1,16,auto,wrangler,128gb,24,False,1.4985160827636719
spatial_mean,64MB,10,10.24 GB,1,1,16,spatial,wrangler,128gb,24,False,1.3447494506835938
temporal_mean,64MB,10,10.24 GB,1,1,16,spatial,wrangler,128gb,24,False,0.6787867546081543
climatology,64MB,10,10.24 GB,1,1,16,spatial,wrangler,128gb,24,False,1.7373921871185303
anomaly,64MB,10,10.24 GB,1,1,16,spatial,wrangler,128gb,24,False,2.7465999126434326
spatial_mean,64MB,10,10.24 GB,1,1,16,temporal,wrangler,128gb,24,False,0.8956639766693115
temporal_mean,64MB,10,10.24 GB,1,1,16,temporal,wrangler,128gb,24,False,0.6156432628631592
climatology,64MB,10,10.24 GB,1,1,16,temporal,wrangler,128gb,24,False,0.9099187850952148
anomaly,64MB,10,10.24 GB,1,1,16,temporal,wrangler,128gb,24,False,1.7346951961517334
spatial_mean,64MB,10,10.24 GB,1,1,16,auto,wrangler,128gb,24,False,0.8420326709747314
temporal_mean,64MB,10,10.24 GB,1,1,16,auto,wrangler,128gb,24,False,0.5573222637176514
climatology,64MB,10,10.24 GB,1,1,16,auto,wrangler,128gb,24,False,0.8828444480895996
anomaly,64MB,10,10.24 GB,1,1,16,auto,wrangler,128gb,24,False,1.7683491706848145
spatial_mean,32MB,10,5.12 GB,1,1,16,spatial,wrangler,128gb,24,False,1.2319490909576416
