chunk_size,dataset_size,num_nodes,operation,runtime,worker_per_node
32MB,64.89 MB,2,climatology,0.08833169937133789,1
32MB,64.89 MB,2,anomaly,0.25423622131347656,1
64MB,128.78 MB,2,global_mean,0.09766221046447754,1
64MB,128.78 MB,2,temporal_mean,0.08946919441223145,1
64MB,128.78 MB,2,climatology,0.21138286590576172,1
64MB,128.78 MB,2,anomaly,0.5686731338500977,1
128MB,256.58 MB,2,global_mean,0.16801071166992188,1
128MB,256.58 MB,2,temporal_mean,0.15681910514831543,1
128MB,256.58 MB,2,climatology,0.2545499801635742,1
128MB,256.58 MB,2,anomaly,1.359520673751831,1
256MB,512.17 MB,2,global_mean,0.3210182189941406,1
256MB,512.17 MB,2,temporal_mean,0.29955410957336426,1
256MB,512.17 MB,2,climatology,0.4724922180175781,1
256MB,512.17 MB,2,anomaly,2.841416358947754,1
512MB,1.02 GB,2,global_mean,0.6138968467712402,1
512MB,1.02 GB,2,temporal_mean,0.577416181564331,1
512MB,1.02 GB,2,climatology,0.8806400299072266,1
512MB,1.02 GB,2,anomaly,5.328937768936157,1
8MB,32.45 MB,4,global_mean,0.09976387023925781,1
8MB,32.45 MB,4,temporal_mean,0.03975510597229004,1
8MB,32.45 MB,4,climatology,0.06641125679016113,1
8MB,32.45 MB,4,anomaly,0.16703104972839355,1
16MB,64.89 MB,4,global_mean,0.053041696548461914,1
16MB,64.89 MB,4,temporal_mean,0.03986167907714844,1
16MB,64.89 MB,4,climatology,0.08593368530273438,1
16MB,64.89 MB,4,anomaly,0.28867578506469727,1
32MB,128.78 MB,4,global_mean,0.07247233390808105,1
32MB,128.78 MB,4,temporal_mean,0.04929804801940918,1
32MB,128.78 MB,4,climatology,0.09920668601989746,1
32MB,128.78 MB,4,anomaly,0.48187780380249023,1
64MB,256.58 MB,4,global_mean,0.10903143882751465,1
64MB,256.58 MB,4,temporal_mean,0.09421086311340332,1
64MB,256.58 MB,4,climatology,0.1802992820739746,1
64MB,256.58 MB,4,anomaly,0.9816350936889648,1
128MB,512.17 MB,4,global_mean,0.1809980869293213,1
128MB,512.17 MB,4,temporal_mean,0.15816426277160645,1
128MB,512.17 MB,4,climatology,0.26816391944885254,1
128MB,512.17 MB,4,anomaly,2.4102652072906494,1
256MB,1.02 GB,4,global_mean,0.3287825584411621,1
256MB,1.02 GB,4,temporal_mean,0.2917037010192871,1
256MB,1.02 GB,4,climatology,0.49173593521118164,1
256MB,1.02 GB,4,anomaly,4.659026145935059,1
512MB,2.05 GB,4,global_mean,0.6481306552886963,1
512MB,2.05 GB,4,temporal_mean,0.6001338958740234,1
512MB,2.05 GB,4,climatology,0.9945228099822998,1
512MB,2.05 GB,4,anomaly,9.21747088432312,1
8MB,64.89 MB,8,global_mean,0.10209035873413086,1
8MB,64.89 MB,8,temporal_mean,0.053114891052246094,1
8MB,64.89 MB,8,climatology,0.10356974601745605,1
8MB,64.89 MB,8,anomaly,0.3534512519836426,1
16MB,128.78 MB,8,global_mean,0.06516265869140625,1
16MB,128.78 MB,8,temporal_mean,0.04712820053100586,1
16MB,128.78 MB,8,climatology,0.09645295143127441,1
16MB,128.78 MB,8,anomaly,0.5078616142272949,1
32MB,256.58 MB,8,global_mean,0.08775448799133301,1
32MB,256.58 MB,8,temporal_mean,0.058954715728759766,1
32MB,256.58 MB,8,climatology,0.11962890625,1
32MB,256.58 MB,8,anomaly,0.8338954448699951,1
64MB,512.17 MB,8,global_mean,0.1278672218322754,1
64MB,512.17 MB,8,temporal_mean,0.10539770126342773,1
64MB,512.17 MB,8,climatology,0.2496495246887207,1
64MB,512.17 MB,8,anomaly,1.5474295616149902,1
128MB,1.02 GB,8,global_mean,0.22640180587768555,1
128MB,1.02 GB,8,temporal_mean,0.17096352577209473,1
128MB,1.02 GB,8,climatology,0.29234981536865234,1
128MB,1.02 GB,8,anomaly,3.9066243171691895,1
256MB,2.05 GB,8,global_mean,0.3432505130767822,1
256MB,2.05 GB,8,temporal_mean,0.31125593185424805,1
256MB,2.05 GB,8,climatology,0.532078742980957,1
256MB,2.05 GB,8,anomaly,8.53119444847107,1
512MB,4.10 GB,8,global_mean,0.6450092792510986,1
512MB,4.10 GB,8,temporal_mean,0.5942420959472656,1
512MB,4.10 GB,8,climatology,0.9159045219421387,1
512MB,4.10 GB,8,anomaly,17.507660150527954,1
8MB,128.78 MB,16,global_mean,0.14185833930969238,1
8MB,128.78 MB,16,temporal_mean,0.07634449005126953,1
8MB,128.78 MB,16,climatology,0.11643457412719727,1
8MB,128.78 MB,16,anomaly,0.5648138523101807,1
16MB,256.58 MB,16,global_mean,0.10338997840881348,1
16MB,256.58 MB,16,temporal_mean,0.06677126884460449,1
16MB,256.58 MB,16,climatology,0.1342792510986328,1
16MB,256.58 MB,16,anomaly,0.8816237449645996,1
32MB,512.17 MB,16,global_mean,0.11043548583984375,1
32MB,512.17 MB,16,temporal_mean,0.08145809173583984,1
32MB,512.17 MB,16,climatology,0.16308808326721191,1
32MB,512.17 MB,16,anomaly,1.49406099319458,1
64MB,1.02 GB,16,global_mean,0.15768003463745117,1
64MB,1.02 GB,16,temporal_mean,0.12876009941101074,1
64MB,1.02 GB,16,climatology,0.23761510848999023,1
64MB,1.02 GB,16,anomaly,2.6423609256744385,1
128MB,2.05 GB,16,global_mean,0.2283172607421875,1
128MB,2.05 GB,16,temporal_mean,0.19392108917236328,1
128MB,2.05 GB,16,climatology,0.40294742584228516,1
128MB,2.05 GB,16,anomaly,7.261119842529297,1
256MB,4.10 GB,16,global_mean,0.35216569900512695,1
256MB,4.10 GB,16,temporal_mean,0.31995058059692383,1
256MB,4.10 GB,16,climatology,0.5376033782958984,1
256MB,4.10 GB,16,anomaly,15.058809280395508,1
512MB,8.19 GB,16,global_mean,0.6872293949127197,1
512MB,8.19 GB,16,temporal_mean,0.6143035888671875,1
512MB,8.19 GB,16,climatology,0.9622869491577148,1
512MB,8.19 GB,16,anomaly,32.17867469787598,1
8MB,256.58 MB,32,global_mean,0.22504925727844238,1
8MB,256.58 MB,32,temporal_mean,0.12079191207885742,1
8MB,256.58 MB,32,climatology,0.18043971061706543,1
8MB,256.58 MB,32,anomaly,0.9656095504760742,1
16MB,512.17 MB,32,global_mean,0.11885333061218262,1
16MB,512.17 MB,32,temporal_mean,0.11139583587646484,1
16MB,512.17 MB,32,climatology,0.18964314460754395,1
16MB,512.17 MB,32,anomaly,1.515594720840454,1
32MB,1.02 GB,32,global_mean,0.13972234725952148,1
32MB,1.02 GB,32,temporal_mean,0.11484074592590332,1
32MB,1.02 GB,32,climatology,0.20435547828674316,1
32MB,1.02 GB,32,anomaly,2.710693120956421,1
64MB,2.05 GB,32,global_mean,0.17210030555725098,1
64MB,2.05 GB,32,temporal_mean,0.1432504653930664,1
64MB,2.05 GB,32,climatology,0.2552304267883301,1
64MB,2.05 GB,32,anomaly,5.483904600143433,1
128MB,4.10 GB,32,global_mean,0.23887300491333008,1
128MB,4.10 GB,32,temporal_mean,0.23058676719665527,1
128MB,4.10 GB,32,climatology,0.5524578094482422,1
128MB,4.10 GB,32,anomaly,13.868389368057251,1
256MB,8.19 GB,32,global_mean,0.37630271911621094,1
256MB,8.19 GB,32,temporal_mean,0.3606879711151123,1
256MB,8.19 GB,32,climatology,0.6755611896514893,1
256MB,8.19 GB,32,anomaly,30.144861221313477,1
512MB,16.38 GB,32,global_mean,0.7047343254089355,1
512MB,16.38 GB,32,temporal_mean,0.7915048599243164,1
512MB,16.38 GB,32,climatology,1.032660961151123,1
512MB,16.38 GB,32,anomaly,61.546228885650635,1
