chunk_size,dataset_size,num_nodes,operation,runtime,worker_per_node
8MB,32.45 MB,1,global_mean,0.10189580917358398,4
8MB,32.45 MB,1,temporal_mean,0.0386052131652832,4
8MB,32.45 MB,1,climatology,0.18233680725097656,4
8MB,32.45 MB,1,anomaly,0.23472833633422852,4
16MB,64.89 MB,1,global_mean,0.05242919921875,4
16MB,64.89 MB,1,temporal_mean,0.03965592384338379,4
16MB,64.89 MB,1,climatology,0.08243346214294434,4
16MB,64.89 MB,1,anomaly,0.3174304962158203,4
32MB,128.78 MB,1,global_mean,0.07394576072692871,4
32MB,128.78 MB,1,temporal_mean,0.051770687103271484,4
32MB,128.78 MB,1,climatology,0.1015932559967041,4
32MB,128.78 MB,1,anomaly,0.4639699459075928,4
64MB,256.58 MB,1,global_mean,0.11001229286193848,4
64MB,256.58 MB,1,temporal_mean,0.09601211547851562,4
64MB,256.58 MB,1,climatology,0.1759483814239502,4
64MB,256.58 MB,1,anomaly,0.9578864574432373,4
128MB,512.17 MB,1,global_mean,0.1801910400390625,4
128MB,512.17 MB,1,temporal_mean,0.16642236709594727,4
128MB,512.17 MB,1,climatology,0.2828662395477295,4
128MB,512.17 MB,1,anomaly,2.296600103378296,4
256MB,1.02 GB,1,global_mean,0.3326561450958252,4
256MB,1.02 GB,1,temporal_mean,0.29759716987609863,4
256MB,1.02 GB,1,climatology,0.5055689811706543,4
256MB,1.02 GB,1,anomaly,4.57102108001709,4
512MB,2.05 GB,1,global_mean,0.6917109489440918,4
512MB,2.05 GB,1,temporal_mean,0.646784782409668,4
512MB,2.05 GB,1,climatology,0.9704079627990723,4
512MB,2.05 GB,1,anomaly,9.108468532562256,4
8MB,64.89 MB,2,global_mean,0.12372350692749023,4
8MB,64.89 MB,2,temporal_mean,0.12815165519714355,4
8MB,64.89 MB,2,climatology,0.10566449165344238,4
8MB,64.89 MB,2,anomaly,0.2980031967163086,4
16MB,128.78 MB,2,global_mean,0.06729316711425781,4
16MB,128.78 MB,2,temporal_mean,0.04946589469909668,4
16MB,128.78 MB,2,climatology,0.09696149826049805,4
16MB,128.78 MB,2,anomaly,0.47921085357666016,4
32MB,256.58 MB,2,global_mean,0.09359288215637207,4
32MB,256.58 MB,2,temporal_mean,0.06340742111206055,4
32MB,256.58 MB,2,climatology,0.11875510215759277,4
32MB,256.58 MB,2,anomaly,0.8106062412261963,4
64MB,512.17 MB,2,global_mean,0.12742972373962402,4
64MB,512.17 MB,2,temporal_mean,0.1033470630645752,4
64MB,512.17 MB,2,climatology,0.1782388687133789,4
64MB,512.17 MB,2,anomaly,1.6012349128723145,4
128MB,1.02 GB,2,global_mean,0.19439244270324707,4
128MB,1.02 GB,2,temporal_mean,0.17618703842163086,4
128MB,1.02 GB,2,climatology,0.299605131149292,4
128MB,1.02 GB,2,anomaly,3.879159688949585,4
256MB,2.05 GB,2,global_mean,0.34906554222106934,4
256MB,2.05 GB,2,temporal_mean,0.31728100776672363,4
256MB,2.05 GB,2,climatology,0.5431613922119141,4
256MB,2.05 GB,2,anomaly,8.331038475036621,4
512MB,4.10 GB,2,global_mean,0.9208300113677979,4
512MB,4.10 GB,2,temporal_mean,0.6400234699249268,4
512MB,4.10 GB,2,climatology,0.9971284866333008,4
512MB,4.10 GB,2,anomaly,16.393885135650635,4
8MB,128.78 MB,4,global_mean,0.14052939414978027,4
8MB,128.78 MB,4,temporal_mean,0.07239007949829102,4
8MB,128.78 MB,4,climatology,0.12091684341430664,4
8MB,128.78 MB,4,anomaly,0.5270988941192627,4
16MB,256.58 MB,4,global_mean,0.1085507869720459,4
16MB,256.58 MB,4,temporal_mean,0.07018399238586426,4
16MB,256.58 MB,4,climatology,0.13671112060546875,4
16MB,256.58 MB,4,anomaly,0.8218462467193604,4
32MB,512.17 MB,4,global_mean,0.10117554664611816,4
32MB,512.17 MB,4,temporal_mean,0.08016204833984375,4
32MB,512.17 MB,4,climatology,0.151991605758667,4
32MB,512.17 MB,4,anomaly,1.4468326568603516,4
64MB,1.02 GB,4,global_mean,0.14237356185913086,4
64MB,1.02 GB,4,temporal_mean,0.11974406242370605,4
64MB,1.02 GB,4,climatology,0.21625757217407227,4
64MB,1.02 GB,4,anomaly,2.9862253665924072,4
128MB,2.05 GB,4,global_mean,0.2221693992614746,4
128MB,2.05 GB,4,temporal_mean,0.20077300071716309,4
128MB,2.05 GB,4,climatology,0.3255283832550049,4
128MB,2.05 GB,4,anomaly,7.035443544387817,4
256MB,4.10 GB,4,global_mean,0.3732941150665283,4
256MB,4.10 GB,4,temporal_mean,0.3354675769805908,4
256MB,4.10 GB,4,climatology,0.5520501136779785,4
256MB,4.10 GB,4,anomaly,16.07656478881836,4
512MB,8.19 GB,4,global_mean,0.7148077487945557,4
512MB,8.19 GB,4,temporal_mean,0.6703305244445801,4
512MB,8.19 GB,4,climatology,1.3657546043395996,4
512MB,8.19 GB,4,anomaly,31.45179295539856,4
8MB,256.58 MB,8,global_mean,0.14438605308532715,4
8MB,256.58 MB,8,temporal_mean,0.11676239967346191,4
8MB,256.58 MB,8,climatology,0.267179012298584,4
8MB,256.58 MB,8,anomaly,0.8153412342071533,4
16MB,512.17 MB,8,global_mean,0.1195230484008789,4
16MB,512.17 MB,8,temporal_mean,0.10786914825439453,4
16MB,512.17 MB,8,climatology,0.18053841590881348,4
16MB,512.17 MB,8,anomaly,1.3662631511688232,4
32MB,1.02 GB,8,global_mean,0.14910435676574707,4
32MB,1.02 GB,8,temporal_mean,0.19942998886108398,4
32MB,1.02 GB,8,climatology,0.20820355415344238,4
32MB,1.02 GB,8,anomaly,2.5639069080352783,4
64MB,2.05 GB,8,global_mean,0.18192172050476074,4
64MB,2.05 GB,8,temporal_mean,0.1675562858581543,4
64MB,2.05 GB,8,climatology,0.2687509059906006,4
64MB,2.05 GB,8,anomaly,5.750437259674072,4
128MB,4.10 GB,8,global_mean,0.24520444869995117,4
128MB,4.10 GB,8,temporal_mean,0.23377323150634766,4
128MB,4.10 GB,8,climatology,0.502697229385376,4
128MB,4.10 GB,8,anomaly,13.925116777420044,4
256MB,8.19 GB,8,global_mean,0.3810999393463135,4
256MB,8.19 GB,8,temporal_mean,0.3595607280731201,4
256MB,8.19 GB,8,climatology,0.6208927631378174,4
