chunk_size,dataset_size,num_nodes,operation,runtime,worker_per_node
8MB,8.85 MB,1,global_mean,0.09542036056518555,1
8MB,8.85 MB,1,temporal_mean,0.026969432830810547,1
8MB,8.85 MB,1,climatology,0.03704833984375,1
8MB,8.85 MB,1,anomaly,0.0699462890625,1
16MB,16.72 MB,1,global_mean,0.037609100341796875,1
16MB,16.72 MB,1,temporal_mean,0.034117698669433594,1
16MB,16.72 MB,1,climatology,0.04701876640319824,1
16MB,16.72 MB,1,anomaly,0.1112983226776123,1
32MB,32.45 MB,1,global_mean,0.05599832534790039,1
32MB,32.45 MB,1,temporal_mean,0.03987002372741699,1
32MB,32.45 MB,1,climatology,0.06461858749389648,1
32MB,32.45 MB,1,anomaly,0.1419670581817627,1
64MB,64.89 MB,1,global_mean,0.09177994728088379,1
64MB,64.89 MB,1,temporal_mean,0.062117576599121094,1
64MB,64.89 MB,1,climatology,0.12170934677124023,1
64MB,64.89 MB,1,anomaly,0.38809728622436523,1
128MB,128.78 MB,1,global_mean,0.1607069969177246,1
128MB,128.78 MB,1,temporal_mean,0.15297746658325195,1
128MB,128.78 MB,1,climatology,0.2483968734741211,1
128MB,128.78 MB,1,anomaly,0.862626314163208,1
256MB,256.58 MB,1,global_mean,0.29738521575927734,1
256MB,256.58 MB,1,temporal_mean,0.2795896530151367,1
256MB,256.58 MB,1,climatology,0.42745375633239746,1
256MB,256.58 MB,1,anomaly,1.7145907878875732,1
512MB,512.17 MB,1,global_mean,0.5721979141235352,1
512MB,512.17 MB,1,temporal_mean,0.5337274074554443,1
512MB,512.17 MB,1,climatology,0.8555917739868164,1
512MB,512.17 MB,1,anomaly,3.4658913612365723,1
8MB,16.72 MB,2,global_mean,0.07952427864074707,1
8MB,16.72 MB,2,temporal_mean,0.03275012969970703,1
8MB,16.72 MB,2,climatology,0.054380178451538086,1
8MB,16.72 MB,2,anomaly,0.10489249229431152,1
16MB,32.45 MB,2,global_mean,0.04460883140563965,1
16MB,32.45 MB,2,temporal_mean,0.033712148666381836,1
16MB,32.45 MB,2,climatology,0.07084178924560547,1
16MB,32.45 MB,2,anomaly,0.15954279899597168,1
32MB,64.89 MB,2,global_mean,0.06276082992553711,1
32MB,64.89 MB,2,temporal_mean,0.04431772232055664,1
32MB,64.89 MB,2,climatology,0.08475399017333984,1
32MB,64.89 MB,2,anomaly,0.2575187683105469,1
64MB,128.78 MB,2,global_mean,0.09948301315307617,1
64MB,128.78 MB,2,temporal_mean,0.08950400352478027,1
64MB,128.78 MB,2,climatology,0.13823795318603516,1
64MB,128.78 MB,2,anomaly,0.5335006713867188,1
128MB,256.58 MB,2,global_mean,0.17567062377929688,1
128MB,256.58 MB,2,temporal_mean,0.1571047306060791,1
128MB,256.58 MB,2,climatology,0.25076889991760254,1
128MB,256.58 MB,2,anomaly,1.2822821140289307,1
256MB,512.17 MB,2,global_mean,0.31405043601989746,1
256MB,512.17 MB,2,temporal_mean,0.29132962226867676,1
256MB,512.17 MB,2,climatology,0.48250842094421387,1
256MB,512.17 MB,2,anomaly,2.7153983116149902,1
512MB,1.02 GB,2,global_mean,0.6323990821838379,1
512MB,1.02 GB,2,temporal_mean,0.5940144062042236,1
512MB,1.02 GB,2,climatology,0.9096157550811768,1
512MB,1.02 GB,2,anomaly,5.434290647506714,1
8MB,32.45 MB,4,global_mean,0.13189125061035156,1
8MB,32.45 MB,4,temporal_mean,0.038199424743652344,1
8MB,32.45 MB,4,climatology,0.06340599060058594,1
8MB,32.45 MB,4,anomaly,0.1840343475341797,1
16MB,64.89 MB,4,global_mean,0.0526118278503418,1
16MB,64.89 MB,4,temporal_mean,0.040087223052978516,1
16MB,64.89 MB,4,climatology,0.20487284660339355,1
16MB,64.89 MB,4,anomaly,0.2518961429595947,1
32MB,128.78 MB,4,global_mean,0.07079458236694336,1
32MB,128.78 MB,4,temporal_mean,0.04756569862365723,1
32MB,128.78 MB,4,climatology,0.09281659126281738,1
32MB,128.78 MB,4,anomaly,0.43478918075561523,1
64MB,256.58 MB,4,global_mean,0.10792684555053711,1
64MB,256.58 MB,4,temporal_mean,0.0940694808959961,1
64MB,256.58 MB,4,climatology,0.1461927890777588,1
64MB,256.58 MB,4,anomaly,0.9345030784606934,1
128MB,512.17 MB,4,global_mean,0.1830902099609375,1
128MB,512.17 MB,4,temporal_mean,0.1670393943786621,1
128MB,512.17 MB,4,climatology,0.274080753326416,1
128MB,512.17 MB,4,anomaly,2.2829649448394775,1
256MB,1.02 GB,4,global_mean,0.32938551902770996,1
256MB,1.02 GB,4,temporal_mean,0.29662513732910156,1
256MB,1.02 GB,4,climatology,0.5090353488922119,1
256MB,1.02 GB,4,anomaly,4.605098009109497,1
512MB,2.05 GB,4,global_mean,0.6421422958374023,1
512MB,2.05 GB,4,temporal_mean,0.5930094718933105,1
