chunk_size,dataset_size,num_nodes,operation,runtime,worker_per_node
512MB,2.05 GB,4,climatology,0.9116144180297852,1
512MB,2.05 GB,4,anomaly,8.979768991470337,1
8MB,64.89 MB,8,global_mean,0.11779928207397461,1
8MB,64.89 MB,8,temporal_mean,0.053061485290527344,1
8MB,64.89 MB,8,climatology,0.0915076732635498,1
8MB,64.89 MB,8,anomaly,0.270796537399292,1
16MB,128.78 MB,8,global_mean,0.08066892623901367,1
16MB,128.78 MB,8,temporal_mean,0.05000734329223633,1
16MB,128.78 MB,8,climatology,0.08935689926147461,1
16MB,128.78 MB,8,anomaly,0.4539051055908203,1
32MB,256.58 MB,8,global_mean,0.08371448516845703,1
32MB,256.58 MB,8,temporal_mean,0.05403447151184082,1
32MB,256.58 MB,8,climatology,0.11359453201293945,1
32MB,256.58 MB,8,anomaly,0.7459621429443359,1
64MB,512.17 MB,8,global_mean,0.12436223030090332,1
64MB,512.17 MB,8,temporal_mean,0.10036253929138184,1
64MB,512.17 MB,8,climatology,0.17122507095336914,1
64MB,512.17 MB,8,anomaly,1.574249505996704,1
128MB,1.02 GB,8,global_mean,0.20202207565307617,1
128MB,1.02 GB,8,temporal_mean,0.17441868782043457,1
128MB,1.02 GB,8,climatology,0.2919468879699707,1
128MB,1.02 GB,8,anomaly,3.8163046836853027,1
256MB,2.05 GB,8,global_mean,0.34598326683044434,1
256MB,2.05 GB,8,temporal_mean,0.30302977561950684,1
256MB,2.05 GB,8,climatology,0.5099260807037354,1
256MB,2.05 GB,8,anomaly,8.066201448440552,1
512MB,4.10 GB,8,global_mean,0.6623799800872803,1
512MB,4.10 GB,8,temporal_mean,0.6074411869049072,1
512MB,4.10 GB,8,climatology,1.2553653717041016,1
512MB,4.10 GB,8,anomaly,16.29432988166809,1
8MB,128.78 MB,16,global_mean,0.13043212890625,1
8MB,128.78 MB,16,temporal_mean,0.06399846076965332,1
8MB,128.78 MB,16,climatology,0.11431241035461426,1
8MB,128.78 MB,16,anomaly,0.49767565727233887,1
16MB,256.58 MB,16,global_mean,0.09068608283996582,1
16MB,256.58 MB,16,temporal_mean,0.06622910499572754,1
16MB,256.58 MB,16,climatology,0.1318509578704834,1
16MB,256.58 MB,16,anomaly,0.8232128620147705,1
32MB,512.17 MB,16,global_mean,0.10674571990966797,1
32MB,512.17 MB,16,temporal_mean,0.07689619064331055,1
32MB,512.17 MB,16,climatology,0.15205883979797363,1
32MB,512.17 MB,16,anomaly,1.4658007621765137,1
64MB,1.02 GB,16,global_mean,0.1381089687347412,1
64MB,1.02 GB,16,temporal_mean,0.11539602279663086,1
64MB,1.02 GB,16,climatology,0.20758867263793945,1
64MB,1.02 GB,16,anomaly,2.716684341430664,1
128MB,2.05 GB,16,global_mean,0.2108912467956543,1
128MB,2.05 GB,16,temporal_mean,0.3052496910095215,1
128MB,2.05 GB,16,climatology,0.32190942764282227,1
128MB,2.05 GB,16,anomaly,6.859449625015259,1
256MB,4.10 GB,16,global_mean,0.35569238662719727,1
256MB,4.10 GB,16,temporal_mean,0.3214709758758545,1
256MB,4.10 GB,16,climatology,0.5333719253540039,1
256MB,4.10 GB,16,anomaly,15.008338928222656,1
512MB,8.19 GB,16,global_mean,0.6621935367584229,1
512MB,8.19 GB,16,temporal_mean,0.6175780296325684,1
512MB,8.19 GB,16,climatology,0.9979548454284668,1
512MB,8.19 GB,16,anomaly,30.600394248962402,1
8MB,256.58 MB,32,global_mean,0.15738201141357422,1
8MB,256.58 MB,32,temporal_mean,0.1080935001373291,1
8MB,256.58 MB,32,climatology,0.16003704071044922,1
8MB,256.58 MB,32,anomaly,0.8564269542694092,1
16MB,512.17 MB,32,global_mean,0.11780762672424316,1
16MB,512.17 MB,32,temporal_mean,0.10445046424865723,1
16MB,512.17 MB,32,climatology,0.32550668716430664,1
16MB,512.17 MB,32,anomaly,1.2643742561340332,1
32MB,1.02 GB,32,global_mean,0.1325998306274414,1
32MB,1.02 GB,32,temporal_mean,0.11583781242370605,1
32MB,1.02 GB,32,climatology,0.192795991897583,1
32MB,1.02 GB,32,anomaly,2.5294055938720703,1
64MB,2.05 GB,32,global_mean,0.17841815948486328,1
64MB,2.05 GB,32,temporal_mean,0.14963984489440918,1
64MB,2.05 GB,32,climatology,0.2386186122894287,1
64MB,2.05 GB,32,anomaly,5.451573610305786,1
128MB,4.10 GB,32,global_mean,0.24335932731628418,1
128MB,4.10 GB,32,temporal_mean,0.22430944442749023,1
128MB,4.10 GB,32,climatology,0.3714630603790283,1
128MB,4.10 GB,32,anomaly,13.300859451293945,1
256MB,8.19 GB,32,global_mean,0.38390445709228516,1
256MB,8.19 GB,32,temporal_mean,0.5311598777770996,1
256MB,8.19 GB,32,climatology,0.6126208305358887,1
256MB,8.19 GB,32,anomaly,28.864938735961914,1
512MB,16.38 GB,32,global_mean,0.6897068023681641,1
512MB,16.38 GB,32,temporal_mean,0.7044808864593506,1
512MB,16.38 GB,32,climatology,1.31138277053833,1
512MB,16.38 GB,32,anomaly,62.076735496520996,1
