chunk_size,dataset_size,num_nodes,operation,runtime,worker_per_node
8MB,16.72 MB,1,global_mean,0.10771751403808594,2
8MB,16.72 MB,1,temporal_mean,0.03494405746459961,2
8MB,16.72 MB,1,climatology,0.0648956298828125,2
8MB,16.72 MB,1,anomaly,0.10738086700439453,2
16MB,32.45 MB,1,global_mean,0.04748106002807617,2
16MB,32.45 MB,1,temporal_mean,0.03852534294128418,2
16MB,32.45 MB,1,climatology,0.060265541076660156,2
16MB,32.45 MB,1,anomaly,0.1688394546508789,2
32MB,64.89 MB,1,global_mean,0.06328201293945312,2
32MB,64.89 MB,1,temporal_mean,0.04762148857116699,2
32MB,64.89 MB,1,climatology,0.08383464813232422,2
32MB,64.89 MB,1,anomaly,0.26401472091674805,2
64MB,128.78 MB,1,global_mean,0.0990293025970459,2
64MB,128.78 MB,1,temporal_mean,0.09212946891784668,2
64MB,128.78 MB,1,climatology,0.13567113876342773,2
64MB,128.78 MB,1,anomaly,0.535567045211792,2
128MB,256.58 MB,1,global_mean,0.17212271690368652,2
128MB,256.58 MB,1,temporal_mean,0.16353940963745117,2
128MB,256.58 MB,1,climatology,0.2780437469482422,2
128MB,256.58 MB,1,anomaly,1.2916619777679443,2
256MB,512.17 MB,1,global_mean,0.3120124340057373,2
256MB,512.17 MB,1,temporal_mean,0.2921905517578125,2
256MB,512.17 MB,1,climatology,0.47798991203308105,2
256MB,512.17 MB,1,anomaly,2.712886333465576,2
512MB,1.02 GB,1,global_mean,0.6275522708892822,2
512MB,1.02 GB,1,temporal_mean,0.5901138782501221,2
512MB,1.02 GB,1,climatology,0.8997745513916016,2
512MB,1.02 GB,1,anomaly,5.464003324508667,2
8MB,32.45 MB,2,global_mean,0.0587763786315918,2
8MB,32.45 MB,2,temporal_mean,0.04049420356750488,2
8MB,32.45 MB,2,climatology,0.06438851356506348,2
8MB,32.45 MB,2,anomaly,0.16201019287109375,2
16MB,64.89 MB,2,global_mean,0.04902839660644531,2
16MB,64.89 MB,2,temporal_mean,0.03898262977600098,2
16MB,64.89 MB,2,climatology,0.0823206901550293,2
16MB,64.89 MB,2,anomaly,0.2603111267089844,2
32MB,128.78 MB,2,global_mean,0.07082343101501465,2
32MB,128.78 MB,2,temporal_mean,0.05015087127685547,2
32MB,128.78 MB,2,climatology,0.09522390365600586,2
32MB,128.78 MB,2,anomaly,0.38228654861450195,2
64MB,256.58 MB,2,global_mean,0.11233782768249512,2
64MB,256.58 MB,2,temporal_mean,0.0945882797241211,2
64MB,256.58 MB,2,climatology,0.15558433532714844,2
64MB,256.58 MB,2,anomaly,0.8550300598144531,2
128MB,512.17 MB,2,global_mean,0.18455195426940918,2
128MB,512.17 MB,2,temporal_mean,0.16566705703735352,2
128MB,512.17 MB,2,climatology,0.26887965202331543,2
128MB,512.17 MB,2,anomaly,2.267319917678833,2
256MB,1.02 GB,2,global_mean,0.3283858299255371,2
256MB,1.02 GB,2,temporal_mean,0.29512810707092285,2
256MB,1.02 GB,2,climatology,0.5018763542175293,2
256MB,1.02 GB,2,anomaly,4.424683570861816,2
512MB,2.05 GB,2,global_mean,0.6474394798278809,2
512MB,2.05 GB,2,temporal_mean,0.6015205383300781,2
512MB,2.05 GB,2,climatology,0.9209744930267334,2
512MB,2.05 GB,2,anomaly,9.02492094039917,2
8MB,64.89 MB,4,global_mean,0.1211385726928711,2
8MB,64.89 MB,4,temporal_mean,0.050339698791503906,2
8MB,64.89 MB,4,climatology,0.1022636890411377,2
8MB,64.89 MB,4,anomaly,0.2584092617034912,2
16MB,128.78 MB,4,global_mean,0.07850813865661621,2
16MB,128.78 MB,4,temporal_mean,0.04813838005065918,2
16MB,128.78 MB,4,climatology,0.10447406768798828,2
16MB,128.78 MB,4,anomaly,0.4784262180328369,2
32MB,256.58 MB,4,global_mean,0.08814406394958496,2
32MB,256.58 MB,4,temporal_mean,0.0629427433013916,2
32MB,256.58 MB,4,climatology,0.11620450019836426,2
32MB,256.58 MB,4,anomaly,0.7641632556915283,2
64MB,512.17 MB,4,global_mean,0.13164734840393066,2
64MB,512.17 MB,4,temporal_mean,0.10465788841247559,2
64MB,512.17 MB,4,climatology,0.17690587043762207,2
64MB,512.17 MB,4,anomaly,1.469543695449829,2
128MB,1.02 GB,4,global_mean,0.2043461799621582,2
128MB,1.02 GB,4,temporal_mean,0.17405366897583008,2
128MB,1.02 GB,4,climatology,0.3016951084136963,2
128MB,1.02 GB,4,anomaly,3.732240676879883,2
256MB,2.05 GB,4,global_mean,0.3657076358795166,2
256MB,2.05 GB,4,temporal_mean,0.30779385566711426,2
256MB,2.05 GB,4,climatology,0.5275275707244873,2
256MB,2.05 GB,4,anomaly,8.200260162353516,2
512MB,4.10 GB,4,global_mean,0.6831314563751221,2
512MB,4.10 GB,4,temporal_mean,0.6376869678497314,2
512MB,4.10 GB,4,climatology,0.9766843318939209,2
512MB,4.10 GB,4,anomaly,16.654395580291748,2
8MB,128.78 MB,8,global_mean,0.09012746810913086,2
8MB,128.78 MB,8,temporal_mean,0.2621951103210449,2
8MB,128.78 MB,8,climatology,0.1161799430847168,2
8MB,128.78 MB,8,anomaly,0.4832444190979004,2
16MB,256.58 MB,8,global_mean,0.08796453475952148,2
16MB,256.58 MB,8,temporal_mean,0.06554651260375977,2
16MB,256.58 MB,8,climatology,0.12836933135986328,2
