chunk_size,dataset_size,num_nodes,operation,runtime,worker_per_node
16MB,256.58 MB,8,climatology,0.12309765815734863,2
16MB,256.58 MB,8,anomaly,0.8143987655639648,2
32MB,512.17 MB,8,global_mean,0.10138463973999023,2
32MB,512.17 MB,8,temporal_mean,0.07387971878051758,2
32MB,512.17 MB,8,climatology,0.1532459259033203,2
32MB,512.17 MB,8,anomaly,1.3995678424835205,2
64MB,1.02 GB,8,global_mean,0.1485450267791748,2
64MB,1.02 GB,8,temporal_mean,0.11951231956481934,2
64MB,1.02 GB,8,climatology,0.2104630470275879,2
64MB,1.02 GB,8,anomaly,2.570383071899414,2
128MB,2.05 GB,8,global_mean,0.2127852439880371,2
128MB,2.05 GB,8,temporal_mean,0.1943974494934082,2
128MB,2.05 GB,8,climatology,0.31961679458618164,2
128MB,2.05 GB,8,anomaly,6.899303913116455,2
256MB,4.10 GB,8,global_mean,0.35346174240112305,2
256MB,4.10 GB,8,temporal_mean,0.3198990821838379,2
256MB,4.10 GB,8,climatology,0.5384461879730225,2
256MB,4.10 GB,8,anomaly,14.519780397415161,2
512MB,8.19 GB,8,global_mean,0.6718871593475342,2
512MB,8.19 GB,8,temporal_mean,0.6137657165527344,2
512MB,8.19 GB,8,climatology,0.9725348949432373,2
512MB,8.19 GB,8,anomaly,29.614298105239868,2
8MB,256.58 MB,16,global_mean,0.2547028064727783,2
8MB,256.58 MB,16,temporal_mean,0.11323881149291992,2
8MB,256.58 MB,16,climatology,0.18058300018310547,2
8MB,256.58 MB,16,anomaly,0.9024538993835449,2
16MB,512.17 MB,16,global_mean,0.11948323249816895,2
16MB,512.17 MB,16,temporal_mean,0.11815524101257324,2
16MB,512.17 MB,16,climatology,0.1866610050201416,2
16MB,512.17 MB,16,anomaly,1.5070643424987793,2
32MB,1.02 GB,16,global_mean,0.13412833213806152,2
32MB,1.02 GB,16,temporal_mean,0.12308049201965332,2
32MB,1.02 GB,16,climatology,0.19688677787780762,2
32MB,1.02 GB,16,anomaly,2.6265413761138916,2
64MB,2.05 GB,16,global_mean,0.17796659469604492,2
64MB,2.05 GB,16,temporal_mean,0.1589808464050293,2
64MB,2.05 GB,16,climatology,0.3694591522216797,2
64MB,2.05 GB,16,anomaly,4.94571590423584,2
128MB,4.10 GB,16,global_mean,0.2588636875152588,2
128MB,4.10 GB,16,temporal_mean,0.23447275161743164,2
128MB,4.10 GB,16,climatology,0.44081878662109375,2
128MB,4.10 GB,16,anomaly,13.814040422439575,2
256MB,8.19 GB,16,global_mean,0.38800978660583496,2
256MB,8.19 GB,16,temporal_mean,0.362506628036499,2
256MB,8.19 GB,16,climatology,0.6099317073822021,2
256MB,8.19 GB,16,anomaly,29.50726628303528,2
512MB,16.38 GB,16,global_mean,0.7033147811889648,2
512MB,16.38 GB,16,temporal_mean,0.6574211120605469,2
512MB,16.38 GB,16,climatology,1.1341438293457031,2
512MB,16.38 GB,16,anomaly,60.824296712875366,2
8MB,512.17 MB,32,global_mean,0.18479323387145996,2
8MB,512.17 MB,32,temporal_mean,0.31399989128112793,2
8MB,512.17 MB,32,climatology,0.24818778038024902,2
8MB,512.17 MB,32,anomaly,2.619597911834717,2
16MB,1.02 GB,32,global_mean,0.16828370094299316,2
16MB,1.02 GB,32,temporal_mean,0.21892285346984863,2
16MB,1.02 GB,32,climatology,0.2939591407775879,2
16MB,1.02 GB,32,anomaly,2.8836212158203125,2
32MB,2.05 GB,32,global_mean,0.20196008682250977,2
32MB,2.05 GB,32,temporal_mean,0.3109445571899414,2
32MB,2.05 GB,32,climatology,0.3077375888824463,2
32MB,2.05 GB,32,anomaly,4.699520587921143,2
64MB,4.10 GB,32,global_mean,0.224900484085083,2
64MB,4.10 GB,32,temporal_mean,0.23177289962768555,2
64MB,4.10 GB,32,climatology,0.36844301223754883,2
64MB,4.10 GB,32,anomaly,9.161051511764526,2
128MB,8.19 GB,32,global_mean,0.2929081916809082,2
128MB,8.19 GB,32,temporal_mean,0.34367823600769043,2
128MB,8.19 GB,32,climatology,0.49953126907348633,2
128MB,8.19 GB,32,anomaly,27.47230339050293,2
256MB,16.38 GB,32,global_mean,0.42685937881469727,2
256MB,16.38 GB,32,temporal_mean,0.5644733905792236,2
256MB,16.38 GB,32,climatology,0.7441928386688232,2
256MB,16.38 GB,32,anomaly,58.94303250312805,2
512MB,32.77 GB,32,global_mean,0.7445356845855713,2
512MB,32.77 GB,32,temporal_mean,2.4449665546417236,2
512MB,32.77 GB,32,climatology,1.1205122470855713,2
512MB,32.77 GB,32,anomaly,117.38610053062439,2
