chunk_size,dataset_size,num_nodes,operation,runtime,worker_per_node
8MB,16.72 MB,1,global_mean,0.09293389320373535,2
8MB,16.72 MB,1,temporal_mean,0.034165143966674805,2
8MB,16.72 MB,1,climatology,0.05377602577209473,2
8MB,16.72 MB,1,anomaly,0.1057119369506836,2
16MB,32.45 MB,1,global_mean,0.042172908782958984,2
16MB,32.45 MB,1,temporal_mean,0.03629159927368164,2
16MB,32.45 MB,1,climatology,0.06075859069824219,2
16MB,32.45 MB,1,anomaly,0.1573953628540039,2
32MB,64.89 MB,1,global_mean,0.06371545791625977,2
32MB,64.89 MB,1,temporal_mean,0.04582619667053223,2
32MB,64.89 MB,1,climatology,0.08185386657714844,2
32MB,64.89 MB,1,anomaly,0.24834728240966797,2
64MB,128.78 MB,1,global_mean,0.0976860523223877,2
64MB,128.78 MB,1,temporal_mean,0.09053349494934082,2
64MB,128.78 MB,1,climatology,0.13440418243408203,2
64MB,128.78 MB,1,anomaly,0.5011565685272217,2
128MB,256.58 MB,1,global_mean,0.16672420501708984,2
128MB,256.58 MB,1,temporal_mean,0.15771770477294922,2
128MB,256.58 MB,1,climatology,0.25484228134155273,2
128MB,256.58 MB,1,anomaly,1.2264275550842285,2
256MB,512.17 MB,1,global_mean,0.3144261837005615,2
256MB,512.17 MB,1,temporal_mean,0.2986788749694824,2
256MB,512.17 MB,1,climatology,0.48206043243408203,2
256MB,512.17 MB,1,anomaly,2.620471715927124,2
512MB,1.02 GB,1,global_mean,0.6385581493377686,2
512MB,1.02 GB,1,temporal_mean,0.6011853218078613,2
512MB,1.02 GB,1,climatology,0.8861706256866455,2
512MB,1.02 GB,1,anomaly,4.854186534881592,2
8MB,32.45 MB,2,global_mean,0.05532383918762207,2
8MB,32.45 MB,2,temporal_mean,0.0545506477355957,2
8MB,32.45 MB,2,climatology,0.06255102157592773,2
8MB,32.45 MB,2,anomaly,0.16081476211547852,2
16MB,64.89 MB,2,global_mean,0.0502772331237793,2
16MB,64.89 MB,2,temporal_mean,0.038832902908325195,2
16MB,64.89 MB,2,climatology,0.07641053199768066,2
16MB,64.89 MB,2,anomaly,0.24502992630004883,2
32MB,128.78 MB,2,global_mean,0.08404946327209473,2
32MB,128.78 MB,2,temporal_mean,0.04753470420837402,2
32MB,128.78 MB,2,climatology,0.09375452995300293,2
32MB,128.78 MB,2,anomaly,0.3854854106903076,2
64MB,256.58 MB,2,global_mean,0.10830378532409668,2
64MB,256.58 MB,2,temporal_mean,0.09596776962280273,2
64MB,256.58 MB,2,climatology,0.16502809524536133,2
64MB,256.58 MB,2,anomaly,0.843308687210083,2
128MB,512.17 MB,2,global_mean,0.17400908470153809,2
128MB,512.17 MB,2,temporal_mean,0.1589055061340332,2
128MB,512.17 MB,2,climatology,0.2628326416015625,2
128MB,512.17 MB,2,anomaly,2.078240394592285,2
256MB,1.02 GB,2,global_mean,0.33119797706604004,2
256MB,1.02 GB,2,temporal_mean,0.2989962100982666,2
256MB,1.02 GB,2,climatology,0.48229336738586426,2
256MB,1.02 GB,2,anomaly,4.420027494430542,2
512MB,2.05 GB,2,global_mean,0.6489026546478271,2
512MB,2.05 GB,2,temporal_mean,0.6151161193847656,2
512MB,2.05 GB,2,climatology,0.912449836730957,2
512MB,2.05 GB,2,anomaly,8.866004705429077,2
8MB,64.89 MB,4,global_mean,0.07514119148254395,2
8MB,64.89 MB,4,temporal_mean,0.06563901901245117,2
8MB,64.89 MB,4,climatology,0.08980751037597656,2
8MB,64.89 MB,4,anomaly,0.30454516410827637,2
16MB,128.78 MB,4,global_mean,0.06557989120483398,2
16MB,128.78 MB,4,temporal_mean,0.04796147346496582,2
16MB,128.78 MB,4,climatology,0.0952901840209961,2
16MB,128.78 MB,4,anomaly,0.403850793838501,2
32MB,256.58 MB,4,global_mean,0.08894062042236328,2
32MB,256.58 MB,4,temporal_mean,0.05655479431152344,2
32MB,256.58 MB,4,climatology,0.1161963939666748,2
32MB,256.58 MB,4,anomaly,0.7787373065948486,2
64MB,512.17 MB,4,global_mean,0.12506413459777832,2
64MB,512.17 MB,4,temporal_mean,0.10178923606872559,2
64MB,512.17 MB,4,climatology,0.17309856414794922,2
64MB,512.17 MB,4,anomaly,1.456399917602539,2
128MB,1.02 GB,4,global_mean,0.19091558456420898,2
128MB,1.02 GB,4,temporal_mean,0.17012500762939453,2
128MB,1.02 GB,4,climatology,0.2876553535461426,2
128MB,1.02 GB,4,anomaly,3.7667672634124756,2
256MB,2.05 GB,4,global_mean,0.3299844264984131,2
256MB,2.05 GB,4,temporal_mean,0.29755139350891113,2
256MB,2.05 GB,4,climatology,0.49938464164733887,2
256MB,2.05 GB,4,anomaly,8.028696060180664,2
512MB,4.10 GB,4,global_mean,0.6768627166748047,2
512MB,4.10 GB,4,temporal_mean,0.6457617282867432,2
512MB,4.10 GB,4,climatology,0.9523677825927734,2
512MB,4.10 GB,4,anomaly,15.65585732460022,2
8MB,128.78 MB,8,global_mean,0.15308260917663574,2
8MB,128.78 MB,8,temporal_mean,0.06768298149108887,2
8MB,128.78 MB,8,climatology,0.11040329933166504,2
8MB,128.78 MB,8,anomaly,0.48726987838745117,2
16MB,256.58 MB,8,global_mean,0.09447288513183594,2
16MB,256.58 MB,8,temporal_mean,0.0672309398651123,2
