chunk_size,dataset_size,num_nodes,operation,runtime,worker_per_node
8MB,32.45 MB,4,anomaly,0.15659880638122559,1
16MB,64.89 MB,4,global_mean,0.08393430709838867,1
16MB,64.89 MB,4,temporal_mean,0.03931617736816406,1
16MB,64.89 MB,4,climatology,0.07255005836486816,1
16MB,64.89 MB,4,anomaly,0.24345922470092773,1
32MB,128.78 MB,4,global_mean,0.06922030448913574,1
32MB,128.78 MB,4,temporal_mean,0.04876518249511719,1
32MB,128.78 MB,4,climatology,0.09192514419555664,1
32MB,128.78 MB,4,anomaly,0.4550807476043701,1
64MB,256.58 MB,4,global_mean,0.10653519630432129,1
64MB,256.58 MB,4,temporal_mean,0.09612822532653809,1
64MB,256.58 MB,4,climatology,0.16703534126281738,1
64MB,256.58 MB,4,anomaly,0.8958895206451416,1
128MB,512.17 MB,4,global_mean,0.17717409133911133,1
128MB,512.17 MB,4,temporal_mean,0.15865445137023926,1
128MB,512.17 MB,4,climatology,0.2677915096282959,1
128MB,512.17 MB,4,anomaly,2.1284258365631104,1
256MB,1.02 GB,4,global_mean,0.31836557388305664,1
256MB,1.02 GB,4,temporal_mean,0.2862827777862549,1
256MB,1.02 GB,4,climatology,0.48046016693115234,1
256MB,1.02 GB,4,anomaly,4.401916742324829,1
512MB,2.05 GB,4,global_mean,0.6310176849365234,1
512MB,2.05 GB,4,temporal_mean,0.5805199146270752,1
512MB,2.05 GB,4,climatology,0.8978750705718994,1
512MB,2.05 GB,4,anomaly,8.657496929168701,1
8MB,64.89 MB,8,global_mean,0.12248086929321289,1
8MB,64.89 MB,8,temporal_mean,0.05510115623474121,1
8MB,64.89 MB,8,climatology,0.11019158363342285,1
8MB,64.89 MB,8,anomaly,0.3112165927886963,1
16MB,128.78 MB,8,global_mean,0.06941676139831543,1
16MB,128.78 MB,8,temporal_mean,0.05033731460571289,1
16MB,128.78 MB,8,climatology,0.0971527099609375,1
16MB,128.78 MB,8,anomaly,0.45697879791259766,1
32MB,256.58 MB,8,global_mean,0.08708882331848145,1
32MB,256.58 MB,8,temporal_mean,0.058641910552978516,1
32MB,256.58 MB,8,climatology,0.11582255363464355,1
32MB,256.58 MB,8,anomaly,0.8168420791625977,1
64MB,512.17 MB,8,global_mean,0.12152433395385742,1
64MB,512.17 MB,8,temporal_mean,0.10249018669128418,1
64MB,512.17 MB,8,climatology,0.18502044677734375,1
64MB,512.17 MB,8,anomaly,1.6075212955474854,1
128MB,1.02 GB,8,global_mean,0.25084781646728516,1
128MB,1.02 GB,8,temporal_mean,0.17291617393493652,1
128MB,1.02 GB,8,climatology,0.29460644721984863,1
128MB,1.02 GB,8,anomaly,3.8256030082702637,1
256MB,2.05 GB,8,global_mean,0.3348414897918701,1
256MB,2.05 GB,8,temporal_mean,0.3032233715057373,1
256MB,2.05 GB,8,climatology,0.5119616985321045,1
256MB,2.05 GB,8,anomaly,7.789955377578735,1
512MB,4.10 GB,8,global_mean,0.6383457183837891,1
512MB,4.10 GB,8,temporal_mean,0.5910067558288574,1
512MB,4.10 GB,8,climatology,0.9275822639465332,1
512MB,4.10 GB,8,anomaly,16.179524183273315,1
8MB,128.78 MB,16,global_mean,0.16100120544433594,1
8MB,128.78 MB,16,temporal_mean,0.0667722225189209,1
8MB,128.78 MB,16,climatology,0.1121525764465332,1
8MB,128.78 MB,16,anomaly,0.4781527519226074,1
16MB,256.58 MB,16,global_mean,0.09231781959533691,1
16MB,256.58 MB,16,temporal_mean,0.10579919815063477,1
16MB,256.58 MB,16,climatology,0.12296795845031738,1
16MB,256.58 MB,16,anomaly,0.8025257587432861,1
32MB,512.17 MB,16,global_mean,0.10510015487670898,1
32MB,512.17 MB,16,temporal_mean,0.07140874862670898,1
32MB,512.17 MB,16,climatology,0.15426015853881836,1
32MB,512.17 MB,16,anomaly,1.4270272254943848,1
64MB,1.02 GB,16,global_mean,0.13668537139892578,1
64MB,1.02 GB,16,temporal_mean,0.11185836791992188,1
64MB,1.02 GB,16,climatology,0.20336556434631348,1
64MB,1.02 GB,16,anomaly,2.889202117919922,1
128MB,2.05 GB,16,global_mean,0.20682621002197266,1
128MB,2.05 GB,16,temporal_mean,0.1880948543548584,1
128MB,2.05 GB,16,climatology,0.32282590866088867,1
128MB,2.05 GB,16,anomaly,6.815590143203735,1
256MB,4.10 GB,16,global_mean,0.34327006340026855,1
256MB,4.10 GB,16,temporal_mean,0.31828975677490234,1
256MB,4.10 GB,16,climatology,0.5369997024536133,1
256MB,4.10 GB,16,anomaly,14.865578651428223,1
512MB,8.19 GB,16,global_mean,0.67228102684021,1
512MB,8.19 GB,16,temporal_mean,0.6113841533660889,1
512MB,8.19 GB,16,climatology,0.9383664131164551,1
512MB,8.19 GB,16,anomaly,30.091500520706177,1
8MB,256.58 MB,32,global_mean,0.16499614715576172,1
8MB,256.58 MB,32,temporal_mean,0.11102461814880371,1
8MB,256.58 MB,32,climatology,0.15863943099975586,1
8MB,256.58 MB,32,anomaly,0.9499444961547852,1
16MB,512.17 MB,32,global_mean,0.11560750007629395,1
16MB,512.17 MB,32,temporal_mean,0.10293769836425781,1
16MB,512.17 MB,32,climatology,0.22989678382873535,1
16MB,512.17 MB,32,anomaly,1.5494494438171387,1
32MB,1.02 GB,32,global_mean,0.12908458709716797,1
32MB,1.02 GB,32,temporal_mean,0.11259937286376953,1
32MB,1.02 GB,32,climatology,0.19319725036621094,1
32MB,1.02 GB,32,anomaly,2.6399049758911133,1
64MB,2.05 GB,32,global_mean,0.24657177925109863,1
64MB,2.05 GB,32,temporal_mean,0.13671374320983887,1
64MB,2.05 GB,32,climatology,0.24386072158813477,1
64MB,2.05 GB,32,anomaly,5.470442295074463,1
128MB,4.10 GB,32,global_mean,0.2384047508239746,1
128MB,4.10 GB,32,temporal_mean,0.22885704040527344,1
128MB,4.10 GB,32,climatology,0.38631343841552734,1
128MB,4.10 GB,32,anomaly,13.547042846679688,1
256MB,8.19 GB,32,global_mean,0.4024484157562256,1
256MB,8.19 GB,32,temporal_mean,0.4688687324523926,1
256MB,8.19 GB,32,climatology,0.6056714057922363,1
256MB,8.19 GB,32,anomaly,29.553110361099243,1
512MB,16.38 GB,32,global_mean,0.6747446060180664,1
512MB,16.38 GB,32,temporal_mean,0.6487143039703369,1
512MB,16.38 GB,32,climatology,1.029719352722168,1
512MB,16.38 GB,32,anomaly,58.179044246673584,1
