chunk_size,dataset_size,num_nodes,operation,runtime,worker_per_node
8MB,8.85 MB,1,global_mean,0.08601164817810059,1
8MB,8.85 MB,1,temporal_mean,0.027781248092651367,1
8MB,8.85 MB,1,climatology,0.07059717178344727,1
8MB,8.85 MB,1,anomaly,0.07318806648254395,1
16MB,16.72 MB,1,global_mean,0.03699779510498047,1
16MB,16.72 MB,1,temporal_mean,0.03285670280456543,1
16MB,16.72 MB,1,climatology,0.04635190963745117,1
16MB,16.72 MB,1,anomaly,0.11031126976013184,1
32MB,32.45 MB,1,global_mean,0.0626220703125,1
32MB,32.45 MB,1,temporal_mean,0.04016613960266113,1
32MB,32.45 MB,1,climatology,0.06442022323608398,1
32MB,32.45 MB,1,anomaly,0.1585237979888916,1
64MB,64.89 MB,1,global_mean,0.12610244750976562,1
64MB,64.89 MB,1,temporal_mean,0.06091737747192383,1
64MB,64.89 MB,1,climatology,0.11977601051330566,1
64MB,64.89 MB,1,anomaly,0.38591742515563965,1
128MB,128.78 MB,1,global_mean,0.16501903533935547,1
128MB,128.78 MB,1,temporal_mean,0.1615135669708252,1
128MB,128.78 MB,1,climatology,0.2438490390777588,1
128MB,128.78 MB,1,anomaly,0.862947940826416,1
256MB,256.58 MB,1,global_mean,0.30031251907348633,1
256MB,256.58 MB,1,temporal_mean,0.2803030014038086,1
256MB,256.58 MB,1,climatology,0.44081950187683105,1
256MB,256.58 MB,1,anomaly,1.719738483428955,1
512MB,512.17 MB,1,global_mean,0.6057531833648682,1
512MB,512.17 MB,1,temporal_mean,0.5739197731018066,1
512MB,512.17 MB,1,climatology,0.8606836795806885,1
512MB,512.17 MB,1,anomaly,3.3421120643615723,1
8MB,16.72 MB,2,global_mean,0.09987688064575195,1
8MB,16.72 MB,2,temporal_mean,0.034027814865112305,1
8MB,16.72 MB,2,climatology,0.05773591995239258,1
8MB,16.72 MB,2,anomaly,0.1186373233795166,1
16MB,32.45 MB,2,global_mean,0.04570126533508301,1
16MB,32.45 MB,2,temporal_mean,0.036580562591552734,1
16MB,32.45 MB,2,climatology,0.06339168548583984,1
16MB,32.45 MB,2,anomaly,0.1487743854522705,1
32MB,64.89 MB,2,global_mean,0.0651247501373291,1
32MB,64.89 MB,2,temporal_mean,0.04260611534118652,1
32MB,64.89 MB,2,climatology,0.09751391410827637,1
32MB,64.89 MB,2,anomaly,0.2657632827758789,1
64MB,128.78 MB,2,global_mean,0.09934496879577637,1
64MB,128.78 MB,2,temporal_mean,0.09032750129699707,1
64MB,128.78 MB,2,climatology,0.14508986473083496,1
64MB,128.78 MB,2,anomaly,0.593855619430542,1
128MB,256.58 MB,2,global_mean,0.16798925399780273,1
128MB,256.58 MB,2,temporal_mean,0.15764117240905762,1
128MB,256.58 MB,2,climatology,0.25471019744873047,1
128MB,256.58 MB,2,anomaly,1.2559280395507812,1
256MB,512.17 MB,2,global_mean,0.3078644275665283,1
256MB,512.17 MB,2,temporal_mean,0.2855710983276367,1
256MB,512.17 MB,2,climatology,0.47104549407958984,1
256MB,512.17 MB,2,anomaly,2.5719242095947266,1
512MB,1.02 GB,2,global_mean,0.6158730983734131,1
512MB,1.02 GB,2,temporal_mean,0.5777075290679932,1
512MB,1.02 GB,2,climatology,0.8830468654632568,1
512MB,1.02 GB,2,anomaly,5.048506021499634,1
8MB,32.45 MB,4,global_mean,0.09710907936096191,1
8MB,32.45 MB,4,temporal_mean,0.04926562309265137,1
8MB,32.45 MB,4,climatology,0.06093883514404297,1
