chunk_size,dataset_size,num_nodes,operation,runtime,worker_per_node
8MB,32.45 MB,1,global_mean,0.09941959381103516,4
8MB,32.45 MB,1,temporal_mean,0.04023337364196777,4
8MB,32.45 MB,1,climatology,0.06412649154663086,4
8MB,32.45 MB,1,anomaly,0.19927144050598145,4
16MB,64.89 MB,1,global_mean,0.049860239028930664,4
16MB,64.89 MB,1,temporal_mean,0.043550729751586914,4
16MB,64.89 MB,1,climatology,0.07397174835205078,4
16MB,64.89 MB,1,anomaly,0.28624606132507324,4
32MB,128.78 MB,1,global_mean,0.07116103172302246,4
32MB,128.78 MB,1,temporal_mean,0.05121207237243652,4
32MB,128.78 MB,1,climatology,0.09322786331176758,4
32MB,128.78 MB,1,anomaly,0.4085562229156494,4
64MB,256.58 MB,1,global_mean,0.10555744171142578,4
64MB,256.58 MB,1,temporal_mean,0.0957024097442627,4
64MB,256.58 MB,1,climatology,0.17013835906982422,4
64MB,256.58 MB,1,anomaly,0.9111909866333008,4
128MB,512.17 MB,1,global_mean,0.18023109436035156,4
128MB,512.17 MB,1,temporal_mean,0.16795897483825684,4
128MB,512.17 MB,1,climatology,0.2722156047821045,4
128MB,512.17 MB,1,anomaly,2.206021547317505,4
256MB,1.02 GB,1,global_mean,0.3305013179779053,4
256MB,1.02 GB,1,temporal_mean,0.30298352241516113,4
256MB,1.02 GB,1,climatology,0.5023193359375,4
256MB,1.02 GB,1,anomaly,4.365543603897095,4
8MB,64.89 MB,2,global_mean,0.0742793083190918,4
8MB,64.89 MB,2,temporal_mean,0.048658132553100586,4
8MB,64.89 MB,2,climatology,0.1356945037841797,4
8MB,64.89 MB,2,anomaly,0.27881741523742676,4
16MB,128.78 MB,2,global_mean,0.07349824905395508,4
16MB,128.78 MB,2,temporal_mean,0.04793143272399902,4
16MB,128.78 MB,2,climatology,0.0962667465209961,4
16MB,128.78 MB,2,anomaly,0.45104265213012695,4
32MB,256.58 MB,2,global_mean,0.08904242515563965,4
32MB,256.58 MB,2,temporal_mean,0.057764291763305664,4
32MB,256.58 MB,2,climatology,0.11216163635253906,4
32MB,256.58 MB,2,anomaly,0.8208963871002197,4
64MB,512.17 MB,2,global_mean,0.12183141708374023,4
64MB,512.17 MB,2,temporal_mean,0.10189342498779297,4
64MB,512.17 MB,2,climatology,0.17543888092041016,4
64MB,512.17 MB,2,anomaly,1.5689468383789062,4
128MB,1.02 GB,2,global_mean,0.19660282135009766,4
128MB,1.02 GB,2,temporal_mean,0.17447280883789062,4
128MB,1.02 GB,2,climatology,0.2981753349304199,4
128MB,1.02 GB,2,anomaly,3.862520456314087,4
256MB,2.05 GB,2,global_mean,0.3472940921783447,4
256MB,2.05 GB,2,temporal_mean,0.30634140968322754,4
256MB,2.05 GB,2,climatology,0.514610767364502,4
256MB,2.05 GB,2,anomaly,7.905020236968994,4
8MB,128.78 MB,4,global_mean,0.08537578582763672,4
8MB,128.78 MB,4,temporal_mean,0.07190299034118652,4
8MB,128.78 MB,4,climatology,0.11422944068908691,4
8MB,128.78 MB,4,anomaly,0.5342438220977783,4
16MB,256.58 MB,4,global_mean,0.08770871162414551,4
16MB,256.58 MB,4,temporal_mean,0.06604456901550293,4
16MB,256.58 MB,4,climatology,0.13228440284729004,4
16MB,256.58 MB,4,anomaly,0.7465486526489258,4
32MB,512.17 MB,4,global_mean,0.1046595573425293,4
32MB,512.17 MB,4,temporal_mean,0.07777285575866699,4
32MB,512.17 MB,4,climatology,0.15197277069091797,4
32MB,512.17 MB,4,anomaly,1.362410306930542,4
64MB,1.02 GB,4,global_mean,0.1410994529724121,4
64MB,1.02 GB,4,temporal_mean,0.11727166175842285,4
64MB,1.02 GB,4,climatology,0.20975756645202637,4
64MB,1.02 GB,4,anomaly,2.720472812652588,4
128MB,2.05 GB,4,global_mean,0.21620583534240723,4
128MB,2.05 GB,4,temporal_mean,0.19129443168640137,4
128MB,2.05 GB,4,climatology,0.3671085834503174,4
128MB,2.05 GB,4,anomaly,7.192772150039673,4
256MB,4.10 GB,4,global_mean,0.353651762008667,4
256MB,4.10 GB,4,temporal_mean,0.32498788833618164,4
256MB,4.10 GB,4,climatology,0.5515391826629639,4
256MB,4.10 GB,4,anomaly,15.297682285308838,4
8MB,256.58 MB,8,global_mean,0.19086742401123047,4
8MB,256.58 MB,8,temporal_mean,0.11413860321044922,4
8MB,256.58 MB,8,climatology,0.1604301929473877,4
8MB,256.58 MB,8,anomaly,0.9010987281799316,4
16MB,512.17 MB,8,global_mean,0.12822747230529785,4
16MB,512.17 MB,8,temporal_mean,0.10607504844665527,4
16MB,512.17 MB,8,climatology,0.22977399826049805,4
16MB,512.17 MB,8,anomaly,1.4968550205230713,4
32MB,1.02 GB,8,global_mean,0.14200687408447266,4
32MB,1.02 GB,8,temporal_mean,0.11676764488220215,4
32MB,1.02 GB,8,climatology,0.20560717582702637,4
32MB,1.02 GB,8,anomaly,2.786975860595703,4
64MB,2.05 GB,8,global_mean,0.1771562099456787,4
64MB,2.05 GB,8,temporal_mean,0.20622515678405762,4
64MB,2.05 GB,8,climatology,0.2578239440917969,4
64MB,2.05 GB,8,anomaly,5.792746543884277,4
128MB,4.10 GB,8,global_mean,0.24608683586120605,4
128MB,4.10 GB,8,temporal_mean,0.22910523414611816,4
128MB,4.10 GB,8,climatology,0.3790714740753174,4
128MB,4.10 GB,8,anomaly,13.761453866958618,4
256MB,8.19 GB,8,global_mean,0.38865017890930176,4
256MB,8.19 GB,8,temporal_mean,0.3653748035430908,4
256MB,8.19 GB,8,climatology,0.6148073673248291,4
256MB,8.19 GB,8,anomaly,29.152747631072998,4
