chunk_size,dataset_size,num_nodes,operation,runtime,worker_per_node
8MB,8.85 MB,1,global_mean,0.11916613578796387,1
8MB,8.85 MB,1,temporal_mean,0.028585195541381836,1
8MB,8.85 MB,1,climatology,0.09307670593261719,1
8MB,8.85 MB,1,anomaly,0.10503411293029785,1
16MB,16.72 MB,1,global_mean,0.03694748878479004,1
16MB,16.72 MB,1,temporal_mean,0.03296065330505371,1
16MB,16.72 MB,1,climatology,0.04887533187866211,1
16MB,16.72 MB,1,anomaly,0.11132216453552246,1
32MB,32.45 MB,1,global_mean,0.05683565139770508,1
32MB,32.45 MB,1,temporal_mean,0.04003643989562988,1
32MB,32.45 MB,1,climatology,0.06978249549865723,1
32MB,32.45 MB,1,anomaly,0.17140746116638184,1
64MB,64.89 MB,1,global_mean,0.11622190475463867,1
64MB,64.89 MB,1,temporal_mean,0.061525821685791016,1
64MB,64.89 MB,1,climatology,0.13336658477783203,1
64MB,64.89 MB,1,anomaly,0.3941080570220947,1
128MB,128.78 MB,1,global_mean,0.16635465621948242,1
128MB,128.78 MB,1,temporal_mean,0.1525437831878662,1
128MB,128.78 MB,1,climatology,0.239271879196167,1
128MB,128.78 MB,1,anomaly,0.8481051921844482,1
256MB,256.58 MB,1,global_mean,0.303408145904541,1
256MB,256.58 MB,1,temporal_mean,0.2825205326080322,1
256MB,256.58 MB,1,climatology,0.4511754512786865,1
256MB,256.58 MB,1,anomaly,1.6743788719177246,1
512MB,512.17 MB,1,global_mean,0.6097829341888428,1
512MB,512.17 MB,1,temporal_mean,0.5738332271575928,1
512MB,512.17 MB,1,climatology,0.8588888645172119,1
512MB,512.17 MB,1,anomaly,3.3880996704101562,1
8MB,16.72 MB,2,global_mean,0.044396400451660156,1
8MB,16.72 MB,2,temporal_mean,0.038543701171875,1
8MB,16.72 MB,2,climatology,0.10168814659118652,1
8MB,16.72 MB,2,anomaly,0.12629342079162598,1
16MB,32.45 MB,2,global_mean,0.04436087608337402,1
16MB,32.45 MB,2,temporal_mean,0.03607916831970215,1
16MB,32.45 MB,2,climatology,0.06422829627990723,1
16MB,32.45 MB,2,anomaly,0.1376817226409912,1
32MB,64.89 MB,2,global_mean,0.06181693077087402,1
32MB,64.89 MB,2,temporal_mean,0.04666900634765625,1
32MB,64.89 MB,2,climatology,0.08750510215759277,1
32MB,64.89 MB,2,anomaly,0.24532866477966309,1
64MB,128.78 MB,2,global_mean,0.09966135025024414,1
64MB,128.78 MB,2,temporal_mean,0.08819174766540527,1
64MB,128.78 MB,2,climatology,0.13368535041809082,1
64MB,128.78 MB,2,anomaly,0.5322110652923584,1
128MB,256.58 MB,2,global_mean,0.16939401626586914,1
128MB,256.58 MB,2,temporal_mean,0.1566472053527832,1
128MB,256.58 MB,2,climatology,0.26726818084716797,1
128MB,256.58 MB,2,anomaly,1.2969090938568115,1
256MB,512.17 MB,2,global_mean,0.3059372901916504,1
256MB,512.17 MB,2,temporal_mean,0.28281426429748535,1
256MB,512.17 MB,2,climatology,0.4684617519378662,1
256MB,512.17 MB,2,anomaly,2.6640853881835938,1
512MB,1.02 GB,2,global_mean,0.6153659820556641,1
512MB,1.02 GB,2,temporal_mean,0.573514461517334,1
512MB,1.02 GB,2,climatology,0.87249755859375,1
512MB,1.02 GB,2,anomaly,5.263455390930176,1
8MB,32.45 MB,4,global_mean,0.10425877571105957,1
8MB,32.45 MB,4,temporal_mean,0.042745351791381836,1
8MB,32.45 MB,4,climatology,0.08282661437988281,1
8MB,32.45 MB,4,anomaly,0.18207359313964844,1
16MB,64.89 MB,4,global_mean,0.0563504695892334,1
16MB,64.89 MB,4,temporal_mean,0.04641127586364746,1
16MB,64.89 MB,4,climatology,0.08264279365539551,1
16MB,64.89 MB,4,anomaly,0.28940629959106445,1
32MB,128.78 MB,4,global_mean,0.06931328773498535,1
32MB,128.78 MB,4,temporal_mean,0.04530048370361328,1
32MB,128.78 MB,4,climatology,0.09401416778564453,1
32MB,128.78 MB,4,anomaly,0.42879438400268555,1
64MB,256.58 MB,4,global_mean,0.11018133163452148,1
64MB,256.58 MB,4,temporal_mean,0.09778285026550293,1
64MB,256.58 MB,4,climatology,0.16435575485229492,1
64MB,256.58 MB,4,anomaly,0.9009671211242676,1
128MB,512.17 MB,4,global_mean,0.17684602737426758,1
128MB,512.17 MB,4,temporal_mean,0.16326522827148438,1
128MB,512.17 MB,4,climatology,0.2613825798034668,1
128MB,512.17 MB,4,anomaly,2.1538753509521484,1
256MB,1.02 GB,4,global_mean,0.320406436920166,1
256MB,1.02 GB,4,temporal_mean,0.289966344833374,1
256MB,1.02 GB,4,climatology,0.4886484146118164,1
256MB,1.02 GB,4,anomaly,4.358644247055054,1
512MB,2.05 GB,4,global_mean,0.6266074180603027,1
512MB,2.05 GB,4,temporal_mean,0.5782074928283691,1
512MB,2.05 GB,4,climatology,0.8871304988861084,1
512MB,2.05 GB,4,anomaly,8.756787061691284,1
