chunk_size,dataset_size,num_nodes,operation,runtime,worker_per_node
512MB,4.10 GB,4,global_mean,0.6871058940887451,2
512MB,4.10 GB,4,temporal_mean,0.6429264545440674,2
512MB,4.10 GB,4,climatology,1.0016257762908936,2
512MB,4.10 GB,4,anomaly,19.57539963722229,2
8MB,128.78 MB,8,global_mean,0.11738705635070801,2
8MB,128.78 MB,8,temporal_mean,0.08331871032714844,2
8MB,128.78 MB,8,climatology,0.1384108066558838,2
8MB,128.78 MB,8,anomaly,0.6926381587982178,2
16MB,256.58 MB,8,global_mean,0.1169438362121582,2
16MB,256.58 MB,8,temporal_mean,0.09352421760559082,2
16MB,256.58 MB,8,climatology,0.17143988609313965,2
16MB,256.58 MB,8,anomaly,1.0414643287658691,2
32MB,512.17 MB,8,global_mean,0.1308901309967041,2
32MB,512.17 MB,8,temporal_mean,0.13419079780578613,2
32MB,512.17 MB,8,climatology,0.23848176002502441,2
32MB,512.17 MB,8,anomaly,2.0374021530151367,2
64MB,1.02 GB,8,global_mean,0.16913294792175293,2
64MB,1.02 GB,8,temporal_mean,0.14083194732666016,2
64MB,1.02 GB,8,climatology,0.26187896728515625,2
64MB,1.02 GB,8,anomaly,3.9102113246917725,2
128MB,2.05 GB,8,global_mean,0.23737001419067383,2
128MB,2.05 GB,8,temporal_mean,0.23565435409545898,2
128MB,2.05 GB,8,climatology,0.4101731777191162,2
128MB,2.05 GB,8,anomaly,9.430772066116333,2
256MB,4.10 GB,8,global_mean,0.3676292896270752,2
256MB,4.10 GB,8,temporal_mean,0.35717010498046875,2
256MB,4.10 GB,8,climatology,0.6389803886413574,2
256MB,4.10 GB,8,anomaly,17.05073356628418,2
512MB,8.19 GB,8,global_mean,0.7115225791931152,2
512MB,8.19 GB,8,temporal_mean,0.6453185081481934,2
512MB,8.19 GB,8,climatology,1.0297484397888184,2
512MB,8.19 GB,8,anomaly,37.08733606338501,2
8MB,256.58 MB,16,global_mean,0.16179442405700684,2
8MB,256.58 MB,16,temporal_mean,0.13975119590759277,2
8MB,256.58 MB,16,climatology,0.2011699676513672,2
8MB,256.58 MB,16,anomaly,1.0187511444091797,2
16MB,512.17 MB,16,global_mean,0.13927125930786133,2
16MB,512.17 MB,16,temporal_mean,0.16048097610473633,2
16MB,512.17 MB,16,climatology,0.3351261615753174,2
16MB,512.17 MB,16,anomaly,1.8490469455718994,2
32MB,1.02 GB,16,global_mean,0.1743330955505371,2
32MB,1.02 GB,16,temporal_mean,0.16918468475341797,2
32MB,1.02 GB,16,climatology,0.2770731449127197,2
32MB,1.02 GB,16,anomaly,3.1755330562591553,2
64MB,2.05 GB,16,global_mean,0.28751087188720703,2
64MB,2.05 GB,16,temporal_mean,0.20123600959777832,2
64MB,2.05 GB,16,climatology,0.32654905319213867,2
64MB,2.05 GB,16,anomaly,6.645482063293457,2
128MB,4.10 GB,16,global_mean,0.3409543037414551,2
128MB,4.10 GB,16,temporal_mean,0.2603328227996826,2
128MB,4.10 GB,16,climatology,0.44275355339050293,2
128MB,4.10 GB,16,anomaly,15.856506586074829,2
256MB,8.19 GB,16,global_mean,0.4147462844848633,2
256MB,8.19 GB,16,temporal_mean,0.38536524772644043,2
256MB,8.19 GB,16,climatology,1.057525634765625,2
256MB,8.19 GB,16,anomaly,31.4948308467865,2
512MB,16.38 GB,16,global_mean,0.7087807655334473,2
512MB,16.38 GB,16,temporal_mean,0.6569380760192871,2
512MB,16.38 GB,16,climatology,1.059112310409546,2
512MB,16.38 GB,16,anomaly,72.6868941783905,2
8MB,512.17 MB,32,global_mean,0.26712918281555176,2
8MB,512.17 MB,32,temporal_mean,0.6589136123657227,2
8MB,512.17 MB,32,climatology,0.3796515464782715,2
8MB,512.17 MB,32,anomaly,2.2059459686279297,2
16MB,1.02 GB,32,global_mean,0.4465339183807373,2
16MB,1.02 GB,32,temporal_mean,0.290743350982666,2
16MB,1.02 GB,32,climatology,0.43042588233947754,2
16MB,1.02 GB,32,anomaly,4.365112066268921,2
32MB,2.05 GB,32,global_mean,0.26189589500427246,2
32MB,2.05 GB,32,temporal_mean,0.3478569984436035,2
32MB,2.05 GB,32,climatology,0.4539225101470947,2
32MB,2.05 GB,32,anomaly,6.730035066604614,2
64MB,4.10 GB,32,global_mean,0.27410292625427246,2
64MB,4.10 GB,32,temporal_mean,0.5309102535247803,2
64MB,4.10 GB,32,climatology,0.5016677379608154,2
64MB,4.10 GB,32,anomaly,13.36326813697815,2
128MB,8.19 GB,32,global_mean,0.36840271949768066,2
128MB,8.19 GB,32,temporal_mean,0.3966255187988281,2
128MB,8.19 GB,32,climatology,0.9339101314544678,2
128MB,8.19 GB,32,anomaly,33.18580913543701,2
256MB,16.38 GB,32,global_mean,0.47999119758605957,2
256MB,16.38 GB,32,temporal_mean,0.79935622215271,2
256MB,16.38 GB,32,climatology,0.976351261138916,2
256MB,16.38 GB,32,anomaly,69.82125234603882,2
512MB,32.77 GB,32,global_mean,1.015408992767334,2
512MB,32.77 GB,32,temporal_mean,1.1349561214447021,2
512MB,32.77 GB,32,climatology,1.3592209815979004,2
512MB,32.77 GB,32,anomaly,156.30767130851746,2
