chunk_size,dataset_size,num_nodes,operation,runtime,worker_per_node
8MB,16.72 MB,1,global_mean,0.06380915641784668,2
8MB,16.72 MB,1,temporal_mean,0.04426407814025879,2
8MB,16.72 MB,1,climatology,0.07580041885375977,2
8MB,16.72 MB,1,anomaly,0.16399812698364258,2
16MB,32.45 MB,1,global_mean,0.05300784111022949,2
16MB,32.45 MB,1,temporal_mean,0.04180598258972168,2
16MB,32.45 MB,1,climatology,0.09275007247924805,2
16MB,32.45 MB,1,anomaly,0.19511771202087402,2
32MB,64.89 MB,1,global_mean,0.07552337646484375,2
32MB,64.89 MB,1,temporal_mean,0.05226731300354004,2
32MB,64.89 MB,1,climatology,0.10603189468383789,2
32MB,64.89 MB,1,anomaly,0.30480170249938965,2
64MB,128.78 MB,1,global_mean,0.11098551750183105,2
64MB,128.78 MB,1,temporal_mean,0.09656715393066406,2
64MB,128.78 MB,1,climatology,0.3751652240753174,2
64MB,128.78 MB,1,anomaly,0.6419110298156738,2
128MB,256.58 MB,1,global_mean,0.18105506896972656,2
128MB,256.58 MB,1,temporal_mean,0.1702561378479004,2
128MB,256.58 MB,1,climatology,0.2903110980987549,2
128MB,256.58 MB,1,anomaly,1.6184542179107666,2
256MB,512.17 MB,1,global_mean,0.3327212333679199,2
256MB,512.17 MB,1,temporal_mean,0.32773303985595703,2
256MB,512.17 MB,1,climatology,0.5163946151733398,2
256MB,512.17 MB,1,anomaly,3.221841812133789,2
512MB,1.02 GB,1,global_mean,0.634037971496582,2
512MB,1.02 GB,1,temporal_mean,0.5930953025817871,2
512MB,1.02 GB,1,climatology,0.9112064838409424,2
512MB,1.02 GB,1,anomaly,6.0518224239349365,2
8MB,32.45 MB,2,global_mean,0.07055068016052246,2
8MB,32.45 MB,2,temporal_mean,0.06782126426696777,2
8MB,32.45 MB,2,climatology,0.09277129173278809,2
8MB,32.45 MB,2,anomaly,0.21951580047607422,2
16MB,64.89 MB,2,global_mean,0.06307744979858398,2
16MB,64.89 MB,2,temporal_mean,0.051813364028930664,2
16MB,64.89 MB,2,climatology,0.09911966323852539,2
16MB,64.89 MB,2,anomaly,0.2881758213043213,2
32MB,128.78 MB,2,global_mean,0.08118605613708496,2
32MB,128.78 MB,2,temporal_mean,0.06331706047058105,2
32MB,128.78 MB,2,climatology,0.11309528350830078,2
32MB,128.78 MB,2,anomaly,0.5360608100891113,2
64MB,256.58 MB,2,global_mean,0.12500667572021484,2
64MB,256.58 MB,2,temporal_mean,0.10946488380432129,2
64MB,256.58 MB,2,climatology,0.2020719051361084,2
64MB,256.58 MB,2,anomaly,1.0735969543457031,2
128MB,512.17 MB,2,global_mean,0.18813037872314453,2
128MB,512.17 MB,2,temporal_mean,0.17806196212768555,2
128MB,512.17 MB,2,climatology,0.3063349723815918,2
128MB,512.17 MB,2,anomaly,2.780409812927246,2
256MB,1.02 GB,2,global_mean,0.3440968990325928,2
256MB,1.02 GB,2,temporal_mean,0.3211698532104492,2
256MB,1.02 GB,2,climatology,0.5479345321655273,2
256MB,1.02 GB,2,anomaly,5.801811695098877,2
512MB,2.05 GB,2,global_mean,0.6539831161499023,2
512MB,2.05 GB,2,temporal_mean,0.6067383289337158,2
512MB,2.05 GB,2,climatology,0.9681918621063232,2
512MB,2.05 GB,2,anomaly,10.487205266952515,2
8MB,64.89 MB,4,global_mean,0.1366279125213623,2
8MB,64.89 MB,4,temporal_mean,0.06755852699279785,2
8MB,64.89 MB,4,climatology,0.13253021240234375,2
8MB,64.89 MB,4,anomaly,0.40832948684692383,2
16MB,128.78 MB,4,global_mean,0.08140969276428223,2
16MB,128.78 MB,4,temporal_mean,0.058643341064453125,2
16MB,128.78 MB,4,climatology,0.12992262840270996,2
16MB,128.78 MB,4,anomaly,0.5933403968811035,2
32MB,256.58 MB,4,global_mean,0.10437655448913574,2
32MB,256.58 MB,4,temporal_mean,0.0723123550415039,2
32MB,256.58 MB,4,climatology,0.16291451454162598,2
32MB,256.58 MB,4,anomaly,1.3023107051849365,2
64MB,512.17 MB,4,global_mean,0.13515615463256836,2
64MB,512.17 MB,4,temporal_mean,0.11426305770874023,2
64MB,512.17 MB,4,climatology,0.2086164951324463,2
64MB,512.17 MB,4,anomaly,2.053196668624878,2
128MB,1.02 GB,4,global_mean,0.21917295455932617,2
128MB,1.02 GB,4,temporal_mean,0.19930410385131836,2
128MB,1.02 GB,4,climatology,0.3518991470336914,2
128MB,1.02 GB,4,anomaly,4.368115186691284,2
256MB,2.05 GB,4,global_mean,0.3593006134033203,2
256MB,2.05 GB,4,temporal_mean,0.3311045169830322,2
256MB,2.05 GB,4,climatology,0.5660099983215332,2
256MB,2.05 GB,4,anomaly,9.311370134353638,2
