chunk_size,dataset_size,num_nodes,operation,runtime,worker_per_node
8MB,32.45 MB,1,global_mean,0.09317183494567871,4
8MB,32.45 MB,1,temporal_mean,0.03800606727600098,4
8MB,32.45 MB,1,climatology,0.09114480018615723,4
8MB,32.45 MB,1,anomaly,0.18470144271850586,4
16MB,64.89 MB,1,global_mean,0.05129384994506836,4
16MB,64.89 MB,1,temporal_mean,0.03998112678527832,4
16MB,64.89 MB,1,climatology,0.11235189437866211,4
16MB,64.89 MB,1,anomaly,0.2946457862854004,4
32MB,128.78 MB,1,global_mean,0.07255077362060547,4
32MB,128.78 MB,1,temporal_mean,0.04995322227478027,4
32MB,128.78 MB,1,climatology,0.09739112854003906,4
32MB,128.78 MB,1,anomaly,0.4478628635406494,4
64MB,256.58 MB,1,global_mean,0.1105339527130127,4
64MB,256.58 MB,1,temporal_mean,0.09481263160705566,4
64MB,256.58 MB,1,climatology,0.16462039947509766,4
64MB,256.58 MB,1,anomaly,0.9259212017059326,4
128MB,512.17 MB,1,global_mean,0.18390297889709473,4
128MB,512.17 MB,1,temporal_mean,0.17748475074768066,4
128MB,512.17 MB,1,climatology,0.271212100982666,4
128MB,512.17 MB,1,anomaly,2.157478094100952,4
256MB,1.02 GB,1,global_mean,0.3452425003051758,4
256MB,1.02 GB,1,temporal_mean,0.3018150329589844,4
256MB,1.02 GB,1,climatology,0.5040249824523926,4
256MB,1.02 GB,1,anomaly,4.376845836639404,4
512MB,2.05 GB,1,global_mean,0.666802167892456,4
512MB,2.05 GB,1,temporal_mean,0.6213545799255371,4
512MB,2.05 GB,1,climatology,0.9378345012664795,4
512MB,2.05 GB,1,anomaly,8.788586378097534,4
8MB,64.89 MB,2,global_mean,0.14470672607421875,4
8MB,64.89 MB,2,temporal_mean,0.04932665824890137,4
8MB,64.89 MB,2,climatology,0.17188119888305664,4
8MB,64.89 MB,2,anomaly,0.29638051986694336,4
16MB,128.78 MB,2,global_mean,0.0730581283569336,4
16MB,128.78 MB,2,temporal_mean,0.05386614799499512,4
16MB,128.78 MB,2,climatology,0.10047006607055664,4
16MB,128.78 MB,2,anomaly,0.4699971675872803,4
32MB,256.58 MB,2,global_mean,0.0920257568359375,4
32MB,256.58 MB,2,temporal_mean,0.06058025360107422,4
32MB,256.58 MB,2,climatology,0.12166857719421387,4
32MB,256.58 MB,2,anomaly,0.6568853855133057,4
64MB,512.17 MB,2,global_mean,0.12620210647583008,4
64MB,512.17 MB,2,temporal_mean,0.10396051406860352,4
64MB,512.17 MB,2,climatology,0.18539929389953613,4
64MB,512.17 MB,2,anomaly,1.361471176147461,4
128MB,1.02 GB,2,global_mean,0.1975269317626953,4
128MB,1.02 GB,2,temporal_mean,0.1816725730895996,4
128MB,1.02 GB,2,climatology,0.2995476722717285,4
128MB,1.02 GB,2,anomaly,3.5677924156188965,4
256MB,2.05 GB,2,global_mean,0.35204076766967773,4
256MB,2.05 GB,2,temporal_mean,0.3095080852508545,4
256MB,2.05 GB,2,climatology,0.5355076789855957,4
256MB,2.05 GB,2,anomaly,7.742452144622803,4
512MB,4.10 GB,2,global_mean,0.669569730758667,4
512MB,4.10 GB,2,temporal_mean,0.6179437637329102,4
512MB,4.10 GB,2,climatology,0.9502782821655273,4
512MB,4.10 GB,2,anomaly,15.958146333694458,4
8MB,128.78 MB,4,global_mean,0.09045910835266113,4
8MB,128.78 MB,4,temporal_mean,0.08279585838317871,4
8MB,128.78 MB,4,climatology,0.14896488189697266,4
8MB,128.78 MB,4,anomaly,0.5080602169036865,4
16MB,256.58 MB,4,global_mean,0.11509180068969727,4
16MB,256.58 MB,4,temporal_mean,0.07449007034301758,4
16MB,256.58 MB,4,climatology,0.13315892219543457,4
16MB,256.58 MB,4,anomaly,0.7787735462188721,4
32MB,512.17 MB,4,global_mean,0.10439467430114746,4
32MB,512.17 MB,4,temporal_mean,0.08236360549926758,4
32MB,512.17 MB,4,climatology,0.1598365306854248,4
32MB,512.17 MB,4,anomaly,1.3441600799560547,4
64MB,1.02 GB,4,global_mean,0.15884613990783691,4
64MB,1.02 GB,4,temporal_mean,0.11691570281982422,4
64MB,1.02 GB,4,climatology,0.30426526069641113,4
64MB,1.02 GB,4,anomaly,2.656377077102661,4
128MB,2.05 GB,4,global_mean,0.21587920188903809,4
128MB,2.05 GB,4,temporal_mean,0.19778084754943848,4
128MB,2.05 GB,4,climatology,0.33281922340393066,4
128MB,2.05 GB,4,anomaly,6.836523771286011,4
256MB,4.10 GB,4,global_mean,0.3623523712158203,4
256MB,4.10 GB,4,temporal_mean,0.32904767990112305,4
256MB,4.10 GB,4,climatology,0.5580418109893799,4
256MB,4.10 GB,4,anomaly,15.103282690048218,4
512MB,8.19 GB,4,global_mean,0.7725856304168701,4
512MB,8.19 GB,4,temporal_mean,0.6390478610992432,4
512MB,8.19 GB,4,climatology,0.9827983379364014,4
512MB,8.19 GB,4,anomaly,31.19955277442932,4
8MB,256.58 MB,8,global_mean,0.14365339279174805,4
8MB,256.58 MB,8,temporal_mean,0.12154173851013184,4
8MB,256.58 MB,8,climatology,0.27936339378356934,4
8MB,256.58 MB,8,anomaly,0.9091262817382812,4
16MB,512.17 MB,8,global_mean,0.1415119171142578,4
16MB,512.17 MB,8,temporal_mean,0.1188805103302002,4
16MB,512.17 MB,8,climatology,0.17599844932556152,4
16MB,512.17 MB,8,anomaly,1.4784653186798096,4
32MB,1.02 GB,8,global_mean,0.15470099449157715,4
32MB,1.02 GB,8,temporal_mean,0.20902347564697266,4
32MB,1.02 GB,8,climatology,0.2230513095855713,4
32MB,1.02 GB,8,anomaly,2.6758642196655273,4
64MB,2.05 GB,8,global_mean,0.21155595779418945,4
64MB,2.05 GB,8,temporal_mean,0.16823291778564453,4
64MB,2.05 GB,8,climatology,0.30164670944213867,4
64MB,2.05 GB,8,anomaly,5.633311986923218,4
128MB,4.10 GB,8,global_mean,0.2467939853668213,4
128MB,4.10 GB,8,temporal_mean,0.2460176944732666,4
128MB,4.10 GB,8,climatology,0.39796924591064453,4
128MB,4.10 GB,8,anomaly,13.900458335876465,4
256MB,8.19 GB,8,global_mean,0.38771677017211914,4
256MB,8.19 GB,8,temporal_mean,0.3774094581604004,4
256MB,8.19 GB,8,climatology,0.6278245449066162,4
256MB,8.19 GB,8,anomaly,30.8763530254364,4
512MB,16.38 GB,8,global_mean,1.7411890029907227,4
512MB,16.38 GB,8,temporal_mean,0.7410650253295898,4
512MB,16.38 GB,8,climatology,1.0877716541290283,4
512MB,16.38 GB,8,anomaly,64.09146618843079,4
8MB,512.17 MB,16,global_mean,0.20991730690002441,4
8MB,512.17 MB,16,temporal_mean,0.2039778232574463,4
8MB,512.17 MB,16,climatology,0.3950185775756836,4
8MB,512.17 MB,16,anomaly,1.8784842491149902,4
16MB,1.02 GB,16,global_mean,0.17284131050109863,4
16MB,1.02 GB,16,temporal_mean,0.30738258361816406,4
16MB,1.02 GB,16,climatology,0.28654026985168457,4
16MB,1.02 GB,16,anomaly,2.9759862422943115,4
32MB,2.05 GB,16,global_mean,0.19773006439208984,4
32MB,2.05 GB,16,temporal_mean,0.20457768440246582,4
32MB,2.05 GB,16,climatology,0.34186792373657227,4
32MB,2.05 GB,16,anomaly,5.835803985595703,4
64MB,4.10 GB,16,global_mean,0.2664923667907715,4
64MB,4.10 GB,16,temporal_mean,0.36072826385498047,4
64MB,4.10 GB,16,climatology,0.4027566909790039,4
64MB,4.10 GB,16,anomaly,10.742981195449829,4
128MB,8.19 GB,16,global_mean,0.2887604236602783,4
128MB,8.19 GB,16,temporal_mean,0.32620787620544434,4
128MB,8.19 GB,16,climatology,0.642207145690918,4
128MB,8.19 GB,16,anomaly,27.60447907447815,4
256MB,16.38 GB,16,global_mean,0.452392578125,4
256MB,16.38 GB,16,temporal_mean,0.45359230041503906,4
256MB,16.38 GB,16,climatology,0.873929500579834,4
256MB,16.38 GB,16,anomaly,59.38092565536499,4
512MB,32.77 GB,16,global_mean,0.7747611999511719,4
512MB,32.77 GB,16,temporal_mean,0.7829787731170654,4
512MB,32.77 GB,16,climatology,1.27675199508667,4
512MB,32.77 GB,16,anomaly,128.7816298007965,4
