operation,chunk_size,chunk_per_worker,dataset_size,worker_per_node,threads_per_worker,num_nodes,chunking_scheme,machine,maxmemory_per_node,maxcore_per_node,spil,runtime
spatial_mean,32MB,10,640.95 MB,1,1,2,spatial,cheyenne,109gb,36,False,0.71586012840271
temporal_mean,32MB,10,640.95 MB,1,1,2,spatial,cheyenne,109gb,36,False,0.3854544162750244
climatology,32MB,10,640.95 MB,1,1,2,spatial,cheyenne,109gb,36,False,0.47666192054748535
anomaly,32MB,10,640.95 MB,1,1,2,spatial,cheyenne,109gb,36,False,0.7350692749023438
spatial_mean,32MB,10,640.95 MB,1,1,2,temporal,cheyenne,109gb,36,False,0.2845003604888916
temporal_mean,32MB,10,640.95 MB,1,1,2,temporal,cheyenne,109gb,36,False,0.2309870719909668
climatology,32MB,10,640.95 MB,1,1,2,temporal,cheyenne,109gb,36,False,0.3695201873779297
anomaly,32MB,10,640.95 MB,1,1,2,temporal,cheyenne,109gb,36,False,0.6224966049194336
spatial_mean,32MB,10,640.95 MB,1,1,2,auto,cheyenne,109gb,36,False,0.36302661895751953
temporal_mean,32MB,10,640.95 MB,1,1,2,auto,cheyenne,109gb,36,False,0.26506710052490234
climatology,32MB,10,640.95 MB,1,1,2,auto,cheyenne,109gb,36,False,0.3711585998535156
anomaly,32MB,10,640.95 MB,1,1,2,auto,cheyenne,109gb,36,False,0.6615505218505859
spatial_mean,32MB,10,640.95 MB,1,1,2,spatial,cheyenne,109gb,36,False,0.71586012840271
temporal_mean,32MB,10,640.95 MB,1,1,2,spatial,cheyenne,109gb,36,False,0.3854544162750244
climatology,32MB,10,640.95 MB,1,1,2,spatial,cheyenne,109gb,36,False,0.47666192054748535
anomaly,32MB,10,640.95 MB,1,1,2,spatial,cheyenne,109gb,36,False,0.7350692749023438
spatial_mean,32MB,10,640.95 MB,1,1,2,temporal,cheyenne,109gb,36,False,0.2845003604888916
temporal_mean,32MB,10,640.95 MB,1,1,2,temporal,cheyenne,109gb,36,False,0.2309870719909668
climatology,32MB,10,640.95 MB,1,1,2,temporal,cheyenne,109gb,36,False,0.3695201873779297
anomaly,32MB,10,640.95 MB,1,1,2,temporal,cheyenne,109gb,36,False,0.6224966049194336
spatial_mean,32MB,10,640.95 MB,1,1,2,auto,cheyenne,109gb,36,False,0.36302661895751953
temporal_mean,32MB,10,640.95 MB,1,1,2,auto,cheyenne,109gb,36,False,0.26506710052490234
climatology,32MB,10,640.95 MB,1,1,2,auto,cheyenne,109gb,36,False,0.3711585998535156
anomaly,32MB,10,640.95 MB,1,1,2,auto,cheyenne,109gb,36,False,0.6615505218505859
spatial_mean,512MB,10,10.24 GB,1,1,2,spatial,cheyenne,109gb,36,False,8.850366830825806
temporal_mean,512MB,10,10.24 GB,1,1,2,spatial,cheyenne,109gb,36,False,5.863493204116821
climatology,512MB,10,10.24 GB,1,1,2,spatial,cheyenne,109gb,36,False,8.562724828720093
anomaly,512MB,10,10.24 GB,1,1,2,spatial,cheyenne,109gb,36,False,14.050313711166382
spatial_mean,512MB,10,10.24 GB,1,1,2,temporal,cheyenne,109gb,36,False,8.138298749923706
temporal_mean,512MB,10,10.24 GB,1,1,2,temporal,cheyenne,109gb,36,False,5.816246509552002
climatology,512MB,10,10.24 GB,1,1,2,temporal,cheyenne,109gb,36,False,8.653125762939453
anomaly,512MB,10,10.24 GB,1,1,2,temporal,cheyenne,109gb,36,False,15.136274814605713
spatial_mean,512MB,10,10.24 GB,1,1,2,auto,cheyenne,109gb,36,False,8.135759592056274
temporal_mean,512MB,10,10.24 GB,1,1,2,auto,cheyenne,109gb,36,False,5.817837238311768
climatology,512MB,10,10.24 GB,1,1,2,auto,cheyenne,109gb,36,False,8.671328783035278
anomaly,512MB,10,10.24 GB,1,1,2,auto,cheyenne,109gb,36,False,15.487062931060791
