operation,chunk_size,chunk_per_worker,dataset_size,worker_per_node,threads_per_worker,num_nodes,chunking_scheme,machine,maxmemory_per_node,maxcore_per_node,spil,runtime
spatial_mean,64MB,10,5.12 GB,1,1,8,spatial,cheyenne,109gb,36,False,1.474935531616211
temporal_mean,64MB,10,5.12 GB,1,1,8,spatial,cheyenne,109gb,36,False,0.9952142238616943
climatology,64MB,10,5.12 GB,1,1,8,spatial,cheyenne,109gb,36,False,1.067107915878296
anomaly,64MB,10,5.12 GB,1,1,8,spatial,cheyenne,109gb,36,False,4.156601905822754
spatial_mean,64MB,10,5.12 GB,1,1,8,temporal,cheyenne,109gb,36,False,0.6736495494842529
temporal_mean,64MB,10,5.12 GB,1,1,8,temporal,cheyenne,109gb,36,False,0.5239212512969971
climatology,64MB,10,5.12 GB,1,1,8,temporal,cheyenne,109gb,36,False,0.788785457611084
anomaly,64MB,10,5.12 GB,1,1,8,temporal,cheyenne,109gb,36,False,1.8271851539611816
spatial_mean,64MB,10,5.12 GB,1,1,8,auto,cheyenne,109gb,36,False,0.7107305526733398
temporal_mean,64MB,10,5.12 GB,1,1,8,auto,cheyenne,109gb,36,False,0.5213901996612549
climatology,64MB,10,5.12 GB,1,1,8,auto,cheyenne,109gb,36,False,0.866915225982666
anomaly,64MB,10,5.12 GB,1,1,8,auto,cheyenne,109gb,36,False,1.9426259994506836
spatial_mean,64MB,10,5.12 GB,1,1,8,spatial,cheyenne,109gb,36,False,1.474935531616211
temporal_mean,64MB,10,5.12 GB,1,1,8,spatial,cheyenne,109gb,36,False,0.9952142238616943
climatology,64MB,10,5.12 GB,1,1,8,spatial,cheyenne,109gb,36,False,1.067107915878296
anomaly,64MB,10,5.12 GB,1,1,8,spatial,cheyenne,109gb,36,False,4.156601905822754
spatial_mean,64MB,10,5.12 GB,1,1,8,temporal,cheyenne,109gb,36,False,0.6736495494842529
temporal_mean,64MB,10,5.12 GB,1,1,8,temporal,cheyenne,109gb,36,False,0.5239212512969971
climatology,64MB,10,5.12 GB,1,1,8,temporal,cheyenne,109gb,36,False,0.788785457611084
anomaly,64MB,10,5.12 GB,1,1,8,temporal,cheyenne,109gb,36,False,1.8271851539611816
spatial_mean,64MB,10,5.12 GB,1,1,8,auto,cheyenne,109gb,36,False,0.7107305526733398
temporal_mean,64MB,10,5.12 GB,1,1,8,auto,cheyenne,109gb,36,False,0.5213901996612549
climatology,64MB,10,5.12 GB,1,1,8,auto,cheyenne,109gb,36,False,0.866915225982666
anomaly,64MB,10,5.12 GB,1,1,8,auto,cheyenne,109gb,36,False,1.9426259994506836
spatial_mean,128MB,10,10.24 GB,1,1,8,spatial,cheyenne,109gb,36,False,2.6867167949676514
temporal_mean,128MB,10,10.24 GB,1,1,8,spatial,cheyenne,109gb,36,False,1.4744691848754883
climatology,128MB,10,10.24 GB,1,1,8,spatial,cheyenne,109gb,36,False,1.7767279148101807
