chunk_size,chunking_scheme,dataset_size,machine,num_nodes,operation,runtime,worker_per_node
8MB,spatial,64.89 MB,cheyenne,1,global_mean,0.04040336608886719,8
8MB,spatial,64.89 MB,cheyenne,1,temporal_mean,0.05114030838012695,8
8MB,spatial,64.89 MB,cheyenne,1,climatology,0.07729172706604004,8
8MB,spatial,64.89 MB,cheyenne,1,anomaly,0.0964362621307373,8
8MB,temporal,64.89 MB,cheyenne,1,global_mean,0.06556510925292969,8
8MB,temporal,64.89 MB,cheyenne,1,temporal_mean,0.037867069244384766,8
8MB,temporal,64.89 MB,cheyenne,1,climatology,0.08334183692932129,8
8MB,temporal,64.89 MB,cheyenne,1,anomaly,0.12766575813293457,8
8MB,auto,64.89 MB,cheyenne,1,global_mean,0.04018807411193848,8
8MB,auto,64.89 MB,cheyenne,1,temporal_mean,0.04751181602478027,8
8MB,auto,64.89 MB,cheyenne,1,climatology,0.08008193969726562,8
8MB,auto,64.89 MB,cheyenne,1,anomaly,0.1078493595123291,8
8MB,spatial,64.89 MB,cheyenne,1,global_mean,0.04040336608886719,8
8MB,spatial,64.89 MB,cheyenne,1,temporal_mean,0.05114030838012695,8
8MB,spatial,64.89 MB,cheyenne,1,climatology,0.07729172706604004,8
8MB,spatial,64.89 MB,cheyenne,1,anomaly,0.0964362621307373,8
8MB,temporal,64.89 MB,cheyenne,1,global_mean,0.06556510925292969,8
8MB,temporal,64.89 MB,cheyenne,1,temporal_mean,0.037867069244384766,8
8MB,temporal,64.89 MB,cheyenne,1,climatology,0.08334183692932129,8
8MB,temporal,64.89 MB,cheyenne,1,anomaly,0.12766575813293457,8
8MB,auto,64.89 MB,cheyenne,1,global_mean,0.04018807411193848,8
8MB,auto,64.89 MB,cheyenne,1,temporal_mean,0.04751181602478027,8
8MB,auto,64.89 MB,cheyenne,1,climatology,0.08008193969726562,8
8MB,auto,64.89 MB,cheyenne,1,anomaly,0.1078493595123291,8
16MB,spatial,128.78 MB,cheyenne,1,global_mean,0.04796957969665527,8
16MB,spatial,128.78 MB,cheyenne,1,temporal_mean,0.05655479431152344,8
16MB,spatial,128.78 MB,cheyenne,1,climatology,0.08064079284667969,8
16MB,spatial,128.78 MB,cheyenne,1,anomaly,0.11572957038879395,8
16MB,temporal,128.78 MB,cheyenne,1,global_mean,0.06383299827575684,8
16MB,temporal,128.78 MB,cheyenne,1,temporal_mean,0.042944908142089844,8
16MB,temporal,128.78 MB,cheyenne,1,climatology,0.08563995361328125,8
