chunk_size,chunking_scheme,dataset_size,machine,num_nodes,operation,runtime,worker_per_node
8MB,spatial,64.89 MB,cheyenne,1,temporal_mean,0.045380592346191406,8
8MB,spatial,64.89 MB,cheyenne,1,spatial_mean,0.05650186538696289,8
8MB,spatial,64.89 MB,cheyenne,1,climatology,0.3375561237335205,8
8MB,spatial,64.89 MB,cheyenne,1,anomaly,0.12735891342163086,8
8MB,temporal,64.89 MB,cheyenne,1,temporal_mean,0.07019686698913574,8
8MB,temporal,64.89 MB,cheyenne,1,spatial_mean,0.0462031364440918,8
8MB,temporal,64.89 MB,cheyenne,1,climatology,0.09702229499816895,8
8MB,temporal,64.89 MB,cheyenne,1,anomaly,0.15154242515563965,8
8MB,auto,64.89 MB,cheyenne,1,temporal_mean,0.054123878479003906,8
8MB,auto,64.89 MB,cheyenne,1,spatial_mean,0.05011630058288574,8
8MB,auto,64.89 MB,cheyenne,1,climatology,0.09540200233459473,8
8MB,auto,64.89 MB,cheyenne,1,anomaly,0.1280524730682373,8
8MB,spatial,64.89 MB,cheyenne,1,temporal_mean,0.045380592346191406,8
8MB,spatial,64.89 MB,cheyenne,1,spatial_mean,0.05650186538696289,8
8MB,spatial,64.89 MB,cheyenne,1,climatology,0.3375561237335205,8
8MB,spatial,64.89 MB,cheyenne,1,anomaly,0.12735891342163086,8
8MB,temporal,64.89 MB,cheyenne,1,temporal_mean,0.07019686698913574,8
8MB,temporal,64.89 MB,cheyenne,1,spatial_mean,0.0462031364440918,8
8MB,temporal,64.89 MB,cheyenne,1,climatology,0.09702229499816895,8
8MB,temporal,64.89 MB,cheyenne,1,anomaly,0.15154242515563965,8
8MB,auto,64.89 MB,cheyenne,1,temporal_mean,0.054123878479003906,8
8MB,auto,64.89 MB,cheyenne,1,spatial_mean,0.05011630058288574,8
8MB,auto,64.89 MB,cheyenne,1,climatology,0.09540200233459473,8
8MB,auto,64.89 MB,cheyenne,1,anomaly,0.1280524730682373,8
16MB,spatial,128.78 MB,cheyenne,1,temporal_mean,0.0543973445892334,8
16MB,spatial,128.78 MB,cheyenne,1,spatial_mean,0.05487227439880371,8
16MB,spatial,128.78 MB,cheyenne,1,climatology,0.0835111141204834,8
16MB,spatial,128.78 MB,cheyenne,1,anomaly,0.12156271934509277,8
16MB,temporal,128.78 MB,cheyenne,1,temporal_mean,0.06799721717834473,8
16MB,temporal,128.78 MB,cheyenne,1,spatial_mean,0.04827165603637695,8
16MB,temporal,128.78 MB,cheyenne,1,climatology,0.09997200965881348,8
16MB,temporal,128.78 MB,cheyenne,1,anomaly,0.15026426315307617,8
16MB,auto,128.78 MB,cheyenne,1,temporal_mean,0.05891108512878418,8
16MB,auto,128.78 MB,cheyenne,1,spatial_mean,0.07259058952331543,8
16MB,auto,128.78 MB,cheyenne,1,climatology,0.12852168083190918,8
16MB,auto,128.78 MB,cheyenne,1,anomaly,0.20696783065795898,8
8MB,spatial,64.89 MB,cheyenne,1,temporal_mean,0.045380592346191406,8
8MB,spatial,64.89 MB,cheyenne,1,spatial_mean,0.05650186538696289,8
8MB,spatial,64.89 MB,cheyenne,1,climatology,0.3375561237335205,8
