chunk_size,chunking_scheme,dataset_size,machine,num_nodes,operation,runtime,worker_per_node
8MB,spatial,8.85 MB,cheyenne,1,temporal_mean,0.07937216758728027,1
8MB,spatial,8.85 MB,cheyenne,1,spatial_mean,0.12417793273925781,1
8MB,spatial,8.85 MB,cheyenne,1,climatology,0.17167997360229492,1
8MB,spatial,8.85 MB,cheyenne,1,anomaly,0.14537954330444336,1
8MB,temporal,8.85 MB,cheyenne,1,temporal_mean,0.044203996658325195,1
8MB,temporal,8.85 MB,cheyenne,1,spatial_mean,0.046469926834106445,1
8MB,temporal,8.85 MB,cheyenne,1,climatology,0.08376526832580566,1
8MB,temporal,8.85 MB,cheyenne,1,anomaly,0.13924312591552734,1
8MB,auto,8.85 MB,cheyenne,1,temporal_mean,0.06291532516479492,1
8MB,auto,8.85 MB,cheyenne,1,spatial_mean,0.05335593223571777,1
8MB,auto,8.85 MB,cheyenne,1,climatology,0.08619523048400879,1
8MB,auto,8.85 MB,cheyenne,1,anomaly,0.12806272506713867,1
16MB,spatial,16.72 MB,cheyenne,1,temporal_mean,0.08247733116149902,1
16MB,spatial,16.72 MB,cheyenne,1,spatial_mean,0.05335378646850586,1
16MB,spatial,16.72 MB,cheyenne,1,climatology,0.09222006797790527,1
16MB,spatial,16.72 MB,cheyenne,1,anomaly,0.30745649337768555,1
16MB,temporal,16.72 MB,cheyenne,1,temporal_mean,0.04947781562805176,1
16MB,temporal,16.72 MB,cheyenne,1,spatial_mean,0.028147220611572266,1
16MB,temporal,16.72 MB,cheyenne,1,climatology,0.0949399471282959,1
16MB,temporal,16.72 MB,cheyenne,1,anomaly,0.15862774848937988,1
16MB,auto,16.72 MB,cheyenne,1,temporal_mean,0.06246304512023926,1
16MB,auto,16.72 MB,cheyenne,1,spatial_mean,0.06020689010620117,1
16MB,auto,16.72 MB,cheyenne,1,climatology,0.09514951705932617,1
16MB,auto,16.72 MB,cheyenne,1,anomaly,0.1802835464477539,1
32MB,spatial,32.45 MB,cheyenne,1,temporal_mean,0.06888270378112793,1
32MB,spatial,32.45 MB,cheyenne,1,spatial_mean,0.0713663101196289,1
32MB,spatial,32.45 MB,cheyenne,1,climatology,0.11652755737304688,1
32MB,spatial,32.45 MB,cheyenne,1,anomaly,0.3192427158355713,1
32MB,temporal,32.45 MB,cheyenne,1,temporal_mean,0.07683157920837402,1
32MB,temporal,32.45 MB,cheyenne,1,spatial_mean,0.06248760223388672,1
32MB,temporal,32.45 MB,cheyenne,1,climatology,0.10604524612426758,1
32MB,temporal,32.45 MB,cheyenne,1,anomaly,0.2334301471710205,1
32MB,auto,32.45 MB,cheyenne,1,temporal_mean,0.04708456993103027,1
32MB,auto,32.45 MB,cheyenne,1,spatial_mean,0.04149603843688965,1
32MB,auto,32.45 MB,cheyenne,1,climatology,0.0821237564086914,1
32MB,auto,32.45 MB,cheyenne,1,anomaly,0.31403684616088867,1
64MB,spatial,64.89 MB,cheyenne,1,temporal_mean,0.11348700523376465,1
64MB,spatial,64.89 MB,cheyenne,1,spatial_mean,0.10140323638916016,1
64MB,spatial,64.89 MB,cheyenne,1,climatology,0.19280743598937988,1
64MB,spatial,64.89 MB,cheyenne,1,anomaly,0.6812567710876465,1
64MB,temporal,64.89 MB,cheyenne,1,temporal_mean,0.10122895240783691,1
64MB,temporal,64.89 MB,cheyenne,1,spatial_mean,0.10351705551147461,1
64MB,temporal,64.89 MB,cheyenne,1,climatology,0.16126322746276855,1
64MB,temporal,64.89 MB,cheyenne,1,anomaly,0.7534670829772949,1
64MB,auto,64.89 MB,cheyenne,1,temporal_mean,0.09458231925964355,1
64MB,auto,64.89 MB,cheyenne,1,spatial_mean,0.06489396095275879,1
64MB,auto,64.89 MB,cheyenne,1,climatology,0.18377399444580078,1
64MB,auto,64.89 MB,cheyenne,1,anomaly,0.6429979801177979,1
128MB,spatial,128.78 MB,cheyenne,1,temporal_mean,0.18593263626098633,1
128MB,spatial,128.78 MB,cheyenne,1,spatial_mean,0.1620807647705078,1
128MB,spatial,128.78 MB,cheyenne,1,climatology,0.2608325481414795,1
128MB,spatial,128.78 MB,cheyenne,1,anomaly,0.8806841373443604,1
128MB,temporal,128.78 MB,cheyenne,1,temporal_mean,0.1833188533782959,1
128MB,temporal,128.78 MB,cheyenne,1,spatial_mean,0.16434407234191895,1
128MB,temporal,128.78 MB,cheyenne,1,climatology,0.2667069435119629,1
128MB,temporal,128.78 MB,cheyenne,1,anomaly,1.532921552658081,1
128MB,auto,128.78 MB,cheyenne,1,temporal_mean,0.19017362594604492,1
128MB,auto,128.78 MB,cheyenne,1,spatial_mean,0.16283965110778809,1
128MB,auto,128.78 MB,cheyenne,1,climatology,0.23128437995910645,1
128MB,auto,128.78 MB,cheyenne,1,anomaly,0.9684507846832275,1
256MB,spatial,256.58 MB,cheyenne,1,temporal_mean,0.2854478359222412,1
256MB,spatial,256.58 MB,cheyenne,1,spatial_mean,0.2710554599761963,1
256MB,spatial,256.58 MB,cheyenne,1,climatology,0.4854922294616699,1
256MB,spatial,256.58 MB,cheyenne,1,anomaly,2.089731454849243,1
256MB,temporal,256.58 MB,cheyenne,1,temporal_mean,0.30022120475769043,1
256MB,temporal,256.58 MB,cheyenne,1,spatial_mean,0.2767176628112793,1
256MB,temporal,256.58 MB,cheyenne,1,climatology,0.5020632743835449,1
