chunk_size,chunking_scheme,dataset_size,machine,maxcore_per_node,maxmemory_per_node,num_nodes,operation,runtime,spil,worker_per_node
128MB,spatial,3.07 GB,hal24,24,128gb,2,global_mean,0.29721784591674805,False,12
128MB,spatial,3.07 GB,hal24,24,128gb,2,temporal_mean,0.2791163921356201,False,12
128MB,spatial,3.07 GB,hal24,24,128gb,2,climatology,0.426189661026001,False,12
128MB,spatial,3.07 GB,hal24,24,128gb,2,anomaly,1.1038928031921387,False,12
128MB,temporal,3.07 GB,hal24,24,128gb,2,global_mean,0.3303561210632324,False,12
128MB,temporal,3.07 GB,hal24,24,128gb,2,temporal_mean,0.29981446266174316,False,12
128MB,temporal,3.07 GB,hal24,24,128gb,2,climatology,0.3931562900543213,False,12
128MB,temporal,3.07 GB,hal24,24,128gb,2,anomaly,0.7488985061645508,False,12
128MB,auto,3.07 GB,hal24,24,128gb,2,global_mean,0.36235952377319336,False,12
128MB,auto,3.07 GB,hal24,24,128gb,2,temporal_mean,0.20357275009155273,False,12
128MB,auto,3.07 GB,hal24,24,128gb,2,climatology,0.49654340744018555,False,12
128MB,auto,3.07 GB,hal24,24,128gb,2,anomaly,0.9335567951202393,False,12
128MB,spatial,3.07 GB,hal24,24,128gb,2,global_mean,0.29721784591674805,False,12
128MB,spatial,3.07 GB,hal24,24,128gb,2,temporal_mean,0.2791163921356201,False,12
128MB,spatial,3.07 GB,hal24,24,128gb,2,climatology,0.426189661026001,False,12
128MB,spatial,3.07 GB,hal24,24,128gb,2,anomaly,1.1038928031921387,False,12
128MB,temporal,3.07 GB,hal24,24,128gb,2,global_mean,0.3303561210632324,False,12
128MB,temporal,3.07 GB,hal24,24,128gb,2,temporal_mean,0.29981446266174316,False,12
128MB,temporal,3.07 GB,hal24,24,128gb,2,climatology,0.3931562900543213,False,12
128MB,temporal,3.07 GB,hal24,24,128gb,2,anomaly,0.7488985061645508,False,12
128MB,auto,3.07 GB,hal24,24,128gb,2,global_mean,0.36235952377319336,False,12
128MB,auto,3.07 GB,hal24,24,128gb,2,temporal_mean,0.20357275009155273,False,12
128MB,auto,3.07 GB,hal24,24,128gb,2,climatology,0.49654340744018555,False,12
128MB,auto,3.07 GB,hal24,24,128gb,2,anomaly,0.9335567951202393,False,12
256MB,spatial,6.14 GB,hal24,24,128gb,2,global_mean,0.48541998863220215,False,12
256MB,spatial,6.14 GB,hal24,24,128gb,2,temporal_mean,0.6094250679016113,False,12
256MB,spatial,6.14 GB,hal24,24,128gb,2,climatology,0.6426160335540771,False,12
256MB,spatial,6.14 GB,hal24,24,128gb,2,anomaly,1.837273359298706,False,12
256MB,temporal,6.14 GB,hal24,24,128gb,2,global_mean,0.5456209182739258,False,12
256MB,temporal,6.14 GB,hal24,24,128gb,2,temporal_mean,0.4623117446899414,False,12
256MB,temporal,6.14 GB,hal24,24,128gb,2,climatology,0.7734441757202148,False,12
256MB,temporal,6.14 GB,hal24,24,128gb,2,anomaly,1.6294736862182617,False,12
256MB,auto,6.14 GB,hal24,24,128gb,2,global_mean,0.4641892910003662,False,12
256MB,auto,6.14 GB,hal24,24,128gb,2,temporal_mean,0.3602938652038574,False,12
256MB,auto,6.14 GB,hal24,24,128gb,2,climatology,0.8381948471069336,False,12
256MB,auto,6.14 GB,hal24,24,128gb,2,anomaly,1.6556005477905273,False,12
